Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p33_t075.txt;75;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;6,13969;6,13986;77;93;0;0;77;93;
2;6,14019;6,14058;87;84;0;0;87;84;
3;6,1704;6,17052;78;89;0;0;78;89;
4;6,13101;6,13121;78;129;0;0;78;129;
5;6,17568;6,1757;77;91;0;0;77;91;
6;6,16307;6,16314;85;81;0;0;85;81;
7;6,17755;6,17757;88;86;0;0;88;86;
8;6,19508;6,19521;88;95;0;0;88;95;
9;6,23415;6,23422;79;180;0;0;79;180;
10;6,18747;6,18751;79;78;0;0;79;78;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;74,9091;0,06185;580;710;0-23-22-31-25-28-11-30-7-1-5-14-15-12-2-3-27-13-26-4-6-21-24-8-9-10-29-32
;;2;73,7029;0,122718;580;710;0-23-21-24-8-9-10-29-28-11-30-7-25-31-1-5-14-15-12-2-3-13-27-4-6-26-22-32
;;3;73,4973;1,9586;580;710;0-23-26-4-6-21-24-8-9-10-29-25-31-28-11-30-7-1-5-14-15-12-2-3-27-13-22-32
;;4;74,8522;2,01987;580;710;0-23-21-24-8-9-29-10-11-30-28-25-31-7-1-5-14-15-12-2-3-13-27-4-6-26-22-32
;;5;74,9246;3,43544;580;710;0-23-21-24-8-9-29-25-31-28-10-11-30-7-1-5-14-15-12-2-3-13-27-4-6-26-22-32
;;6;74,8923;3,69349;580;710;0-23-26-22-31-7-1-5-14-15-12-2-3-13-27-4-6-21-24-8-9-10-11-30-28-29-25-32
;;7;73,8733;4,12458;580;710;0-23-21-24-8-9-10-29-28-11-30-7-1-5-14-15-12-2-3-13-27-4-6-26-22-31-25-32
;;8;74,9332;4,36984;580;710;0-23-26-22-31-1-5-14-15-12-2-3-13-27-4-6-21-24-8-9-10-29-28-11-30-7-25-32
;;9;74,827;5,16294;580;710;0-23-21-24-8-9-29-25-28-10-11-30-7-1-5-14-15-12-2-3-13-27-4-6-26-22-31-32
;;10;74,4166;0,061854;630;708;0-23-22-26-21-6-4-27-13-3-2-19-16-15-12-5-1-7-30-11-10-9-8-24-29-28-25-31-32
;;11;74,8928;0,183339;630;708;0-23-21-24-8-9-10-29-25-31-28-11-30-7-1-5-12-15-16-19-2-3-13-27-4-6-26-22-32
;;12;74,8273;0,243868;630;708;0-23-21-24-8-9-10-29-25-31-28-11-30-7-1-5-2-12-15-16-19-3-13-27-4-6-26-22-32
;;13;74,9487;0,243874;630;708;0-23-26-21-6-4-27-13-3-19-16-15-12-2-5-1-7-30-11-10-9-8-24-29-28-25-31-22-32
;;14;74,3599;0,366791;630;708;0-24-8-9-10-29-25-31-28-11-30-7-1-5-12-15-16-19-2-3-13-27-4-6-21-23-26-22-32
;;15;74,7297;1,28485;630;708;0-23-21-24-8-9-10-29-25-28-11-30-7-1-5-2-12-15-16-19-3-13-27-4-6-26-22-31-32
;;16;74,9483;1,3466;630;708;0-23-22-26-21-6-4-27-13-3-2-19-16-15-12-5-1-7-30-11-28-10-9-8-24-29-25-31-32
;;17;74,2945;1,46899;630;708;0-24-8-9-10-29-25-31-28-11-30-7-1-5-2-12-15-16-19-3-13-27-4-6-21-23-26-22-32
;;18;74,513;1,65097;630;708;0-23-21-6-4-27-13-3-19-16-15-12-2-5-1-7-30-11-10-9-8-24-29-28-25-31-22-26-32
;;19;74,3273;1,71213;630;708;0-23-24-8-9-10-29-25-28-11-30-7-31-1-5-12-15-16-19-2-3-13-27-4-6-21-26-22-32
;;20;74,3512;2,08132;630;708;0-23-22-26-21-6-4-27-13-3-19-16-15-12-2-5-1-7-30-11-10-9-8-24-29-28-25-31-32
;;21;74,694;2,50771;630;708;0-22-26-23-21-6-4-27-13-3-2-19-16-15-12-5-1-7-30-11-10-9-8-24-29-28-25-31-32
;;22;74,9389;2,56867;630;708;0-23-4-6-21-24-8-9-10-29-25-28-11-30-7-1-5-2-12-15-16-19-3-27-13-26-22-31-32
;;23;74,8764;4,12457;630;708;0-23-24-8-9-10-29-28-11-30-7-25-31-1-5-2-12-15-16-19-3-13-27-4-6-21-26-22-32
;;24;74,4499;5,77261;630;708;0-23-24-8-9-10-11-30-7-28-29-25-31-1-5-12-15-16-19-2-3-13-27-4-6-21-26-22-32
;;25;74,3844;5,77261;630;708;0-23-24-8-9-10-11-30-7-28-29-25-31-1-5-2-12-15-16-19-3-13-27-4-6-21-26-22-32
;;26;74,5019;0,061833;640;697;0-23-26-22-31-25-29-9-10-28-11-30-7-1-5-2-12-14-15-16-19-3-13-27-4-6-21-24-32
;;27;74,7881;0,06184;640;697;0-22-26-23-24-21-6-4-27-13-3-2-19-16-15-14-12-5-1-7-30-11-28-10-9-29-25-31-32
;;28;74,5674;0,061842;640;697;0-23-26-22-31-25-29-9-10-28-11-30-7-1-5-12-14-15-16-19-2-3-13-27-4-6-21-24-32
;;29;74,4749;0,061851;640;697;0-23-24-21-6-4-26-13-27-3-19-16-15-14-12-2-5-1-7-30-11-10-9-29-28-25-31-22-32
;;30;74,7227;0,122709;640;697;0-22-26-23-24-21-6-4-27-13-3-19-16-15-14-12-2-5-1-7-30-11-28-10-9-29-25-31-32
;;31;74,6716;0,122712;640;697;0-23-24-21-6-4-26-22-3-13-27-19-16-15-14-12-2-5-1-7-30-11-10-9-29-28-25-31-32
;;32;73,9702;0,305207;640;697;0-23-26-22-31-25-28-29-9-10-11-30-7-1-5-2-12-14-15-16-19-3-13-27-4-6-21-24-32
;;33;74,191;0,366782;640;697;0-22-26-23-24-21-6-4-27-13-3-19-16-15-14-12-2-5-1-7-30-11-10-9-29-28-25-31-32
;;34;74,0357;0,366787;640;697;0-23-26-22-31-25-28-29-9-10-11-30-7-1-5-12-14-15-16-19-2-3-13-27-4-6-21-24-32
;;35;74,7116;1,03994;640;697;0-23-24-21-6-4-26-22-13-27-3-19-16-15-14-12-2-5-1-7-30-11-10-9-29-28-25-31-32
;;36;74,5932;2,62983;640;697;0-22-26-23-24-21-6-4-27-13-3-2-12-19-16-15-14-5-1-7-30-11-10-9-29-28-25-31-32
;;37;74,3948;3,69348;640;697;0-24-21-6-4-27-13-3-19-16-15-14-12-2-5-1-7-30-11-10-9-29-28-25-31-22-26-23-32
;;38;74,2565;6,13968;640;697;0-22-26-23-24-21-6-4-27-13-3-2-19-16-15-14-12-5-1-7-30-11-10-9-29-28-25-31-32
;;39;74,6281;0,12271;650;696;0-23-21-24-8-9-10-11-30-7-28-25-31-1-5-2-12-14-15-16-19-3-13-27-4-6-26-22-32
;;40;74,161;0,18335;650;696;0-23-24-8-9-10-11-30-7-28-25-31-1-5-14-15-16-19-12-2-3-13-27-4-6-21-26-22-32
;;41;74,7528;0,183351;650;696;0-22-26-23-21-6-4-27-13-3-19-16-15-14-12-2-5-1-31-25-28-7-30-11-10-9-8-24-32
;;42;74,8372;0,183355;650;696;0-23-4-6-21-24-8-9-10-11-30-7-28-25-31-1-5-2-12-14-15-16-19-3-27-13-26-22-32
;;43;74,9985;0,305206;650;696;0-24-8-9-10-29-25-31-28-11-30-7-1-5-12-14-15-16-19-3-13-27-4-6-21-23-26-22-32
;;44;74,6621;0,611235;650;696;0-23-24-8-9-10-29-25-31-28-11-30-7-1-5-12-14-15-16-19-3-13-27-4-6-21-26-22-32
;;45;74,2099;0,733673;650;696;0-23-24-8-9-10-11-30-28-25-31-7-1-5-2-12-14-15-16-19-3-13-27-4-6-21-26-22-32
;;46;73,7588;1,10074;650;696;0-23-24-8-9-10-11-30-7-28-25-31-1-5-2-12-14-15-16-19-3-13-27-4-6-21-26-22-32
;;47;73,8243;1,10074;650;696;0-23-24-8-9-10-11-30-7-28-25-31-1-5-12-14-15-16-19-2-3-13-27-4-6-21-26-22-32
;;48;74,6121;1,22316;650;696;0-23-24-8-9-10-11-30-28-25-31-7-1-5-14-15-16-19-12-2-3-13-27-4-6-21-26-22-32
;;49;74,8182;1,65096;650;696;0-22-26-23-21-6-4-27-13-3-2-19-16-15-14-12-5-1-31-25-28-7-30-11-10-9-8-24-32
;;50;74,9027;1,83491;650;696;0-23-4-6-21-24-8-9-10-11-30-7-28-25-31-1-5-12-14-15-16-19-2-3-27-13-26-22-32
;;51;74,0952;2,20423;650;696;0-24-8-9-10-11-30-7-28-25-31-1-5-2-12-14-15-16-19-3-13-27-4-6-21-23-26-22-32
;;52;74,9915;2,20423;650;696;0-23-24-8-9-10-28-11-30-7-25-31-1-5-2-12-14-15-16-19-3-13-27-4-6-21-26-22-32
;;53;74,9485;2,26509;650;696;0-24-8-9-10-11-30-28-25-31-7-1-5-14-15-16-19-12-2-3-13-27-4-6-21-23-26-22-32
;;54;74,5463;3,12309;650;696;0-24-8-9-10-11-30-28-25-31-7-1-5-2-12-14-15-16-19-3-13-27-4-6-21-23-26-22-32
;;55;74,9064;3,63221;650;696;0-22-26-21-6-4-27-13-3-2-19-16-15-14-12-5-1-31-25-28-7-30-11-10-9-8-24-23-32
;;56;74,6936;4,43064;650;696;0-23-21-24-8-9-10-11-30-7-28-25-31-1-5-12-14-15-16-19-2-3-13-27-4-6-26-22-32
;;57;72,7457;0,06183;660;676;0-24-8-9-10-29-25-28-11-30-7-1-5-2-12-14-15-16-19-3-13-27-4-6-21-23-26-22-32
;;58;73,2786;0,061835;660;676;0-23-21-24-8-9-10-29-25-28-11-30-7-1-5-2-12-14-15-16-19-3-13-27-4-6-26-22-32
;;59;74,3607;0,061835;660;676;0-22-26-6-4-27-13-3-19-16-15-14-12-2-5-1-7-30-11-28-25-29-10-9-8-24-21-23-32
;;60;73,5532;0,122707;660;676;0-23-4-6-21-24-8-9-10-29-25-28-11-30-7-1-5-12-14-15-16-19-2-3-27-13-26-22-32
;;61;73,4033;0,183332;660;676;0-22-26-23-21-6-4-27-13-3-19-16-15-14-12-2-5-1-7-30-11-28-25-29-10-9-8-24-32
;;62;74,3595;0,183352;660;676;0-24-8-9-10-29-25-28-11-30-7-1-5-14-15-12-16-19-2-3-13-27-4-6-21-23-26-22-32
;;63;73,9913;0,3052;660;676;0-23-26-4-6-21-24-8-9-10-29-25-28-11-30-7-1-5-2-12-14-15-16-19-3-27-13-22-32
;;64;73,4877;0,488963;660;676;0-23-4-6-21-24-8-9-10-29-25-28-11-30-7-1-5-2-12-14-15-16-19-3-27-13-26-22-32
;;65;72,8112;0,795239;660;676;0-24-8-9-10-29-25-28-11-30-7-1-5-12-14-15-16-19-2-3-13-27-4-6-21-23-26-22-32
;;66;73,9669;0,856645;660;676;0-24-8-9-10-29-25-28-11-30-7-1-5-2-12-14-15-16-19-3-27-13-26-4-6-21-23-22-32
;;67;72,4093;0,917066;660;676;0-23-24-8-9-10-29-25-28-11-30-7-1-5-2-12-14-15-16-19-3-13-27-4-6-21-26-22-32
;;68;73,3441;0,97868;660;676;0-23-21-24-8-9-10-29-25-28-11-30-7-1-5-12-14-15-16-19-2-3-13-27-4-6-26-22-32
;;69;74,3484;1,34658;660;676;0-24-8-9-10-29-25-28-11-30-7-1-5-2-12-14-15-16-19-3-27-13-22-26-4-6-21-23-32
