Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p33_t030.txt;30;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;2,70286;2,70289;16;16;0;0;16;16;
2;2,69168;2,69176;16;16;0;0;16;16;
3;2,74182;2,74185;16;15;0;0;16;15;
4;2,69549;2,69552;16;16;0;0;16;16;
5;2,70186;2,70192;16;16;0;0;16;16;
6;2,71003;2,71003;16;15;0;0;16;15;
7;2,69892;2,69899;16;16;0;0;16;16;
8;2,71873;2,71882;15;16;0;0;15;16;
9;2,72637;2,72638;15;16;0;0;15;16;
10;2,73367;2,7337;16;16;0;0;16;16;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;29,4348;0,270842;230;442;0-23-22-26-13-27-3-2-5-1-7-30-28-25-31-32
;;2;29,9216;0,027707;250;423;0-23-22-26-13-27-3-2-5-1-7-30-11-28-25-32
;;3;29,3414;0,027704;260;417;0-23-22-26-21-6-4-27-13-3-2-5-1-31-25-32
;;4;29,7676;0,027706;260;417;0-23-21-22-26-13-27-3-2-5-1-7-28-25-31-32
;;5;29,6189;0,217031;260;417;0-22-26-23-21-6-4-27-13-3-2-5-1-31-25-32
;;6;29,702;1,29998;260;417;0-23-21-26-13-27-3-2-5-1-7-28-25-31-22-32
;;7;29,4659;0,108558;280;411;0-23-21-6-4-27-13-3-2-5-1-7-28-25-31-32
;;8;29,9217;0,054964;290;343;0-23-22-26-21-6-4-27-13-3-19-12-2-31-32
;;9;29,7804;0,869568;290;343;0-23-21-6-4-27-19-12-2-3-13-26-22-31-32
;;10;29,0888;1,73196;300;336;0-23-21-6-4-27-13-3-19-12-5-1-31-22-32
;;11;29,4043;0,027688;310;322;0-23-21-6-4-27-13-3-2-19-12-5-1-31-32
;;12;29,3389;0,027692;310;322;0-23-21-6-4-27-13-3-19-12-2-5-1-31-32
;;13;29,4686;0,02769;320;309;0-23-21-6-4-27-13-3-19-16-12-2-26-22-32
;;14;28,7698;0,05495;320;309;0-23-21-6-4-27-19-16-12-2-3-13-26-22-32
;;15;29,1933;0,054957;320;309;0-23-21-6-4-13-27-19-16-12-2-3-26-22-32
;;16;29,852;0,734997;320;309;0-22-26-13-3-2-12-16-19-27-4-6-21-23-32

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;29,4348;0,132702;230;442;0-23-22-26-13-27-3-2-5-1-7-30-28-25-31-32
;;2;29,9216;0,002285;250;423;0-23-22-26-13-27-3-2-5-1-7-30-11-28-25-32
;;3;29,6189;0,000764;260;417;0-22-26-23-21-6-4-27-13-3-2-5-1-31-25-32
;;4;29,7676;0,002526;260;417;0-23-21-22-26-13-27-3-2-5-1-7-28-25-31-32
;;5;29,3414;0,020784;260;417;0-23-22-26-21-6-4-27-13-3-2-5-1-31-25-32
;;6;29,702;0,195656;260;417;0-23-21-26-13-27-3-2-5-1-7-28-25-31-22-32
;;7;29,4659;0,007322;280;411;0-23-21-6-4-27-13-3-2-5-1-7-28-25-31-32
;;8;29,9217;0,003351;290;343;0-23-22-26-21-6-4-27-13-3-19-12-2-31-32
;;9;29,7804;0,137534;290;343;0-23-21-6-4-27-19-12-2-3-13-26-22-31-32
;;10;29,0888;0,169771;300;336;0-23-21-6-4-27-13-3-19-12-5-1-31-22-32
;;11;29,3389;0,005961;310;322;0-23-21-6-4-27-13-3-19-12-2-5-1-31-32
;;12;29,4043;0,050047;310;322;0-23-21-6-4-27-13-3-2-19-12-5-1-31-32
;;13;29,4686;0,00897;320;309;0-23-21-6-4-27-13-3-19-16-12-2-26-22-32
;;14;29,852;0,010445;320;309;0-22-26-13-3-2-12-16-19-27-4-6-21-23-32
;;15;28,7698;0,012603;320;309;0-23-21-6-4-27-19-16-12-2-3-13-26-22-32
;;16;29,1933;0,012734;320;309;0-23-21-6-4-13-27-19-16-12-2-3-26-22-32

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;29,9646;0,728;230;447;0-23-22-26-4-27-13-3-2-5-1-7-28-25-31-32
;;2;29,9216;0,027019;250;423;0-23-22-26-13-27-3-2-5-1-7-30-11-28-25-32
;;3;29,3414;0,026997;260;417;0-23-22-26-21-6-4-27-13-3-2-5-1-31-25-32
;;4;29,7676;0,027018;260;417;0-23-21-22-26-13-27-3-2-5-1-7-28-25-31-32
;;5;29,6189;0,085792;260;417;0-22-26-23-21-6-4-27-13-3-2-5-1-31-25-32
;;6;29,702;1,80522;260;417;0-23-21-26-13-27-3-2-5-1-7-28-25-31-22-32
;;7;29,4659;0,112341;280;411;0-23-21-6-4-27-13-3-2-5-1-7-28-25-31-32
;;8;29,9217;0,027015;290;343;0-23-22-26-21-6-4-27-13-3-19-12-2-31-32
;;9;29,7804;0,112321;290;343;0-23-21-6-4-27-19-12-2-3-13-26-22-31-32
;;10;29,0888;0,245176;300;336;0-23-21-6-4-27-13-3-19-12-5-1-31-22-32
;;11;29,4043;0,026996;310;322;0-23-21-6-4-27-13-3-2-19-12-5-1-31-32
;;12;29,3389;0,054181;310;322;0-23-21-6-4-27-13-3-19-12-2-5-1-31-32
;;13;28,7698;0,026999;320;309;0-23-21-6-4-27-19-16-12-2-3-13-26-22-32
;;14;29,4686;0,026999;320;309;0-23-21-6-4-27-13-3-19-16-12-2-26-22-32
;;15;29,1933;0,027005;320;309;0-23-21-6-4-13-27-19-16-12-2-3-26-22-32
;;16;29,852;0,218547;320;309;0-22-26-13-3-2-12-16-19-27-4-6-21-23-32

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;29,9646;0,308407;230;447;0-23-22-26-4-27-13-3-2-5-1-7-28-25-31-32
;;2;29,9216;0,014832;250;423;0-23-22-26-13-27-3-2-5-1-7-30-11-28-25-32
;;3;29,702;0,000725;260;417;0-23-21-26-13-27-3-2-5-1-7-28-25-31-22-32
;;4;29,3414;0,002319;260;417;0-23-22-26-21-6-4-27-13-3-2-5-1-31-25-32
;;5;29,6189;0,002529;260;417;0-22-26-23-21-6-4-27-13-3-2-5-1-31-25-32
;;6;29,7676;0,01574;260;417;0-23-21-22-26-13-27-3-2-5-1-7-28-25-31-32
;;7;29,4659;0,018056;280;411;0-23-21-6-4-27-13-3-2-5-1-7-28-25-31-32
;;8;29,9217;0,056529;290;343;0-23-22-26-21-6-4-27-13-3-19-12-2-31-32
;;9;29,7804;0,098011;290;343;0-23-21-6-4-27-19-12-2-3-13-26-22-31-32
;;10;29,0888;0,151264;300;336;0-23-21-6-4-27-13-3-19-12-5-1-31-22-32
;;11;29,4043;0,039888;310;322;0-23-21-6-4-27-13-3-2-19-12-5-1-31-32
;;12;29,3389;0,083494;310;322;0-23-21-6-4-27-13-3-19-12-2-5-1-31-32
;;13;29,4686;0,022984;320;309;0-23-21-6-4-27-13-3-19-16-12-2-26-22-32
