Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p33_t050.txt;50;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;4,33308;4,33327;28;32;0;0;28;32;
2;4,35402;4,35408;25;33;0;0;25;33;
3;4,35373;4,35373;26;29;0;0;26;29;
4;4,37756;4,37763;27;33;0;0;27;33;
5;4,36372;4,36379;26;34;0;0;26;34;
6;4,34783;4,34789;25;31;0;0;25;31;
7;4,36197;4,36198;26;33;0;0;26;33;
8;4,38092;4,38093;24;33;0;0;24;33;
9;4,40046;4,40074;25;33;0;0;25;33;
10;4,35995;4,35996;28;30;0;0;28;30;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;49,8766;0,042675;410;628;0-23-26-22-31-25-29-28-11-30-7-1-5-12-2-3-13-27-4-6-21-24-32
;;2;49,8481;0,085497;440;605;0-23-26-22-31-25-28-11-30-7-1-5-2-12-19-3-13-27-4-6-21-24-32
;;3;49,9136;1,56064;440;605;0-23-26-22-31-25-28-11-30-7-1-5-12-19-2-3-13-27-4-6-21-24-32
;;4;47,8247;0,259317;450;577;0-22-26-23-21-6-4-27-13-3-2-19-12-5-1-7-30-11-28-29-25-31-32
;;5;48,1085;0,694001;450;577;0-23-21-6-4-26-13-27-3-2-19-12-5-1-7-30-11-28-29-25-31-22-32
;;6;48,1448;1,08374;450;577;0-23-26-21-6-4-27-13-3-2-19-12-5-1-7-30-11-28-29-25-31-22-32
;;7;48,2398;1,08374;450;577;0-23-21-6-4-26-22-3-13-27-19-12-2-5-1-7-30-11-28-29-25-31-32
;;8;49,7335;1,12688;450;577;0-23-21-6-4-27-3-13-26-22-2-19-12-5-1-7-30-11-28-29-25-31-32
;;9;47,7091;1,12689;450;577;0-23-21-6-4-27-13-3-2-19-12-5-1-7-30-11-28-29-25-31-22-26-32
;;10;47,4818;1,25752;450;577;0-23-22-26-21-6-4-27-13-3-19-12-2-5-1-7-30-11-28-29-25-31-32
;;11;48,2798;2,08149;450;577;0-23-21-6-4-26-22-13-27-3-19-12-2-5-1-7-30-11-28-29-25-31-32
;;12;48,3452;2,25439;450;577;0-23-21-6-4-26-22-13-27-3-2-19-12-5-1-7-30-11-28-29-25-31-32
;;13;47,5472;3,3407;450;577;0-23-22-26-21-6-4-27-13-3-2-19-12-5-1-7-30-11-28-29-25-31-32
;;14;49,5263;0,216135;460;572;0-22-26-23-21-6-4-27-13-3-2-12-15-14-5-1-7-30-11-28-25-31-32
;;15;49,4107;1,30048;460;572;0-23-21-6-4-27-13-3-2-12-15-14-5-1-7-30-11-28-25-31-22-26-32
;;16;49,8464;1,30049;460;572;0-23-26-21-6-4-27-13-3-2-12-15-14-5-1-7-30-11-28-25-31-22-32
;;17;49,8101;1,64784;460;572;0-23-21-6-4-26-13-27-3-2-12-15-14-5-1-7-30-11-28-25-31-22-32
;;18;49,2976;0,172458;470;565;0-23-21-6-4-27-13-3-2-19-12-14-5-1-7-30-11-28-25-31-22-26-32
;;19;49,4133;0,25932;470;565;0-22-26-23-21-6-4-27-13-3-2-19-12-14-5-1-7-30-11-28-25-31-32
;;20;49,7333;0,520719;470;565;0-23-26-21-6-4-27-13-3-2-19-12-14-5-1-7-30-11-28-25-31-22-32
;;21;49,9338;0,954392;470;565;0-23-21-6-4-26-22-13-27-3-2-19-12-14-5-1-7-30-11-28-25-31-32
;;22;49,1358;1,64786;470;565;0-23-22-26-21-6-4-27-13-3-2-19-12-14-5-1-7-30-11-28-25-31-32
;;23;49,6971;1,86406;470;565;0-23-21-6-4-26-13-27-3-2-19-12-14-5-1-7-30-11-28-25-31-22-32
;;24;49,5344;1,51696;480;552;0-22-23-21-6-4-27-13-3-19-16-12-2-5-1-7-30-11-28-29-25-31-32
;;25;49,7198;4,03206;490;547;0-22-26-23-21-6-4-27-13-3-19-16-15-12-5-1-7-30-11-28-25-31-32
;;26;49,4784;0,434015;500;536;0-23-21-6-4-27-13-3-2-19-16-15-12-5-1-7-30-11-28-25-31-22-32
;;27;49,6221;3,72936;510;489;0-23-21-6-4-13-27-19-16-15-14-12-2-5-1-7-30-11-28-25-31-32
;;28;49,5764;0,347192;520;474;0-23-21-6-4-13-3-19-16-15-14-12-2-5-1-7-30-11-28-25-31-32

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;49,8766;0,013696;410;628;0-23-26-22-31-25-29-28-11-30-7-1-5-12-2-3-13-27-4-6-21-24-32
;;2;49,9136;0,029299;440;605;0-23-26-22-31-25-28-11-30-7-1-5-12-19-2-3-13-27-4-6-21-24-32
;;3;49,8481;0,055286;440;605;0-23-26-22-31-25-28-11-30-7-1-5-2-12-19-3-13-27-4-6-21-24-32
;;4;47,5472;0,006962;450;577;0-23-22-26-21-6-4-27-13-3-2-19-12-5-1-7-30-11-28-29-25-31-32
;;5;48,3452;0,007718;450;577;0-23-21-6-4-26-22-13-27-3-2-19-12-5-1-7-30-11-28-29-25-31-32
;;6;49,0459;0,007875;450;577;0-22-23-21-6-4-26-13-27-3-2-19-12-5-1-7-30-11-28-29-25-31-32
;;7;47,8247;0,019687;450;577;0-22-26-23-21-6-4-27-13-3-2-19-12-5-1-7-30-11-28-29-25-31-32
;;8;48,1448;0,066389;450;577;0-23-26-21-6-4-27-13-3-2-19-12-5-1-7-30-11-28-29-25-31-22-32
;;9;48,1085;0,071963;450;577;0-23-21-6-4-26-13-27-3-2-19-12-5-1-7-30-11-28-29-25-31-22-32
;;10;47,7091;0,884616;450;577;0-23-21-6-4-27-13-3-2-19-12-5-1-7-30-11-28-29-25-31-22-26-32
;;11;49,7335;0,911818;450;577;0-23-21-6-4-27-3-13-26-22-2-19-12-5-1-7-30-11-28-29-25-31-32
;;12;48,2398;0,92848;450;577;0-23-21-6-4-26-22-3-13-27-19-12-2-5-1-7-30-11-28-29-25-31-32
;;13;48,2798;0,928553;450;577;0-23-21-6-4-26-22-13-27-3-19-12-2-5-1-7-30-11-28-29-25-31-32
;;14;48,9804;0,933097;450;577;0-22-23-21-6-4-26-13-27-3-19-12-2-5-1-7-30-11-28-29-25-31-32
;;15;47,4818;2,97725;450;577;0-23-22-26-21-6-4-27-13-3-19-12-2-5-1-7-30-11-28-29-25-31-32
;;16;49,2489;0,002431;460;572;0-23-22-26-21-6-4-27-13-3-2-12-15-14-5-1-7-30-11-28-25-31-32
;;17;49,4107;0,004665;460;572;0-23-21-6-4-27-13-3-2-12-15-14-5-1-7-30-11-28-25-31-22-26-32
;;18;49,5263;0,008656;460;572;0-22-26-23-21-6-4-27-13-3-2-12-15-14-5-1-7-30-11-28-25-31-32
;;19;49,8101;0,02081;460;572;0-23-21-6-4-26-13-27-3-2-12-15-14-5-1-7-30-11-28-25-31-22-32
;;20;49,8464;0,021632;460;572;0-23-26-21-6-4-27-13-3-2-12-15-14-5-1-7-30-11-28-25-31-22-32
;;21;49,2976;0,004796;470;565;0-23-21-6-4-27-13-3-2-19-12-14-5-1-7-30-11-28-25-31-22-26-32
;;22;49,9338;0,009007;470;565;0-23-21-6-4-26-22-13-27-3-2-19-12-14-5-1-7-30-11-28-25-31-32
;;23;49,7307;0,014776;470;565;0-23-22-26-21-6-4-13-27-19-16-12-2-5-1-7-30-11-28-29-25-31-32
;;24;49,4133;0,015979;470;565;0-22-26-23-21-6-4-27-13-3-2-19-12-14-5-1-7-30-11-28-25-31-32
;;25;49,1358;0,016839;470;565;0-23-22-26-21-6-4-27-13-3-2-19-12-14-5-1-7-30-11-28-25-31-32
;;26;49,6971;0,022061;470;565;0-23-21-6-4-26-13-27-3-2-19-12-14-5-1-7-30-11-28-25-31-22-32
;;27;49,7333;0,022646;470;565;0-23-26-21-6-4-27-13-3-2-19-12-14-5-1-7-30-11-28-25-31-22-32
;;28;49,5344;0,014961;480;552;0-22-23-21-6-4-27-13-3-19-16-12-2-5-1-7-30-11-28-29-25-31-32
;;29;48,6625;0,099588;480;552;0-23-21-6-4-27-13-3-2-19-16-12-5-1-7-30-11-28-29-25-31-22-32
;;30;49,5998;0,115747;480;552;0-22-23-21-6-4-27-13-3-2-19-16-12-5-1-7-30-11-28-29-25-31-32
;;31;49,4784;0,064439;500;536;0-23-21-6-4-27-13-3-2-19-16-15-12-5-1-7-30-11-28-25-31-22-32
