Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p33_t035.txt;35;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;3,11933;3,11942;27;26;1;0;28;26;
2;3,12927;3,12932;23;25;2;0;25;25;
3;3,12168;3,12168;25;24;1;0;26;24;
4;3,1319;3,13201;27;22;1;1;28;22;
5;3,13454;3,13464;24;24;2;0;26;24;
6;3,12965;3,12973;26;27;2;0;28;27;
7;3,13165;3,1317;26;24;2;0;28;24;
8;3,14664;3,14672;26;26;2;0;28;26;
9;3,14882;3,14892;25;24;1;2;26;26;
10;3,13526;3,13536;26;23;2;1;28;23;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6412;2,61768;280;496;0-23-22-26-4-27-13-3-2-5-1-7-30-11-28-25-31-32
;;2;34,8853;0,031172;290;489;0-23-22-26-13-27-3-2-12-5-1-7-30-11-28-25-31-32
;;3;34,4423;0,031183;300;482;0-22-23-21-6-4-26-13-27-3-2-5-1-7-28-25-31-32
;;4;33,7417;0,031187;300;482;0-23-21-6-4-26-22-13-27-3-2-5-1-7-28-25-31-32
;;5;33,1055;0,062581;300;482;0-23-21-6-4-27-13-3-2-5-1-7-28-25-31-22-26-32
;;6;32,9437;0,155431;300;482;0-23-22-26-21-6-4-27-13-3-2-5-1-7-28-25-31-32
;;7;33,5412;0,341681;300;482;0-23-26-21-6-4-27-13-3-2-5-1-7-28-25-31-22-32
;;8;33,2211;0,403169;300;482;0-22-26-23-21-6-4-27-13-3-2-5-1-7-28-25-31-32
;;9;33,505;1,74465;300;482;0-23-21-6-4-26-13-27-3-2-5-1-7-28-25-31-22-32
;;10;33,8233;0,559025;310;473;0-23-21-6-4-27-13-3-2-5-1-7-30-28-25-31-22-32
