Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p33_t040.txt;40;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;3,62017;3,62028;22;24;0;0;22;24;
2;3,61889;3,6189;22;25;0;0;22;25;
3;3,61695;3,61696;24;25;0;1;24;25;
4;3,62442;3,62445;22;26;0;0;22;26;
5;3,60533;3,60544;23;26;0;0;23;26;
6;3,60565;3,60572;22;24;0;0;22;24;
7;3,6248;3,62485;25;30;0;0;25;30;
8;3,62482;3,62489;22;25;0;0;22;25;
9;3,61486;3,6149;22;25;0;0;22;25;
10;3,65248;3,65249;23;26;0;0;23;26;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;39,7139;2,13365;320;554;0-23-22-26-6-4-27-13-3-2-5-1-7-30-11-28-29-25-31-32
;;2;39,8065;0,036169;350;531;0-23-21-6-4-27-3-13-26-22-2-5-1-7-30-11-28-25-31-32
;;3;37,6203;0,036175;350;531;0-23-22-26-21-6-4-27-13-3-2-5-1-7-30-11-28-25-31-32
;;4;37,7821;0,072359;350;531;0-23-21-6-4-27-13-3-2-5-1-7-30-11-28-25-31-22-26-32
;;5;38,2178;0,07237;350;531;0-23-26-21-6-4-27-13-3-2-5-1-7-30-11-28-25-31-22-32
;;6;38,4183;0,072378;350;531;0-23-21-6-4-26-22-13-27-3-2-5-1-7-30-11-28-25-31-32
;;7;37,8977;0,107808;350;531;0-22-26-23-21-6-4-27-13-3-2-5-1-7-30-11-28-25-31-32
;;8;39,1189;0,10781;350;531;0-22-23-21-6-4-26-13-27-3-2-5-1-7-30-11-28-25-31-32
;;9;38,1815;0,107815;350;531;0-23-21-6-4-26-13-27-3-2-5-1-7-30-11-28-25-31-22-32
