Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p33_t045.txt;45;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;3,96863;3,96876;31;31;0;0;31;31;
2;3,97388;3,9739;31;31;0;0;31;31;
3;3,99119;3,99128;31;30;0;0;31;30;
4;3,95806;3,95809;31;31;1;0;31;31;
5;3,97964;3,97967;31;30;0;0;31;30;
6;3,95266;3,95273;30;31;0;0;30;31;
7;3,997;3,9972;30;32;0;0;30;32;
8;3,97592;3,97598;31;31;0;0;31;31;
9;3,98099;3,981;30;30;0;0;30;30;
10;3,97716;3,97727;31;32;1;1;31;30;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;43,1655;0,039933;360;582;0-23-26-22-31-25-28-11-30-7-1-5-2-3-13-27-4-6-21-24-32
;;2;43,9068;0,079189;360;582;0-23-24-21-6-4-26-22-13-27-3-2-5-1-7-30-11-28-25-31-32
;;3;44,6074;0,079191;360;582;0-22-23-24-21-6-4-26-13-27-3-2-5-1-7-30-11-28-25-31-32
;;4;44,7879;0,079192;360;582;0-24-21-23-22-26-6-4-27-13-3-2-5-1-7-30-11-28-25-31-32
;;5;43,6701;0,119108;360;582;0-23-24-21-6-4-26-13-27-3-2-5-1-7-30-11-28-25-31-22-32
;;6;43,3862;0,119117;360;582;0-22-26-23-24-21-6-4-27-13-3-2-5-1-7-30-11-28-25-31-32
;;7;44,9971;0,474783;360;582;0-24-21-6-4-23-22-26-13-27-3-2-5-1-7-30-11-28-25-31-32
;;8;43,59;1,34806;360;582;0-24-21-6-4-27-13-3-2-5-1-7-30-11-28-25-31-22-26-23-32
;;9;44,4932;0,039916;400;577;0-23-21-6-4-27-13-3-2-12-5-1-7-30-11-28-29-25-31-22-26-32
;;10;44,8926;0,119106;400;577;0-23-21-6-4-26-13-27-3-2-12-5-1-7-30-11-28-29-25-31-22-32
;;11;44,3314;0,197613;400;577;0-23-22-26-21-6-4-27-13-3-2-12-5-1-7-30-11-28-29-25-31-32
