Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p33_t025.txt;25;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;2,17926;2,17929;7;7;0;0;7;7;
2;2,20003;2,20006;7;7;0;0;7;7;
3;2,20604;2,20611;7;7;0;0;7;7;
4;2,20153;2,20161;7;8;0;0;7;8;
5;2,20582;2,20586;8;8;0;0;8;8;
6;2,20432;2,20436;6;7;0;0;6;7;
7;2,23129;2,2314;6;7;0;0;6;7;
8;2,21441;2,21449;7;7;0;0;7;7;
9;2,21248;2,21251;7;7;0;0;7;7;
10;2,21151;2,21155;7;6;0;0;7;6;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;24,8643;0,022107;190;378;0-23-22-26-13-27-3-2-5-1-7-25-31-32
;;2;24,7234;0,022095;200;348;0-23-24-21-6-4-27-3-13-26-22-31-32
;;3;24,2554;0,022093;240;336;0-23-21-6-4-27-13-3-2-5-1-31-22-32
;;4;24,0301;0,022097;250;277;0-23-21-6-4-13-27-19-2-3-26-22-32
;;5;24,3054;0,39172;250;277;0-23-21-6-4-27-13-3-19-2-26-22-32
;;6;24,6888;2,13545;250;277;0-22-26-13-3-2-19-27-4-6-21-23-32
;;7;24,4584;0,022101;260;230;0-23-21-6-4-13-3-19-12-2-22-32

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;24,8643;0,007221;190;378;0-23-22-26-13-27-3-2-5-1-7-25-31-32
;;2;24,7234;0,001925;200;348;0-23-24-21-6-4-27-3-13-26-22-31-32
;;3;24,2554;0,000445;240;336;0-23-21-6-4-27-13-3-2-5-1-31-22-32
;;4;24,6888;0,003608;250;277;0-22-26-13-3-2-19-27-4-6-21-23-32
;;5;24,3054;0,034859;250;277;0-23-21-6-4-27-13-3-19-2-26-22-32
;;6;24,0301;0,039238;250;277;0-23-21-6-4-13-27-19-2-3-26-22-32
;;7;24,4584;0,047202;260;230;0-23-21-6-4-13-3-19-12-2-22-32

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;24,8643;0,022252;190;378;0-23-22-26-13-27-3-2-5-1-7-25-31-32
;;2;24,7234;0,022246;200;348;0-23-24-21-6-4-27-3-13-26-22-31-32
;;3;24,2554;0,022244;240;336;0-23-21-6-4-27-13-3-2-5-1-31-22-32
;;4;24,0301;0,043969;250;277;0-23-21-6-4-13-27-19-2-3-26-22-32
;;5;24,3054;1,23118;250;277;0-23-21-6-4-27-13-3-19-2-26-22-32
;;6;24,6888;1,76112;250;277;0-22-26-13-3-2-19-27-4-6-21-23-32
;;7;24,4584;0,043968;260;230;0-23-21-6-4-13-3-19-12-2-22-32

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;24,8643;0,001466;190;378;0-23-22-26-13-27-3-2-5-1-7-25-31-32
;;2;24,7234;0,00058;200;348;0-23-24-21-6-4-27-3-13-26-22-31-32
;;3;24,2554;0,000682;240;336;0-23-21-6-4-27-13-3-2-5-1-31-22-32
;;4;24,6888;0,017389;250;277;0-22-26-13-3-2-19-27-4-6-21-23-32
;;5;24,0301;0,021128;250;277;0-23-21-6-4-13-27-19-2-3-26-22-32
;;6;24,3054;0,315186;250;277;0-23-21-6-4-27-13-3-19-2-26-22-32
;;7;24,4584;0,024435;260;230;0-23-21-6-4-13-3-19-12-2-22-32

Run;3
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;24,8643;0,044626;190;378;0-23-22-26-13-27-3-2-5-1-7-25-31-32
;;2;24,7234;0,022235;200;348;0-23-24-21-6-4-27-3-13-26-22-31-32
;;3;24,2554;0,022238;240;336;0-23-21-6-4-27-13-3-2-5-1-31-22-32
;;4;24,0301;0,044613;250;277;0-23-21-6-4-13-27-19-2-3-26-22-32
;;5;24,3054;0,066755;250;277;0-23-21-6-4-27-13-3-19-2-26-22-32
;;6;24,6888;2,16262;250;277;0-22-26-13-3-2-19-27-4-6-21-23-32
;;7;24,4584;0,044621;260;230;0-23-21-6-4-13-3-19-12-2-22-32

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;24,8643;0,000432;190;378;0-23-22-26-13-27-3-2-5-1-7-25-31-32
;;2;24,7234;0,000986;200;348;0-23-24-21-6-4-27-3-13-26-22-31-32
;;3;24,2554;0,000569;240;336;0-23-21-6-4-27-13-3-2-5-1-31-22-32
;;4;24,6888;0,351677;250;277;0-22-26-13-3-2-19-27-4-6-21-23-32
;;5;24,0301;1,46032;250;277;0-23-21-6-4-13-27-19-2-3-26-22-32
;;6;24,3054;1,46191;250;277;0-23-21-6-4-27-13-3-19-2-26-22-32
;;7;24,4584;0,003511;260;230;0-23-21-6-4-13-3-19-12-2-22-32

Run;4
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;24,8643;0,109565;190;378;0-23-22-26-13-27-3-2-5-1-7-25-31-32
;;2;24,7234;0,022174;200;348;0-23-24-21-6-4-27-3-13-26-22-31-32
;;3;24,2554;0,022162;240;336;0-23-21-6-4-27-13-3-2-5-1-31-22-32
;;4;24,0301;0,022164;250;277;0-23-21-6-4-13-27-19-2-3-26-22-32
;;5;24,6888;0,175019;250;277;0-22-26-13-3-2-19-27-4-6-21-23-32
;;6;24,3054;0,48094;250;277;0-23-21-6-4-27-13-3-19-2-26-22-32
;;7;24,4584;0,022167;260;230;0-23-21-6-4-13-3-19-12-2-22-32

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;24,8643;0,006218;190;378;0-23-22-26-13-27-3-2-5-1-7-25-31-32
;;2;24,7234;0,001705;200;348;0-23-24-21-6-4-27-3-13-26-22-31-32
;;3;24,2554;0,001285;240;336;0-23-21-6-4-27-13-3-2-5-1-31-22-32
;;4;24,3054;0,001187;250;277;0-23-21-6-4-27-13-3-19-2-26-22-32
;;5;24,6888;0,002004;250;277;0-22-26-13-3-2-19-27-4-6-21-23-32
;;6;23,6067;0,481288;250;277;0-23-21-6-4-27-19-2-3-13-26-22-32
;;7;24,0301;0,481325;250;277;0-23-21-6-4-13-27-19-2-3-26-22-32
;;8;24,4584;0,482854;260;230;0-23-21-6-4-13-3-19-12-2-22-32

Run;5
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;24,8643;0,044187;190;378;0-23-22-26-13-27-3-2-5-1-7-25-31-32
;;2;24,7234;0,022691;200;348;0-23-24-21-6-4-27-3-13-26-22-31-32
;;3;24,2554;0,022688;240;336;0-23-21-6-4-27-13-3-2-5-1-31-22-32
;;4;24,0301;0,044177;250;277;0-23-21-6-4-13-27-19-2-3-26-22-32
;;5;24,6888;0,044182;250;277;0-22-26-13-3-2-19-27-4-6-21-23-32
;;6;24,3054;0,334315;250;277;0-23-21-6-4-27-13-3-19-2-26-22-32
;;7;23,6067;0,399342;250;277;0-23-21-6-4-27-19-2-3-13-26-22-32
;;8;24,4584;0,022682;260;230;0-23-21-6-4-13-3-19-12-2-22-32

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;24,8643;0,048187;190;378;0-23-22-26-13-27-3-2-5-1-7-25-31-32
;;2;24,7234;0,001626;200;348;0-23-24-21-6-4-27-3-13-26-22-31-32
;;3;24,2554;0,000908;240;336;0-23-21-6-4-27-13-3-2-5-1-31-22-32
;;4;24,3054;0,001705;250;277;0-23-21-6-4-27-13-3-19-2-26-22-32
;;5;24,0301;0,005222;250;277;0-23-21-6-4-13-27-19-2-3-26-22-32
;;6;24,6888;0,013737;250;277;0-22-26-13-3-2-19-27-4-6-21-23-32
;;7;23,6067;2,1496;250;277;0-23-21-6-4-27-19-2-3-13-26-22-32
;;8;24,4584;0,00139;260;230;0-23-21-6-4-13-3-19-12-2-22-32

Run;6
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;24,8643;0,04401;190;378;0-23-22-26-13-27-3-2-5-1-7-25-31-32
;;2;24,7234;0,021821;200;348;0-23-24-21-6-4-27-3-13-26-22-31-32
;;3;24,2554;0,021816;240;336;0-23-21-6-4-27-13-3-2-5-1-31-22-32
;;4;24,0301;0,021817;250;277;0-23-21-6-4-13-27-19-2-3-26-22-32
;;5;24,3054;0,220055;250;277;0-23-21-6-4-27-13-3-19-2-26-22-32
;;6;24,4584;0,065621;260;230;0-23-21-6-4-13-3-19-12-2-22-32

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;24,8643;0,013326;190;378;0-23-22-26-13-27-3-2-5-1-7-25-31-32
;;2;24,7234;0,000378;200;348;0-23-24-21-6-4-27-3-13-26-22-31-32
;;3;24,2554;0,001106;240;336;0-23-21-6-4-27-13-3-2-5-1-31-22-32
;;4;24,3054;0,000928;250;277;0-23-21-6-4-27-13-3-19-2-26-22-32
;;5;24,6888;0,033815;250;277;0-22-26-13-3-2-19-27-4-6-21-23-32
;;6;24,0301;0,680639;250;277;0-23-21-6-4-13-27-19-2-3-26-22-32
;;7;24,4584;0,002399;260;230;0-23-21-6-4-13-3-19-12-2-22-32

Run;7
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;24,8643;0,022291;190;378;0-23-22-26-13-27-3-2-5-1-7-25-31-32
;;2;24,7234;0,022292;200;348;0-23-24-21-6-4-27-3-13-26-22-31-32
;;3;24,2554;0,022285;240;336;0-23-21-6-4-27-13-3-2-5-1-31-22-32
;;4;24,0301;0,066152;250;277;0-23-21-6-4-13-27-19-2-3-26-22-32
;;5;24,3054;0,616976;250;277;0-23-21-6-4-27-13-3-19-2-26-22-32
;;6;24,4584;0,022288;260;230;0-23-21-6-4-13-3-19-12-2-22-32

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;24,8643;0,013321;190;378;0-23-22-26-13-27-3-2-5-1-7-25-31-32
;;2;24,7234;0,000593;200;348;0-23-24-21-6-4-27-3-13-26-22-31-32
;;3;24,2554;0,0008;240;336;0-23-21-6-4-27-13-3-2-5-1-31-22-32
;;4;24,3054;0,000708;250;277;0-23-21-6-4-27-13-3-19-2-26-22-32
;;5;24,6888;0,001167;250;277;0-22-26-13-3-2-19-27-4-6-21-23-32
;;6;24,0301;0,711245;250;277;0-23-21-6-4-13-27-19-2-3-26-22-32
;;7;24,4584;0,000328;260;230;0-23-21-6-4-13-3-19-12-2-22-32

Run;8
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
