Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p66_t070.txt;70;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;16,2705;16,2707;42;64;15;10;37;60;
2;16,3589;16,3592;44;59;23;8;43;58;
3;16,3837;16,385;45;62;22;10;43;56;
4;16,369;16,3701;47;76;22;12;45;73;
5;16,4638;16,464;42;49;9;10;42;39;
6;16,5749;16,5761;47;56;15;7;47;53;
7;16,6351;16,6358;46;59;20;5;44;56;
8;16,593;16,5938;43;54;31;8;44;54;
9;16,6612;16,6621;45;72;11;7;42;64;
10;16,594;16,5953;42;54;14;8;43;50;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;69,8929;3,25166;670;741;0-36-43-44-45-46-47-55-54-53-52-51-50-42-34-26-35-27-19-18-10-11-12-20-28-29-21-13-14-15-23-31-39-38-37-65
;;2;69,8929;12,1846;680;729;0-36-44-43-35-27-28-20-21-29-30-31-23-15-14-13-5-12-11-10-18-26-34-42-50-51-52-53-54-45-46-47-39-38-37-65
;;3;69,8929;6,18637;690;727;0-36-28-29-21-20-19-27-35-43-51-58-50-42-34-26-18-10-11-12-13-14-15-23-31-39-47-55-46-54-53-52-44-45-37-65
;;4;69,8929;9,25761;700;719;0-36-35-27-20-28-29-21-22-23-15-14-13-5-12-4-3-11-10-18-26-34-42-43-44-52-53-54-55-47-39-38-46-45-37-65
;;5;69,8929;5,69945;760;677;0-28-27-19-11-3-2-10-18-26-34-42-43-35-36-44-45-53-61-54-46-38-39-31-32-24-23-15-14-6-5-12-20-21-29-65
;;6;69,0645;16,1098;770;668;0-36-28-27-35-43-51-52-44-45-46-38-39-40-48-47-56-55-54-53-61-60-59-58-50-42-34-26-18-10-11-12-20-21-29-65
;;7;69,8929;16,2705;780;665;0-28-36-37-46-38-39-40-48-47-55-54-53-61-60-59-58-50-49-41-33-34-42-43-44-35-27-26-18-10-11-12-20-21-29-65
;;8;69,8929;4,22906;790;645;0-36-29-28-20-21-13-12-11-10-18-17-25-33-34-35-44-43-42-41-49-57-58-59-60-61-53-54-55-47-39-38-46-45-37-65
;;9;69,8929;3,4131;800;644;0-28-36-35-27-26-18-17-25-34-33-41-42-43-44-45-53-54-46-38-39-40-32-24-23-14-15-7-6-5-13-12-20-21-29-65
;;10;69,8929;4,22905;810;632;0-28-36-35-27-26-34-42-43-44-45-46-47-55-54-53-52-61-62-63-64-56-48-39-31-23-15-7-6-5-4-12-20-21-29-65
;;11;69,8929;2,60196;820;629;0-28-20-12-4-3-2-10-18-26-34-35-43-42-50-58-59-60-61-62-54-53-44-36-37-38-39-40-32-24-23-15-14-21-29-65
;;12;69,8929;15,1332;840;597;0-36-28-29-21-20-12-13-5-4-3-2-10-18-17-25-33-34-35-44-43-42-41-49-57-58-59-60-61-53-54-46-39-38-37-65
;;13;69,8929;0,164383;850;589;0-28-20-12-11-10-18-17-25-33-41-34-35-36-44-43-42-50-58-59-60-61-62-54-46-55-63-64-56-48-40-39-38-37-29-65
;;14;69,0645;5,53608;860;586;0-36-44-45-53-54-62-61-60-59-58-57-49-41-33-34-35-27-28-19-18-10-11-3-4-5-6-7-15-14-13-12-20-21-29-65
;;15;69,8929;6,02374;870;580;0-28-36-35-27-26-34-42-43-44-52-53-54-62-63-64-56-48-39-40-32-24-16-8-7-15-23-14-6-5-4-12-20-21-29-65
;;16;69,8929;7,81201;880;565;0-28-27-35-34-42-41-49-57-58-59-60-61-62-54-53-44-36-37-38-39-40-32-24-16-8-15-7-6-5-4-12-20-21-29-65
;;17;69,8929;10,8871;890;564;0-28-27-35-36-44-43-42-34-33-41-49-50-58-59-60-61-62-54-46-39-40-32-24-16-8-7-15-6-5-4-12-20-21-29-65
;;18;69,8929;13,1652;930;520;0-28-36-44-43-35-27-26-25-33-41-49-57-58-59-60-61-62-54-55-48-40-39-32-24-16-8-7-6-5-4-12-20-21-29-65
;;19;69,8929;6,18635;970;480;0-28-36-35-34-26-18-17-25-33-41-49-57-58-59-60-61-62-54-55-48-39-40-32-24-16-8-7-6-5-4-12-20-21-29-65
;;20;69,8929;9,41659;980;462;0-28-36-35-34-26-18-10-9-17-25-33-41-49-58-59-60-61-62-63-64-56-48-40-32-24-15-7-6-5-4-12-20-21-29-65
;;21;69,8929;1,94954;990;453;0-28-36-44-43-42-34-33-41-49-57-58-59-60-61-62-54-55-63-64-56-48-40-32-24-16-8-7-6-5-4-3-12-20-29-65
;;22;69,0645;3,25163;1020;408;0-36-44-43-42-34-26-18-17-25-33-41-49-57-58-59-60-61-62-63-64-56-48-40-32-24-16-8-7-6-5-4-12-20-29-65
;;23;69,0645;2,11294;1030;396;0-36-28-20-12-4-3-2-1-9-17-25-33-41-49-57-58-59-60-61-62-63-64-56-48-40-32-24-16-8-7-15-14-21-29-65
;;24;69,8929;6,51407;1050;369;0-28-20-12-4-3-2-10-18-17-25-33-41-49-57-58-59-60-61-62-63-64-56-48-40-32-24-16-8-7-6-5-14-21-29-65
;;25;69,8929;16,3104;720;707;0-36-35-27-20-28-29-21-22-23-15-6-5-4-12-11-10-18-26-34-42-43-44-52-53-54-55-56-48-47-39-38-46-45-37-65
;;26;69,8929;16,3258;750;685;0-28-36-35-27-19-20-12-11-10-18-26-34-42-43-51-60-52-44-45-53-61-62-54-46-38-39-40-32-24-23-15-14-21-29-65
;;27;69,8929;16,3263;730;694;0-28-36-35-27-19-20-12-11-10-18-26-34-42-50-51-52-44-37-45-53-61-62-54-46-38-39-40-32-24-23-15-14-21-29-65
;;28;69,8929;16,3738;830;610;0-28-27-26-34-42-43-35-36-44-52-60-61-62-63-64-56-55-54-45-46-39-31-32-24-23-15-7-6-5-4-12-20-21-29-65
;;29;69,8929;16,5351;900;558;0-28-36-35-34-33-41-49-57-58-59-51-43-44-53-61-62-63-54-55-47-39-40-32-24-23-15-7-6-5-4-12-20-21-29-65
;;30;69,8929;16,5386;950;505;0-28-36-44-43-42-34-26-25-33-41-49-57-58-59-60-61-62-54-55-48-40-39-32-24-16-8-7-6-5-4-12-20-21-29-65
;;31;69,8929;16,5561;960;495;0-28-36-35-34-26-18-17-25-33-41-49-57-58-59-60-61-62-54-55-56-48-39-40-32-24-15-7-6-5-4-12-20-21-29-65
;;32;69,0645;16,6303;1000;440;0-36-44-35-34-26-18-17-25-33-41-49-57-58-59-60-61-62-63-64-56-48-40-32-24-16-8-7-6-5-4-12-20-28-29-65
;;33;69,0645;16,6313;1010;424;0-36-35-34-26-18-17-25-33-41-49-57-58-59-60-61-62-63-64-56-48-39-40-32-24-16-8-7-6-5-4-12-20-28-29-65
;;34;69,8929;16,64;1040;381;0-28-20-12-11-3-2-10-18-17-25-33-41-49-57-58-59-60-61-62-63-64-56-48-40-32-24-16-8-7-6-5-14-21-29-65
;;35;69,8929;16,6415;1060;352;0-28-20-12-4-3-2-10-9-17-25-33-41-49-57-58-59-60-61-62-63-64-56-48-40-32-24-16-8-7-6-5-14-21-29-65
;;36;69,8929;16,6463;1070;339;0-28-20-12-4-3-2-1-9-17-25-33-41-49-57-58-59-60-61-62-63-64-56-48-40-32-24-16-8-7-6-5-14-21-29-65
;;37;69,8929;16,7037;920;539;0-28-36-44-43-42-34-26-33-41-49-57-58-59-60-61-62-63-55-54-47-39-40-32-24-23-15-7-6-5-4-12-20-21-29-65

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;69,8929;1,39735;660;746;0-28-36-37-45-44-43-35-27-19-20-12-11-10-18-26-34-42-50-51-52-53-54-55-47-46-38-39-31-23-15-14-21-30-29-65
;;2;69,8929;1,39705;670;740;0-28-36-37-45-44-43-35-27-20-12-11-10-18-26-34-42-50-51-52-53-54-55-47-46-38-39-31-23-15-14-13-21-30-29-65
;;3;69,8929;1,41467;690;732;0-28-37-36-35-27-19-20-12-11-10-18-26-34-42-43-51-52-44-45-53-61-62-54-55-47-46-38-39-31-23-15-14-21-29-65
;;4;69,8929;1,48558;700;726;0-28-37-36-35-27-20-12-11-10-18-26-34-42-43-51-52-44-45-53-61-62-54-55-47-46-38-39-31-23-15-14-13-21-29-65
;;5;69,8929;0,771881;730;707;0-28-27-20-12-11-10-18-26-34-35-43-42-50-51-59-60-61-53-54-46-45-44-36-37-38-39-31-23-15-7-6-14-21-29-65
;;6;69,8929;1,65246;730;707;0-28-36-35-27-20-12-11-10-18-26-34-42-43-51-60-52-44-45-53-61-62-54-55-47-46-38-39-31-23-15-14-13-21-29-65
;;7;69,8929;3,56969;740;699;0-28-36-35-27-19-20-12-11-10-18-26-34-42-50-58-59-60-61-53-52-43-44-45-46-54-55-47-39-31-23-15-14-21-29-65
;;8;69,8929;3,48342;750;696;0-28-27-20-12-11-10-18-26-34-42-50-58-59-60-61-53-52-51-43-35-36-44-45-46-54-55-47-39-31-23-15-14-21-29-65
;;9;69,8929;14,1316;760;686;0-36-28-27-20-12-11-10-18-26-34-35-43-44-45-46-54-53-61-62-63-55-47-39-31-32-24-23-15-7-6-14-21-29-37-65
;;10;69,8929;14,4237;760;686;0-36-28-20-12-11-10-18-26-34-27-35-43-44-45-46-54-53-61-62-63-55-47-39-31-32-24-23-15-7-6-14-21-29-37-65
;;11;69,8929;14,4531;760;686;0-36-28-20-12-11-10-18-26-27-34-35-43-44-45-46-54-53-61-62-63-55-47-39-31-32-24-23-15-7-6-14-21-29-37-65
;;12;69,8929;14,5424;760;686;0-36-28-20-12-11-10-18-26-27-35-34-43-44-45-46-54-53-61-62-63-55-47-39-31-32-24-23-15-7-6-14-21-29-37-65
;;13;69,8929;14,6013;760;686;0-36-28-20-12-11-10-18-27-35-34-42-43-44-45-46-54-53-61-62-63-55-47-39-31-32-24-23-15-7-6-14-21-29-37-65
;;14;69,8929;3,46079;770;679;0-28-20-12-11-10-18-26-34-42-50-58-59-60-61-53-52-51-43-35-36-44-45-46-54-55-47-48-39-31-23-15-14-21-29-65
;;15;69,8929;3,51136;770;679;0-28-20-12-11-10-18-26-34-42-50-58-59-60-61-62-53-52-51-43-35-36-44-45-46-54-55-47-39-31-23-15-14-21-29-65
;;16;69,0645;14,6618;780;674;0-36-28-20-12-11-10-18-26-27-35-34-42-43-44-45-46-54-53-61-62-63-55-47-39-31-32-24-23-15-7-6-14-21-29-65
;;17;69,8929;13,3197;800;652;0-28-20-12-11-10-18-26-27-35-43-36-44-45-46-54-53-61-62-63-55-56-48-47-39-31-32-24-23-15-7-6-14-21-29-65
;;18;69,8929;13,3843;800;652;0-28-20-12-11-10-18-26-27-35-36-43-44-45-46-54-53-61-62-63-55-56-48-47-39-31-32-24-23-15-7-6-14-21-29-65
;;19;69,8929;13,3881;800;652;0-28-20-12-11-10-18-26-27-36-35-43-44-45-46-54-53-61-62-63-55-56-48-47-39-31-32-24-23-15-7-6-14-21-29-65
;;20;69,8929;15,4628;800;652;0-28-36-35-27-20-12-11-10-18-26-34-42-43-44-45-46-54-53-61-62-63-64-56-48-40-39-31-23-15-7-6-14-21-29-65
;;21;69,8929;15,1161;810;644;0-28-36-35-27-20-12-11-10-18-26-34-42-43-44-45-46-54-53-61-62-63-55-56-48-40-32-24-23-15-7-6-14-21-29-65
;;22;69,8929;2,71485;820;635;0-28-27-20-12-11-10-18-17-25-33-41-49-57-58-50-42-34-35-36-44-45-53-54-55-56-48-47-39-31-23-15-14-21-29-65
;;23;69,8929;13,3189;820;635;0-28-20-12-11-10-18-26-27-35-36-44-45-46-54-53-61-62-63-55-56-48-47-39-31-32-24-23-15-7-6-5-14-21-29-65
;;24;69,8929;2,06024;830;627;0-28-20-12-5-4-3-11-10-18-17-25-33-34-35-36-44-43-42-50-58-59-60-52-53-54-55-47-39-31-23-15-14-21-29-65
;;25;69,8929;2,54616;840;618;0-28-20-12-11-10-18-26-25-33-41-49-57-58-50-42-43-35-36-44-53-61-62-54-55-56-48-47-39-31-23-15-14-21-29-65
;;26;69,8929;2,58049;840;618;0-28-20-12-11-10-18-17-25-33-41-49-57-58-50-42-34-35-36-44-45-53-61-54-55-56-48-47-39-31-23-15-14-21-29-65
;;27;69,8929;10,2843;840;618;0-28-36-35-27-26-18-17-25-33-34-42-43-44-45-53-54-62-63-55-56-48-47-39-32-24-23-15-7-6-5-12-20-21-29-65
;;28;69,8929;2,06286;850;612;0-28-20-12-5-4-3-11-10-18-17-25-33-34-35-36-44-43-42-50-58-59-60-61-62-54-55-47-39-31-23-15-14-21-29-65
;;29;69,8929;2,55075;860;605;0-28-20-12-11-10-18-17-25-33-41-49-57-58-50-42-34-35-36-44-53-61-62-54-55-56-48-47-39-31-23-15-14-21-29-65
;;30;69,8929;8,88336;870;596;0-28-27-35-36-44-43-42-34-33-41-49-50-58-59-60-61-53-54-55-56-48-47-39-32-23-15-7-6-5-4-12-20-21-29-65
;;31;69,8929;9,93109;870;596;0-28-27-35-36-44-43-42-34-33-41-49-50-58-59-60-61-53-54-55-56-48-47-39-32-24-23-15-7-6-5-12-20-21-29-65
;;32;69,8929;10,1452;870;596;0-28-36-44-43-35-27-26-34-33-41-49-50-58-59-60-61-53-54-55-56-48-47-39-32-24-23-15-7-6-5-12-20-21-29-65
;;33;69,8929;8,88453;880;585;0-28-27-35-36-44-43-42-34-33-41-49-50-58-59-60-61-53-54-55-56-48-40-39-32-23-15-7-6-5-4-12-20-21-29-65
;;34;69,8929;9,74945;880;585;0-28-27-35-36-44-43-34-33-41-49-50-58-59-60-61-53-54-55-56-48-47-39-40-32-24-23-15-7-6-5-12-20-21-29-65
;;35;69,8929;9,83951;880;585;0-28-27-35-36-44-43-42-34-33-41-49-58-59-60-61-53-54-55-56-48-47-39-40-32-24-23-15-7-6-5-12-20-21-29-65
;;36;69,8929;9,93045;880;585;0-28-27-35-36-44-43-42-34-33-41-49-57-58-59-60-61-53-54-55-56-48-47-39-32-24-23-15-7-6-5-12-20-21-29-65
;;37;69,8929;10,1464;890;576;0-28-36-44-43-35-34-26-25-33-41-49-50-58-59-60-61-53-54-55-56-48-47-39-32-24-23-15-7-6-5-12-20-21-29-65
;;38;69,8929;10,1731;900;566;0-28-36-44-43-42-34-26-25-33-41-49-50-58-59-60-61-53-54-55-56-48-47-39-32-24-23-15-7-6-5-12-20-21-29-65
;;39;69,8929;9,19967;920;544;0-28-36-44-43-42-34-26-25-33-41-49-50-58-59-60-61-62-54-55-56-48-40-39-32-23-15-7-6-5-4-12-20-21-29-65
;;40;69,8929;7,38188;930;530;0-28-36-44-43-42-34-33-41-49-50-58-59-60-61-53-54-55-56-48-47-39-40-32-24-16-8-7-15-14-6-5-12-20-29-65
;;41;69,8929;4,36614;950;505;0-28-36-44-43-42-34-26-25-33-41-49-57-58-59-60-61-62-54-55-64-56-48-40-32-24-15-7-6-5-4-12-20-21-29-65
;;42;69,0645;6,67648;950;505;0-36-44-43-42-34-33-41-49-50-58-59-60-61-53-54-62-63-55-56-48-40-32-24-16-8-7-15-14-6-5-12-20-28-29-65
;;43;69,8929;6,91587;950;505;0-28-36-44-43-42-34-33-41-49-50-58-59-60-61-53-54-62-63-55-56-48-40-32-24-16-8-7-15-14-6-5-12-20-29-65
;;44;69,0645;6,43619;960;492;0-36-44-43-42-34-33-41-49-50-58-59-60-61-53-54-62-63-55-56-48-40-32-24-16-8-7-15-6-5-4-12-20-28-29-65
;;45;69,0645;4,84101;990;455;0-36-28-20-12-11-3-2-10-18-17-25-33-41-49-57-58-59-60-61-62-54-55-56-48-40-32-24-16-8-7-6-14-21-29-65
;;46;69,0645;4,8416;1000;443;0-36-28-20-12-4-3-2-10-18-17-25-33-41-49-57-58-59-60-61-62-54-55-56-48-40-32-24-16-8-7-6-14-21-29-65
;;47;69,0645;4,93009;1020;413;0-36-28-20-12-4-3-2-1-9-17-25-33-41-49-57-58-59-60-61-62-54-55-56-48-40-32-24-16-8-7-6-14-21-29-65
;;48;69,0645;3,81343;1030;398;0-36-28-20-12-4-3-2-1-9-17-25-33-41-49-57-58-59-60-61-62-63-64-56-48-40-32-24-16-15-7-6-14-21-29-65
;;49;69,8929;5,00573;1040;380;0-28-20-12-5-4-3-2-1-9-17-25-33-41-49-57-58-59-60-61-53-54-55-56-48-40-32-24-16-8-7-6-14-21-29-65
;;50;69,8929;4,97044;1050;369;0-28-20-12-5-4-3-2-1-9-17-25-33-41-49-57-58-59-60-61-62-54-55-56-48-40-32-24-16-8-7-6-14-21-29-65
;;51;69,8929;16,3164;720;715;0-28-27-20-12-11-10-18-26-34-35-43-42-50-58-59-60-61-53-54-55-46-45-44-36-37-38-39-31-23-15-14-13-21-29-65
;;52;69,8929;16,3198;710;720;0-28-27-20-12-11-10-18-26-34-35-43-42-50-51-59-60-61-53-54-55-46-45-44-36-37-38-39-31-23-15-14-13-21-29-65
;;53;69,0645;16,3737;790;668;0-36-28-20-12-11-10-18-26-27-35-34-42-43-44-45-46-54-53-61-62-63-55-47-39-40-32-24-23-15-7-6-14-21-29-65
;;54;69,8929;16,5613;910;556;0-28-36-44-43-42-34-26-25-33-41-49-50-58-59-60-61-53-54-55-56-48-39-32-24-23-15-7-6-5-4-12-20-21-29-65
;;55;69,8929;16,661;940;516;0-28-36-44-43-35-34-26-25-33-41-49-58-59-60-61-62-54-55-64-56-48-40-32-24-16-15-7-6-5-4-12-20-21-29-65
;;56;69,0645;16,6917;980;467;0-36-28-20-12-4-3-2-10-18-17-25-33-41-49-57-58-59-60-61-62-54-55-47-39-40-32-24-16-8-7-6-14-21-29-65
;;57;69,0645;16,6922;970;479;0-36-28-20-12-11-3-2-10-18-17-25-33-41-49-57-58-59-60-61-62-54-55-47-39-40-32-24-16-8-7-6-14-21-29-65
;;58;69,0645;16,709;1010;426;0-36-28-20-12-4-3-2-10-9-17-25-33-41-49-57-58-59-60-61-62-54-55-56-48-40-32-24-16-8-7-6-14-21-29-65
;;59;69,8929;16,7225;1060;352;0-28-20-12-4-3-2-1-9-17-25-33-41-49-57-58-59-60-61-62-63-64-56-48-40-32-24-16-8-7-6-15-14-21-29-65
;;60;69,8929;16,737;1070;339;0-28-20-12-4-3-2-1-9-17-25-33-41-49-57-58-59-60-61-62-63-64-56-48-40-32-24-16-8-7-6-5-14-21-29-65

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;69,8929;10,7821;650;745;0-36-28-29-30-22-23-15-14-13-21-20-12-11-10-18-19-27-35-26-34-42-43-44-51-52-53-54-55-47-39-38-46-45-37-65
;;2;69,8929;2,76709;670;741;0-36-29-21-20-19-28-27-35-43-44-45-46-47-55-54-53-52-51-50-42-34-26-18-10-11-12-13-14-15-23-31-39-38-37-65
;;3;69,8929;5,71327;680;737;0-36-44-43-35-27-20-28-29-21-22-23-15-14-13-5-12-11-10-18-26-34-42-50-51-52-53-54-55-47-39-38-46-45-37-65
;;4;69,0645;3,75163;740;691;0-36-28-27-35-43-51-52-44-45-37-38-39-47-48-56-55-46-54-53-61-60-59-58-50-42-34-26-18-10-11-12-20-21-29-65
;;5;69,0645;11,1108;750;680;0-36-28-27-35-43-51-52-44-45-37-38-39-40-48-56-55-46-54-53-61-60-59-58-50-42-34-26-18-10-11-12-20-21-29-65
;;6;69,8929;2,76709;760;675;0-28-36-44-43-42-51-52-45-37-38-39-47-55-54-53-61-60-59-58-50-49-41-33-34-35-27-26-18-10-11-12-20-21-29-65
;;7;69,8929;3,75163;760;675;0-28-36-44-51-52-45-37-38-39-47-55-54-53-61-60-59-58-50-49-41-33-34-42-43-35-27-26-18-10-11-12-20-21-29-65
;;8;69,8929;3,58587;770;671;0-28-36-44-43-35-27-19-11-3-2-10-18-26-34-42-50-51-52-53-54-46-47-39-32-24-23-15-14-6-5-12-20-21-29-65
;;9;69,8929;11,4381;780;660;0-28-27-18-26-34-42-43-44-36-37-45-53-52-60-61-62-54-46-38-39-40-32-24-23-15-14-6-5-4-12-11-20-21-29-65
