Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p66_t020.txt;20;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;3,75793;3,75794;19;15;1;1;18;14;
2;3,75105;3,75117;18;18;1;0;16;18;
3;3,74497;3,74502;19;16;2;0;16;16;
4;3,74141;3,74145;17;18;3;0;16;18;
5;3,77424;3,77432;15;17;2;0;14;17;
6;3,75775;3,7578;16;17;1;1;16;16;
7;3,77946;3,7795;16;20;0;0;16;20;
8;3,78517;3,78522;18;14;1;1;16;13;
9;3,78171;3,78172;21;16;2;0;16;16;
10;3,75084;3,75089;17;15;2;0;16;15;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;19,7492;0,037776;95;318;0-28-20-21-29-37-44-43-35-36-65
;;2;19,8929;0,192732;95;318;0-28-36-44-35-27-20-21-29-37-65
;;3;19,7492;1,90324;95;318;0-36-35-43-44-37-29-21-20-28-65
;;4;19,7492;0,339367;105;316;0-36-44-43-35-27-20-21-29-28-65
;;5;18,2361;0,487321;105;316;0-36-44-43-35-27-28-20-21-29-65
;;6;19,8929;0,265832;115;311;0-36-44-43-34-27-28-20-21-29-65
;;7;19,8929;0,229709;135;279;0-36-44-35-34-26-27-20-21-29-65
;;8;19,8929;0,265827;135;279;0-36-35-27-18-11-12-20-28-29-65
;;9;19,8929;1,31826;145;273;0-36-28-27-18-10-11-12-20-29-65
;;10;19,8929;0,037757;155;258;0-36-28-20-12-13-6-14-21-29-65
;;11;19,8929;0,118063;155;258;0-36-28-20-12-13-5-14-21-29-65
;;12;19,8929;2,71828;165;256;0-36-28-20-12-5-6-14-21-29-65
;;13;19,7492;0,118054;175;227;0-36-44-43-42-41-33-34-35-28-65
;;14;19,7492;0,524828;175;227;0-36-44-43-42-41-33-34-27-28-65
;;15;19,7492;3,2412;175;227;0-28-27-34-33-41-42-43-44-36-65
;;16;19,0645;0,859341;185;214;0-28-20-12-13-5-6-14-21-29-65
;;17;19,0645;1,31827;195;209;0-28-20-12-4-5-6-14-21-29-65
;;18;19,8929;3,75879;125;295;0-36-44-43-34-26-27-28-20-29-65

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;19,7492;0,891193;95;318;0-28-20-21-29-37-44-43-35-36-65
;;2;18,2361;0,661926;105;316;0-36-44-43-35-27-28-20-21-29-65
;;3;19,0645;0,661994;105;316;0-28-36-44-43-35-27-20-21-29-65
;;4;19,8929;0,675066;115;311;0-36-44-43-34-27-28-20-21-29-65
;;5;19,8929;0,655256;125;295;0-36-44-43-42-34-27-20-28-29-65
;;6;19,8929;0,675649;125;295;0-36-44-43-42-34-27-28-20-29-65
;;7;19,8929;0,013162;145;273;0-36-28-27-18-10-11-12-20-29-65
;;8;19,8929;0,166992;155;258;0-36-28-20-12-13-6-14-21-29-65
;;9;19,8929;0,171054;155;258;0-36-28-20-12-13-5-14-21-29-65
