Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p66_t055.txt;55;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;11,8484;11,8485;30;33;1;3;30;33;
2;11,9283;11,9287;28;37;5;8;29;37;
3;11,9872;11,9878;33;31;1;2;32;30;
4;11,8979;11,8983;28;39;1;2;28;38;
5;11,9266;11,9268;25;34;0;3;25;32;
6;12,032;12,032;31;33;2;0;31;33;
7;12,098;12,0982;29;32;1;2;29;32;
8;12,0951;12,0952;29;42;5;2;29;39;
9;12,145;12,1452;28;33;0;2;28;33;
10;12,0568;12,057;30;36;1;3;30;36;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;54,2361;0,473148;505;636;0-36-28-27-35-43-44-45-37-38-39-47-46-54-53-52-51-50-42-34-26-18-10-11-12-20-21-29-65
;;2;54,2361;1,30305;515;631;0-36-28-27-35-43-44-45-37-38-39-47-55-54-53-52-51-50-42-34-26-18-10-11-12-20-21-29-65
;;3;54,2361;5,45467;525;615;0-36-28-27-35-43-44-45-37-38-46-54-53-61-60-52-51-50-42-34-26-18-10-11-12-20-21-29-65
;;4;54,2361;4,38994;545;601;0-36-37-45-46-38-39-47-55-54-53-52-44-43-35-34-33-25-17-18-10-11-12-13-21-20-28-29-65
;;5;54,2361;11,4967;555;587;0-36-28-27-19-20-12-11-10-18-26-34-42-43-44-45-46-38-39-40-32-24-23-15-14-13-21-29-65
;;6;54,2361;1,89918;565;583;0-36-37-38-39-47-48-56-55-54-46-45-44-43-35-34-33-25-17-18-10-11-12-13-21-20-28-29-65
;;7;54,2361;10,666;575;571;0-36-44-45-37-38-39-40-32-24-23-15-14-13-21-20-12-11-10-18-17-25-26-34-35-27-28-29-65
;;8;54,2361;5,80724;585;561;0-28-36-44-45-53-52-60-59-58-50-49-41-33-34-42-43-35-27-26-18-10-11-12-20-21-29-37-65
;;9;54,2361;3,4421;605;548;0-28-36-44-52-53-61-60-59-58-50-49-41-33-34-42-43-35-27-26-18-10-11-12-20-21-29-37-65
;;10;54,2361;6,99134;615;533;0-28-27-35-36-44-43-42-34-26-18-10-9-1-2-3-4-5-6-7-15-14-13-12-20-21-29-37-65
;;11;54,2361;0,949237;625;527;0-28-27-35-36-44-43-42-34-33-25-17-18-10-2-3-4-5-6-7-15-14-13-12-20-21-29-37-65
;;12;54,2361;3,20684;635;513;0-36-44-43-35-27-28-20-12-11-19-18-10-2-3-4-5-6-7-8-16-24-23-15-14-13-21-29-65
;;13;54,2361;4,38993;645;499;0-36-44-43-35-27-28-20-12-4-5-6-7-8-16-24-32-40-48-47-39-31-23-15-14-22-21-29-65
;;14;54,2361;6,63544;645;499;0-36-44-43-35-34-42-41-33-25-17-9-1-2-10-18-19-27-28-20-12-4-5-6-14-13-21-29-65
;;15;54,2361;6,99134;665;492;0-36-44-52-53-61-60-59-58-57-49-41-42-43-35-34-33-25-17-18-10-11-12-13-21-20-28-29-65
;;16;54,2361;5,3381;675;481;0-36-44-52-53-54-62-61-60-59-58-57-49-41-33-34-35-27-28-20-12-4-5-6-14-22-21-29-65
;;17;54,2361;7,93733;685;469;0-36-28-27-35-43-44-52-53-54-55-63-64-56-48-40-32-24-16-8-7-6-5-4-12-20-21-29-65
;;18;54,2361;2,60982;695;455;0-28-36-44-43-51-59-60-61-62-63-64-56-48-40-32-24-23-15-14-6-5-4-12-20-21-29-37-65
;;19;54,2361;1,53806;705;454;0-36-44-52-53-54-55-56-48-40-32-24-16-8-7-15-14-6-5-4-3-11-12-13-21-20-28-29-65
;;20;54,2361;4,62628;725;433;0-36-44-52-53-61-62-54-55-63-64-56-48-40-39-31-23-15-7-6-5-4-3-11-12-20-21-29-65
;;21;54,2361;9,47903;735;423;0-36-44-45-53-54-55-63-62-61-60-59-58-57-49-41-33-25-17-9-1-2-10-11-12-20-28-29-65
;;22;54,2361;10,3102;745;416;0-36-44-52-53-61-62-54-55-63-64-56-48-40-32-24-16-15-7-6-5-4-3-11-12-20-28-29-65
;;23;54,2361;1,06743;755;399;0-36-44-52-53-61-62-63-64-56-48-40-32-24-16-8-7-15-14-6-5-4-3-11-12-20-28-29-65
;;24;54,2361;2,13751;765;384;0-36-44-43-42-50-58-59-60-61-62-63-64-56-48-40-32-24-16-8-7-6-5-4-12-20-28-29-65
;;25;54,2361;4,86625;775;369;0-36-44-52-53-61-62-63-64-56-48-40-32-24-16-8-7-6-5-4-3-2-10-11-12-20-21-29-65
;;26;54,2361;5,69078;785;355;0-36-44-43-42-41-49-57-58-59-60-61-62-54-55-56-48-40-32-24-16-8-7-6-5-13-21-29-65
;;27;54,2361;7,5778;795;342;0-36-44-52-53-54-62-61-60-59-58-57-49-41-33-25-17-9-1-2-3-4-5-6-14-13-21-29-65
;;28;54,2361;0,708204;805;325;0-36-44-43-42-41-49-57-58-59-60-61-62-63-64-56-48-40-32-24-16-8-7-6-5-13-21-29-65
;;29;54,2361;2,85249;825;299;0-36-35-34-33-41-49-57-58-59-60-61-62-63-64-56-48-40-32-24-16-8-7-6-5-13-21-29-65
;;30;54,2361;12,0171;715;449;0-36-44-52-53-61-62-54-55-63-64-56-48-40-39-31-23-15-7-6-5-4-3-11-12-20-28-29-65

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;54,2361;5,38025;485;639;0-28-29-21-22-23-31-39-38-46-54-53-45-44-43-42-34-26-18-10-11-12-20-19-27-35-36-37-65
;;2;54,2361;5,3388;495;633;0-28-29-21-13-14-15-23-31-39-38-46-45-44-43-42-34-26-18-10-11-12-20-19-27-35-36-37-65
;;3;54,2361;11,7462;495;633;0-36-35-34-42-43-44-45-37-38-46-47-39-31-23-15-14-13-12-11-10-18-19-27-28-20-21-29-65
;;4;54,2361;11,7472;505;632;0-36-35-34-42-43-44-45-37-38-46-47-39-31-23-15-14-13-12-11-10-18-26-27-28-20-21-29-65
;;5;54,2361;5,7614;515;631;0-36-28-27-35-43-44-45-37-38-39-47-55-54-53-52-51-50-42-34-26-18-10-11-12-20-21-29-65
;;6;54,2361;5,76183;525;628;0-36-28-27-35-43-44-45-46-38-39-47-55-54-53-52-51-50-42-34-26-18-10-11-12-20-21-29-65
;;7;54,2361;5,24342;535;613;0-36-28-27-19-20-12-11-10-18-26-34-42-43-44-52-53-54-46-38-39-31-23-15-14-13-21-29-65
;;8;54,2361;11,7403;545;598;0-36-35-43-44-45-37-38-46-47-39-31-23-15-7-6-5-4-12-11-10-18-26-27-28-20-21-29-65
;;9;54,2361;1,07435;555;597;0-36-28-27-35-43-44-45-46-47-48-56-55-54-53-52-51-50-42-34-26-18-10-11-12-20-21-29-65
;;10;54,2361;11,766;565;596;0-36-35-43-44-52-53-61-62-54-46-47-39-31-23-15-14-13-12-11-10-18-26-27-28-20-21-29-65
;;11;54,2361;11,7551;575;584;0-36-44-43-51-52-53-61-62-54-46-47-39-31-23-15-14-13-12-11-10-18-26-27-28-20-21-29-65
;;12;54,2361;11,7093;585;579;0-36-44-43-51-52-53-54-46-47-39-31-23-15-14-6-5-4-12-11-10-18-26-27-28-20-21-29-65
;;13;54,2361;8,47044;595;574;0-36-28-27-26-34-35-43-44-45-53-61-62-54-55-47-39-31-23-15-14-6-5-4-12-20-21-29-65
;;14;54,2361;11,7097;595;574;0-36-44-43-51-52-53-54-55-47-39-31-23-15-14-6-5-4-12-11-10-18-26-27-28-20-21-29-65
;;15;54,2361;7,90262;605;564;0-36-28-27-26-34-42-43-44-45-53-61-62-54-55-47-39-31-23-15-14-6-5-4-12-20-21-29-65
;;16;54,2361;11,7249;615;561;0-36-44-45-53-61-62-54-55-47-39-31-23-15-14-6-5-4-12-11-10-18-26-27-28-20-21-29-65
