Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p66_t045.txt;45;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;9,29668;9,29691;32;41;11;3;32;41;
2;9,29522;9,29536;30;45;7;5;32;44;
3;9,34879;9,34906;29;49;15;2;29;49;
4;9,32877;9,32894;30;38;3;1;31;38;
5;9,38794;9,38823;28;40;5;3;27;40;
6;9,40506;9,40518;31;44;2;2;31;44;
7;9,41745;9,41749;26;47;4;3;26;47;
8;9,40522;9,40569;26;39;4;0;26;39;
9;9,4471;9,44724;25;39;0;2;25;37;
10;9,34946;9,34974;29;43;3;0;30;43;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,2361;0,561443;360;555;0-28-20-21-13-12-11-10-18-19-27-35-43-44-36-37-45-53-54-46-38-30-29-65
;;2;44,9208;1,11431;360;555;0-37-36-28-20-21-13-12-11-10-18-19-27-35-43-44-45-53-54-46-38-30-29-65
;;3;44,2361;6,11568;380;554;0-28-36-44-45-37-38-46-54-53-52-51-43-35-27-26-18-10-11-12-20-21-29-65
;;4;44,2361;6,11567;390;543;0-36-44-43-35-27-28-29-21-20-19-18-10-11-12-13-14-15-23-31-39-38-37-65
;;5;44,2361;4,73313;420;515;0-36-44-43-35-27-26-18-10-11-12-4-5-13-14-15-23-22-21-20-28-29-37-65
;;6;44,9208;7,5173;420;515;0-37-38-46-47-39-40-48-56-55-54-53-45-44-43-35-36-28-20-12-13-21-29-65
;;7;44,2361;0,369196;430;514;0-28-36-37-38-39-47-46-45-44-43-42-34-33-25-17-18-10-11-12-20-21-29-65
;;8;44,9208;2,69476;430;514;0-29-21-20-28-27-35-36-44-43-42-50-58-59-60-61-53-54-46-47-39-38-37-65
;;9;44,2361;3,06491;450;498;0-28-36-44-45-53-52-51-50-42-41-33-34-35-27-26-18-10-11-12-20-21-29-65
;;10;44,2361;0,929722;460;488;0-28-36-44-52-51-50-42-43-35-27-26-34-33-25-17-18-10-11-12-20-21-29-65
;;11;44,2361;6,48711;480;477;0-28-36-44-43-35-27-26-18-10-11-3-4-5-6-7-15-14-13-12-20-21-29-65
;;12;44,2361;4,1757;490;466;0-28-36-44-43-35-27-26-18-10-2-3-4-5-6-7-15-14-13-12-20-21-29-65
;;13;44,2361;8,1751;520;444;0-28-36-44-52-53-54-55-47-39-31-23-24-16-15-7-6-5-4-12-20-21-29-65
;;14;44,2361;1,94925;570;388;0-28-36-44-52-53-54-55-56-48-40-32-24-16-8-7-6-5-4-12-20-21-29-65
;;15;44,9208;5,00952;580;367;0-36-44-52-60-59-58-50-49-41-33-25-17-9-1-2-3-11-12-20-21-29-28-65
;;16;44,2361;6,86227;580;367;0-28-36-44-45-53-61-62-54-55-56-48-40-32-24-16-8-7-6-5-13-21-29-65
;;17;44,2361;5,65523;590;358;0-28-36-44-52-53-61-62-54-55-56-48-40-32-24-16-8-7-6-5-13-21-29-65
;;18;44,9208;4,82549;620;323;0-36-44-52-53-61-62-54-55-56-48-40-32-24-16-8-7-6-5-4-12-20-28-65
;;19;44,9208;1,39013;630;308;0-36-44-52-53-61-62-63-64-56-48-40-32-24-16-15-7-6-5-4-12-20-28-65
;;20;44,9208;0,092467;640;293;0-36-44-52-53-61-62-63-64-56-48-40-32-24-16-8-7-6-5-4-12-20-28-65
;;21;44,9878;0,561424;645;228;0-44-53-61-60-59-58-57-49-41-33-25-17-9-1-2-3-4-5-13-21-29-65
