Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p32_t073.txt;73;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;5,52405;5,52411;19;22;0;0;19;22;
2;5,50691;5,50721;21;21;0;0;21;21;
3;5,4928;5,49289;20;31;0;0;20;31;
4;5,56377;5,56394;20;28;0;0;20;28;
5;5,50605;5,50608;19;28;0;0;19;28;
6;5,50925;5,50942;19;30;0;0;19;30;
7;5,51893;5,51912;33;30;1;0;20;30;
8;5,54306;5,54323;16;29;0;0;16;29;
9;5,51271;5,51291;20;31;0;0;20;31;
10;5,52444;5,52456;18;22;0;0;18;22;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;72,7408;0,39165;240;309;0-17-27-28-16-14-13-3-4-5-6-2-1-12-8-7-9-10-11-20-21-22-25-29-30-26-19-18-31
;;2;72,5927;0,778336;240;309;0-17-27-28-16-14-13-3-4-5-12-6-2-1-7-8-9-10-11-20-21-22-25-29-30-26-19-18-31
;;3;72,668;1,05483;240;309;0-17-27-28-16-14-13-3-4-5-6-2-1-7-8-9-10-11-20-21-22-25-29-30-26-19-18-12-31
;;4;71,9147;1,622;240;309;0-18-19-26-30-29-25-22-21-20-11-10-9-8-7-1-2-6-12-5-4-3-13-14-16-28-27-17-31
;;5;72,0627;4,47808;240;309;0-18-19-26-30-29-25-22-21-20-11-10-9-7-8-12-1-2-6-5-4-3-13-14-16-28-27-17-31
;;6;72,8348;1,62199;245;306;0-27-28-16-14-13-3-4-5-6-2-1-7-8-9-10-11-20-21-23-22-25-30-26-19-18-12-17-31
;;7;72,6454;2,11127;245;306;0-18-19-26-30-25-22-23-21-20-11-10-9-8-7-1-2-6-12-5-4-3-13-14-16-28-27-17-31
;;8;72,3368;0,055074;250;303;0-18-19-26-30-29-25-24-23-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-16-28-27-17-31
;;9;72,966;0,165503;250;303;0-17-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-23-24-29-30-25-26-19-18-31
;;10;72,288;0,275663;250;303;0-18-19-26-25-30-29-24-23-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-16-28-27-17-31
