Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p32_t005.txt;5;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;0,153667;0,153668;2;1;0;0;2;1;
2;0,152279;0,152279;2;1;0;0;2;1;
3;0,156518;0,156518;2;1;0;0;2;1;
4;0,158268;0,158268;2;1;0;0;2;1;
5;0,155591;0,155591;2;1;0;0;2;1;
6;0,152066;0,152066;2;1;0;0;2;1;
7;0,155936;0,155937;2;1;0;0;2;1;
8;0,152432;0,152432;2;1;0;0;2;1;
9;0,157232;0,157232;2;1;0;0;2;1;
10;0,153494;0,153496;2;1;0;0;2;1;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,6727;0,001993;5;16;0-17-31
;;2;4,14257;0,001995;10;11;0-27-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,14257;2e-05;10;11;0-27-31

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,6727;0,001883;5;16;0-17-31
;;2;4,14257;0,001885;10;11;0-27-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,14257;1,9e-05;10;11;0-27-31

Run;3
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,6727;0,001653;5;16;0-17-31
;;2;4,14257;0,001655;10;11;0-27-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,14257;1,6e-05;10;11;0-27-31

Run;4
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,6727;0,001645;5;16;0-17-31
;;2;4,14257;0,001647;10;11;0-27-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,14257;1,6e-05;10;11;0-27-31

Run;5
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,6727;0,001634;5;16;0-17-31
;;2;4,14257;0,001635;10;11;0-27-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,14257;1,7e-05;10;11;0-27-31

Run;6
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,6727;0,001656;5;16;0-17-31
;;2;4,14257;0,001658;10;11;0-27-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,14257;1,6e-05;10;11;0-27-31

Run;7
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,6727;0,00162;5;16;0-17-31
;;2;4,14257;0,001622;10;11;0-27-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,14257;1,4e-05;10;11;0-27-31

Run;8
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,6727;0,001894;5;16;0-17-31
;;2;4,14257;0,001895;10;11;0-27-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,14257;1,6e-05;10;11;0-27-31

Run;9
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,6727;0,001662;5;16;0-17-31
;;2;4,14257;0,001664;10;11;0-27-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,14257;1,5e-05;10;11;0-27-31

Run;10
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,6727;0,001893;5;16;0-17-31
;;2;4,14257;0,001895;10;11;0-27-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,14257;1,7e-05;10;11;0-27-31
