Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p32_t075.txt;75;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;5,88622;5,88629;21;28;0;0;21;28;
2;5,89572;5,89575;22;27;0;0;22;27;
3;5,906;5,90611;22;27;0;0;22;27;
4;5,89844;5,89864;21;28;0;0;21;28;
5;5,9029;5,90293;21;28;0;0;21;28;
6;5,87733;5,87759;19;26;0;0;19;26;
7;5,89822;5,89848;20;27;0;0;20;27;
8;5,90397;5,90398;21;26;0;0;21;26;
9;5,90126;5,90134;20;26;0;0;20;26;
10;5,91867;5,91895;21;27;0;0;21;27;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;74,9002;0,234108;255;313;0-17-27-28-16-14-13-3-4-5-12-6-2-1-7-8-9-10-11-20-21-22-24-25-29-30-26-19-18-31
;;2;74,3702;0,234111;255;313;0-18-19-26-30-29-25-24-22-21-20-11-10-9-7-8-12-1-2-6-5-4-3-13-14-16-28-27-17-31
;;3;74,9755;0,292362;255;313;0-17-27-28-16-14-13-3-4-5-6-2-1-7-8-9-10-11-20-21-22-24-25-29-30-26-19-18-12-31
;;4;74,2222;0,585885;255;313;0-18-19-26-30-29-25-24-22-21-20-11-10-9-8-7-1-2-6-12-5-4-3-13-14-16-28-27-17-31
;;5;74,8514;0,761271;255;313;0-17-27-28-16-14-13-3-4-5-12-6-2-1-7-8-9-10-11-20-21-22-24-29-30-25-26-19-18-31
;;6;74,9995;1,29706;255;313;0-17-27-28-16-14-13-3-4-5-6-2-1-12-8-7-9-10-11-20-21-22-24-29-30-25-26-19-18-31
;;7;74,9267;2,59159;255;313;0-17-27-28-16-14-13-3-4-5-6-2-1-7-8-9-10-11-20-21-22-24-29-30-25-26-19-18-12-31
;;8;74,3627;3,71216;255;313;0-27-28-16-14-13-3-4-5-6-2-1-7-8-9-10-11-20-21-22-24-29-30-25-26-19-18-12-17-31
;;9;74,6637;5,77041;255;313;0-27-28-16-14-13-3-4-6-2-1-7-8-9-10-11-20-21-22-24-29-30-25-26-19-18-12-5-17-31
;;10;74,4809;0,058351;260;310;0-17-27-28-16-14-13-3-4-5-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-12-31
;;11;74,4056;0,116328;260;310;0-17-27-28-16-14-13-3-4-5-12-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;12;74,9577;0,58588;260;310;0-27-28-16-14-13-3-4-5-6-2-1-7-9-10-11-20-21-22-23-24-25-30-26-19-18-8-12-17-31
;;13;74,5536;0,585886;260;310;0-17-27-28-16-14-13-3-4-5-6-2-1-12-8-7-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;14;74,2179;4,00916;260;310;0-27-28-16-14-13-3-4-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-12-5-17-31
;;15;73,9169;5,42132;260;310;0-27-28-16-14-13-3-4-5-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-12-17-31
;;16;74,816;0,644456;265;306;0-18-19-26-30-25-24-23-22-21-20-11-10-9-7-8-12-5-6-2-4-3-13-14-15-16-28-27-17-31
;;17;74,4878;0,05835;270;299;0-27-28-16-15-14-13-3-4-5-6-2-1-12-8-7-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;18;74,4151;0,175774;270;299;0-27-28-16-15-14-13-3-4-5-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-12-31
;;19;74,8284;1,11947;270;299;0-18-19-26-30-25-24-23-22-21-20-11-10-9-7-8-12-1-2-6-5-4-3-13-14-15-16-28-27-31
;;20;74,6803;1,23765;270;299;0-18-19-26-30-25-24-23-22-21-20-11-10-9-8-7-1-2-6-12-5-4-3-13-14-15-16-28-27-31
;;21;74,3398;4,00916;270;299;0-27-28-16-15-14-13-3-4-5-12-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;74,9755;0,008802;255;313;0-17-27-28-16-14-13-3-4-5-6-2-1-7-8-9-10-11-20-21-22-24-25-29-30-26-19-18-12-31
;;2;74,9267;0,008941;255;313;0-17-27-28-16-14-13-3-4-5-6-2-1-7-8-9-10-11-20-21-22-24-29-30-25-26-19-18-12-31
;;3;74,9002;0,027527;255;313;0-17-27-28-16-14-13-3-4-5-12-6-2-1-7-8-9-10-11-20-21-22-24-25-29-30-26-19-18-31
;;4;74,9995;0,040139;255;313;0-17-27-28-16-14-13-3-4-5-6-2-1-12-8-7-9-10-11-20-21-22-24-29-30-25-26-19-18-31
;;5;74,8514;0,041799;255;313;0-17-27-28-16-14-13-3-4-5-12-6-2-1-7-8-9-10-11-20-21-22-24-29-30-25-26-19-18-31
;;6;74,3627;0,042567;255;313;0-27-28-16-14-13-3-4-5-6-2-1-7-8-9-10-11-20-21-22-24-29-30-25-26-19-18-12-17-31
