Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p32_t065.txt;65;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;4,93785;4,93786;10;9;1;0;9;9;
2;4,76987;4,77001;10;9;0;0;10;9;
3;4,79164;4,79191;11;9;0;0;11;9;
4;4,77136;4,77146;11;9;1;0;9;9;
5;4,76325;4,76351;9;9;0;0;9;9;
6;4,77071;4,77089;8;9;0;0;8;9;
7;4,91512;4,91537;9;8;1;0;8;8;
8;4,78745;4,78767;10;9;1;0;9;9;
9;4,84419;4,84443;9;9;0;0;9;9;
10;4,75055;4,75064;11;10;1;0;8;10;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;64,6514;0,147866;225;288;0-17-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;2;63,9734;0,592947;225;288;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-16-28-27-17-31
;;3;64,9058;0,099024;230;281;0-27-17-16-15-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;4;64,6486;0,147867;230;281;0-27-28-16-14-13-3-4-6-5-12-1-7-8-9-10-11-20-21-22-24-25-30-26-19-18-31
;;5;64,7974;0,293069;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-15-16-27-17-31
;;6;64,9892;2,48018;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-8-7-1-12-5-6-4-3-13-14-16-28-27-31
;;7;64,8433;0,441467;235;278;0-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;8;64,8381;1,04104;240;267;0-27-28-16-14-3-4-5-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;9;64,8974;4,93797;220;291;0-18-19-26-30-25-22-21-20-11-10-9-7-8-12-5-6-2-4-3-13-14-16-28-27-17-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;64,8974;0,028187;220;291;0-18-19-26-30-25-22-21-20-11-10-9-7-8-12-5-6-2-4-3-13-14-16-28-27-17-31
;;2;63,9734;0,003173;225;288;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-16-28-27-17-31
;;3;64,6514;0,025442;225;288;0-17-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;4;64,9058;0,004045;230;281;0-27-17-16-15-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;5;64,9892;0,279367;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-8-7-1-12-5-6-4-3-13-14-16-28-27-31
;;6;64,6486;0,299839;230;281;0-27-28-16-14-13-3-4-6-5-12-1-7-8-9-10-11-20-21-22-24-25-30-26-19-18-31
;;7;64,7974;2,06375;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-15-16-27-17-31
;;8;64,8433;2,45844;235;278;0-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;9;64,8381;2,53595;240;267;0-27-28-16-14-3-4-5-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-31

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;64,5084;0,330145;220;290;0-18-19-26-30-25-21-20-11-10-9-8-7-1-2-6-12-5-4-3-13-14-16-28-27-17-31
;;2;64,6564;1,0939;220;290;0-18-19-26-30-25-21-20-11-10-9-7-8-12-1-2-6-5-4-3-13-14-16-28-27-17-31
;;3;64,6977;1,14077;220;290;0-27-28-16-14-13-3-4-5-6-2-1-7-8-9-10-11-20-21-25-30-26-19-18-12-17-31
;;4;64,6514;0,047164;225;288;0-17-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;5;63,9734;0,61447;225;288;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-16-28-27-17-31
;;6;64,9058;0,047152;230;281;0-27-17-16-15-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;7;64,6486;2,67324;230;281;0-27-28-16-14-13-3-4-6-5-12-1-7-8-9-10-11-20-21-22-24-25-30-26-19-18-31
;;8;64,7974;3,01209;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-15-16-27-17-31
;;9;64,8433;0,189939;235;278;0-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;10;64,8381;0,142704;240;267;0-27-28-16-14-3-4-5-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;64,8974;0,130881;220;291;0-18-19-26-30-25-22-21-20-11-10-9-7-8-12-5-6-2-4-3-13-14-16-28-27-17-31
;;2;64,6514;0,006608;225;288;0-17-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;3;63,9734;0,119309;225;288;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-16-28-27-17-31
;;4;64,9058;0,009596;230;281;0-27-17-16-15-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;5;64,9892;0,070238;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-8-7-1-12-5-6-4-3-13-14-16-28-27-31
;;6;64,6486;0,074731;230;281;0-27-28-16-14-13-3-4-6-5-12-1-7-8-9-10-11-20-21-22-24-25-30-26-19-18-31
;;7;64,7974;1,36188;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-15-16-27-17-31
;;8;64,8433;4,6073;235;278;0-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;9;64,8381;4,62025;240;267;0-27-28-16-14-3-4-5-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-31

Run;3
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;64,5084;0,194927;220;290;0-18-19-26-30-25-21-20-11-10-9-8-7-1-2-6-12-5-4-3-13-14-16-28-27-17-31
;;2;64,9987;2,63264;220;290;0-27-28-16-14-13-3-4-6-2-1-7-8-9-10-11-20-21-25-30-26-19-18-12-5-17-31
;;3;64,6977;4,45765;220;290;0-27-28-16-14-13-3-4-5-6-2-1-7-8-9-10-11-20-21-25-30-26-19-18-12-17-31
;;4;63,9734;0,046618;225;288;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-16-28-27-17-31
;;5;64,6514;0,094684;225;288;0-17-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;6;64,9058;0,142433;230;281;0-27-17-16-15-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;7;64,7974;0,194922;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-15-16-27-17-31
;;8;64,6486;0,481729;230;281;0-27-28-16-14-13-3-4-6-5-12-1-7-8-9-10-11-20-21-22-24-25-30-26-19-18-31
;;9;64,9892;4,40909;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-8-7-1-12-5-6-4-3-13-14-16-28-27-31
;;10;64,8433;0,094686;235;278;0-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;11;64,8381;0,672155;240;267;0-27-28-16-14-3-4-5-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;64,8974;0,04763;220;291;0-18-19-26-30-25-22-21-20-11-10-9-7-8-12-5-6-2-4-3-13-14-16-28-27-17-31
;;2;64,6514;0,007231;225;288;0-17-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;3;63,9734;0,034655;225;288;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-16-28-27-17-31
;;4;64,9058;0,009429;230;281;0-27-17-16-15-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;5;64,6486;0,017384;230;281;0-27-28-16-14-13-3-4-6-5-12-1-7-8-9-10-11-20-21-22-24-25-30-26-19-18-31
;;6;64,9892;0,22958;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-8-7-1-12-5-6-4-3-13-14-16-28-27-31
;;7;64,7974;0,892774;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-15-16-27-17-31
;;8;64,8433;0,395556;235;278;0-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;9;64,8381;0,436011;240;267;0-27-28-16-14-3-4-5-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-31

Run;4
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;64,6514;0,047981;225;288;0-17-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;2;63,9734;2,4322;225;288;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-16-28-27-17-31
;;3;64,9892;0,428811;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-8-7-1-12-5-6-4-3-13-14-16-28-27-31
;;4;64,9058;0,477317;230;281;0-27-17-16-15-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;5;64,6486;0,574441;230;281;0-27-28-16-14-13-3-4-6-5-12-1-7-8-9-10-11-20-21-22-24-25-30-26-19-18-31
;;6;64,7974;3,62452;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-15-16-27-17-31
;;7;64,8433;0,190669;235;278;0-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;8;64,8381;0,14374;240;267;0-27-28-16-14-3-4-5-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;9;64,8974;4,77148;220;291;0-18-19-26-30-25-22-21-20-11-10-9-7-8-12-5-6-2-4-3-13-14-16-28-27-17-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;64,8974;1,82149;220;291;0-18-19-26-30-25-22-21-20-11-10-9-7-8-12-5-6-2-4-3-13-14-16-28-27-17-31
;;2;64,6514;0,04256;225;288;0-17-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;3;63,9734;0,273231;225;288;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-16-28-27-17-31
;;4;64,9058;0,015422;230;281;0-27-17-16-15-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;5;64,7974;0,031629;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-15-16-27-17-31
;;6;64,6486;0,145525;230;281;0-27-28-16-14-13-3-4-6-5-12-1-7-8-9-10-11-20-21-22-24-25-30-26-19-18-31
;;7;64,9892;0,148278;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-8-7-1-12-5-6-4-3-13-14-16-28-27-31
;;8;64,8433;4,37053;235;278;0-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;9;64,8381;4,37244;240;267;0-27-28-16-14-3-4-5-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-31

Run;5
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;64,5084;0,673698;220;290;0-18-19-26-30-25-21-20-11-10-9-8-7-1-2-6-12-5-4-3-13-14-16-28-27-17-31
;;2;64,6564;0,954884;220;290;0-18-19-26-30-25-21-20-11-10-9-7-8-12-1-2-6-5-4-3-13-14-16-28-27-17-31
;;3;64,6977;2,14475;220;290;0-27-28-16-14-13-3-4-5-6-2-1-7-8-9-10-11-20-21-25-30-26-19-18-12-17-31
;;4;64,6514;0,049018;225;288;0-17-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;5;63,9734;0,626101;225;288;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-16-28-27-17-31
;;6;64,9058;0,340451;230;281;0-27-17-16-15-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;7;64,6486;3,66628;230;281;0-27-28-16-14-13-3-4-6-5-12-1-7-8-9-10-11-20-21-22-24-25-30-26-19-18-31
;;8;64,8433;0,24613;235;278;0-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;9;64,8381;1,57449;240;267;0-27-28-16-14-3-4-5-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;64,8974;0,712258;220;291;0-18-19-26-30-25-22-21-20-11-10-9-7-8-12-5-6-2-4-3-13-14-16-28-27-17-31
;;2;64,6514;0,003876;225;288;0-17-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;3;63,9734;0,045111;225;288;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-16-28-27-17-31
;;4;64,9058;0,005877;230;281;0-27-17-16-15-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;5;64,7974;0,020584;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-15-16-27-17-31
;;6;64,6486;0,051821;230;281;0-27-28-16-14-13-3-4-6-5-12-1-7-8-9-10-11-20-21-22-24-25-30-26-19-18-31
;;7;64,9892;0,214637;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-8-7-1-12-5-6-4-3-13-14-16-28-27-31
;;8;64,8433;3,06785;235;278;0-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;9;64,8381;3,17851;240;267;0-27-28-16-14-3-4-5-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-31

Run;6
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;64,8974;0,191448;220;291;0-18-19-26-30-25-22-21-20-11-10-9-7-8-12-5-6-2-4-3-13-14-16-28-27-17-31
;;2;64,6514;0,048101;225;288;0-17-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;3;63,9734;3,0511;225;288;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-16-28-27-17-31
;;4;64,9058;0,048099;230;281;0-27-17-16-15-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;5;64,7974;1,61989;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-15-16-27-17-31
;;6;64,6486;3,57382;230;281;0-27-28-16-14-13-3-4-6-5-12-1-7-8-9-10-11-20-21-22-24-25-30-26-19-18-31
;;7;64,8433;0,380892;235;278;0-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;8;64,8381;0,333253;240;267;0-27-28-16-14-3-4-5-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;64,8974;0,206483;220;291;0-18-19-26-30-25-22-21-20-11-10-9-7-8-12-5-6-2-4-3-13-14-16-28-27-17-31
;;2;63,9734;0,019137;225;288;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-16-28-27-17-31
;;3;64,6514;0,02448;225;288;0-17-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;4;64,6486;0,027349;230;281;0-27-28-16-14-13-3-4-6-5-12-1-7-8-9-10-11-20-21-22-24-25-30-26-19-18-31
;;5;64,9058;0,030044;230;281;0-27-17-16-15-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;6;64,9892;0,35491;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-8-7-1-12-5-6-4-3-13-14-16-28-27-31
;;7;64,7974;1,37987;230;281;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-15-16-27-17-31
;;8;64,8433;0,447971;235;278;0-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;9;64,8381;0,456892;240;267;0-27-28-16-14-3-4-5-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-31

Run;7
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;64,6514;0,048935;225;288;0-17-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
;;2;63,9734;1,28093;225;288;0-18-19-26-30-25-24-22-21-20-11-10-9-7-8-12-5-6-4-3-13-14-16-28-27-17-31
;;3;64,9058;0,149683;230;281;0-27-17-16-15-14-13-3-4-6-5-12-8-7-9-10-11-20-21-22-24-25-30-26-19-18-31
