Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p32_t015.txt;15;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;0,523314;0,523329;5;5;0;0;5;5;
2;0,524769;0,524777;5;5;0;0;5;5;
3;0,523372;0,523386;5;5;0;0;5;5;
4;0,522435;0,522444;5;5;0;0;5;5;
5;0,537861;0,537878;5;5;0;0;5;5;
6;0,530117;0,530118;5;5;0;0;5;5;
7;0,52883;0,528845;5;5;0;0;5;5;
8;0,529775;0,529801;5;5;0;0;5;5;
9;0,52983;0,529843;5;5;0;0;5;5;
10;0,529139;0,529144;5;5;0;0;5;5;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;13,8193;0,00541;20;64;0-17-5-6-12-31
;;2;13,9466;0,005417;20;64;0-12-6-5-17-31
;;3;14,6667;0,010783;25;59;0-5-6-4-17-31
;;4;14,6632;0,005415;45;55;0-18-19-25-30-26-31
;;5;14,2636;0,005418;45;55;0-26-30-25-19-18-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;13,8193;6,4e-05;20;64;0-17-5-6-12-31
;;2;13,9466;0,005106;20;64;0-12-6-5-17-31
;;3;14,6667;0,005012;25;59;0-5-6-4-17-31
;;4;14,6632;0,000182;45;55;0-18-19-25-30-26-31
;;5;14,2636;0,000346;45;55;0-26-30-25-19-18-31

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;13,8193;0,00535;20;64;0-17-5-6-12-31
;;2;13,9466;0,032022;20;64;0-12-6-5-17-31
;;3;14,6667;0,015906;25;59;0-5-6-4-17-31
;;4;14,6632;0,005349;45;55;0-18-19-25-30-26-31
;;5;14,2636;0,005351;45;55;0-26-30-25-19-18-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;13,8193;5,9e-05;20;64;0-17-5-6-12-31
;;2;13,9466;0,002946;20;64;0-12-6-5-17-31
;;3;14,6667;0,002927;25;59;0-5-6-4-17-31
;;4;14,6632;0,000164;45;55;0-18-19-25-30-26-31
