Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p32_t060.txt;60;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;4,2164;4,21654;13;21;0;0;13;21;
2;4,21891;4,2191;13;25;0;0;13;25;
3;4,18802;4,18818;13;16;0;0;13;16;
4;4,19302;4,19318;10;25;0;0;10;25;
5;4,20086;4,20087;12;19;0;0;12;19;
6;4,22034;4,22038;14;6;0;0;14;6;
7;4,20917;4,20934;13;17;0;0;13;17;
8;4,20617;4,20619;11;19;0;0;11;19;
9;4,22739;4,22741;12;19;0;0;12;19;
10;4,21119;4,2113;15;22;0;0;15;22;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;58,159;0,043121;195;275;0-27-28-16-17-4-3-2-6-5-12-8-7-9-10-11-20-21-22-25-30-26-19-18-31
;;2;59,8781;0,043125;195;275;0-27-28-16-17-4-2-6-5-12-8-7-9-10-11-20-21-22-25-29-30-26-19-18-31
;;3;59,5906;0,92459;195;275;0-27-28-16-17-4-6-2-1-7-8-9-10-11-20-21-22-25-30-26-19-18-12-5-31
;;4;59,5423;0,966826;195;275;0-27-28-16-17-4-6-2-1-5-12-8-7-9-10-11-20-21-22-25-30-26-19-18-31
;;5;58,2894;2,81587;195;275;0-18-19-26-30-25-22-21-20-11-10-9-8-7-1-2-6-4-5-12-17-16-28-27-31
;;6;59,1535;3,40567;195;275;0-27-28-16-17-4-5-6-2-1-7-9-10-11-20-21-22-25-30-26-19-18-8-12-31
;;7;58,7683;3,57836;195;275;0-17-16-28-27-18-19-26-30-25-22-21-20-11-10-9-8-7-1-2-6-4-5-12-31
;;8;58,6886;0,084707;200;274;0-18-19-26-30-25-21-20-11-10-9-7-8-12-5-6-4-3-13-14-16-28-27-17-31
;;9;59,3666;0,293444;200;274;0-17-27-28-16-14-13-3-4-6-5-12-8-7-9-10-11-20-21-25-30-26-19-18-31
;;10;59,8029;0,043124;215;273;0-27-17-12-5-4-3-6-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;11;59,8015;0,125574;215;273;0-27-17-12-5-6-4-3-2-1-7-8-9-10-11-20-21-22-23-24-25-30-26-19-18-31
;;12;59,9081;0,506638;220;246;0-27-28-16-15-14-13-3-4-5-6-2-1-7-9-10-11-20-21-25-30-26-19-18-31
;;13;59,9471;1,30221;225;221;0-27-16-15-14-13-3-4-5-6-2-1-7-9-10-11-20-21-22-24-25-30-26-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;58,159;0,003667;195;275;0-27-28-16-17-4-3-2-6-5-12-8-7-9-10-11-20-21-22-25-30-26-19-18-31
