Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p32_t020.txt;20;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;1,00616;1,00617;6;6;0;0;6;6;
2;1,00655;1,00659;6;6;0;0;6;6;
3;1,01412;1,01414;6;6;0;0;6;6;
4;1,01875;1,01877;6;6;0;0;6;6;
5;1,00985;1,00989;6;6;0;0;6;6;
6;1,01066;1,01066;6;6;0;0;6;6;
7;1,00881;1,00883;6;6;0;0;6;6;
8;1,01039;1,0104;6;6;0;0;6;6;
9;1,01072;1,01077;6;6;0;0;6;6;
10;1,00977;1,00978;6;6;0;0;6;6;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;19,4425;0,040262;45;95;0-18-19-20-11-8-7-12-31
;;2;19,9628;0,020194;50;94;0-18-19-20-11-10-8-12-31
;;3;19,203;0,150796;55;92;0-18-20-11-10-9-8-12-31
;;4;19,4628;0,010188;60;82;0-18-19-25-30-26-27-17-31
;;5;19,5954;0,01019;65;80;0-26-30-25-21-20-19-18-31
;;6;19,995;0,150797;65;80;0-18-19-20-21-25-30-26-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;19,4425;0,045996;45;95;0-18-19-20-11-8-7-12-31
;;2;19,9628;0,046056;50;94;0-18-19-20-11-10-8-12-31
;;3;19,203;0,04594;55;92;0-18-20-11-10-9-8-12-31
;;4;19,4628;0,001252;60;82;0-18-19-25-30-26-27-17-31
;;5;19,995;0,001763;65;80;0-18-19-20-21-25-30-26-31
;;6;19,5954;0,003111;65;80;0-26-30-25-21-20-19-18-31

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;19,4425;0,040344;45;95;0-18-19-20-11-8-7-12-31
;;2;19,9628;0,040343;50;94;0-18-19-20-11-10-8-12-31
;;3;19,203;0,020224;55;92;0-18-20-11-10-9-8-12-31
;;4;19,4628;0,01016;60;82;0-18-19-25-30-26-27-17-31
;;5;19,995;0,050222;65;80;0-18-19-20-21-25-30-26-31
;;6;19,5954;0,300296;65;80;0-26-30-25-21-20-19-18-31

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;19,4425;0,059185;45;95;0-18-19-20-11-8-7-12-31
;;2;19,9628;0,059333;50;94;0-18-19-20-11-10-8-12-31
;;3;19,203;0,058683;55;92;0-18-20-11-10-9-8-12-31
;;4;19,4628;0,019086;60;82;0-18-19-25-30-26-27-17-31
