Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p292.txt;12;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;34,3174;34,3179;9;15;13;4;12;13;
2;34,4244;34,4256;15;22;11;2;17;18;
3;34,6009;34,6009;15;22;13;28;13;20;
4;34,3944;34,3945;17;22;23;26;15;18;
5;35,0327;35,0337;12;17;7;29;9;12;
6;34,6421;34,6421;15;19;12;13;12;20;
7;34,8389;34,839;11;19;9;20;13;17;
8;35,1757;35,177;12;29;11;19;13;20;
9;35,217;35,2182;14;16;11;9;15;18;
10;34,8508;34,851;12;18;14;9;11;16;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;11,99;5,48932;891;1062;0-202-45-250-143-257-244-73-211-16-164-108-231-219-209-240-10-0
;;2;11,96;0,339535;1132;860;0-202-45-250-143-217-234-164-16-108-231-40-219-132-102-209-10-0
;;3;11,98;4,807;1140;828;0-202-45-250-143-96-248-8-4-67-26-245-69-1-5-2-84-225-0
;;4;11,99;9,57816;1162;821;0-202-45-250-143-96-248-69-4-1-2-5-26-97-9-67-84-225-0
;;5;11,81;34,3188;886;1074;0-202-45-250-143-257-244-73-211-16-164-108-219-132-209-240-10-0
;;6;11,81;34,3255;1109;909;0-202-45-250-143-257-217-234-164-16-108-231-219-102-132-209-10-0
;;7;11,97;34,3792;1115;890;0-202-45-250-143-244-217-234-164-16-108-231-219-102-132-209-10-0
;;8;11,98;34,791;1176;792;0-202-45-250-143-96-248-8-4-67-97-26-69-1-5-2-84-225-0
;;9;11,99;34,8909;944;1018;0-202-45-250-143-257-217-244-73-16-164-108-219-132-209-240-10-0
;;10;11,91;34,8928;1022;1002;0-202-45-250-143-257-111-217-234-16-164-108-219-132-209-240-10-0
