Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p292.txt;13;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;39,0845;39,0854;17;29;33;19;18;21;
2;39,2773;39,2785;21;21;12;6;12;16;
3;39,3789;39,3793;20;24;20;7;22;24;
4;40,1918;40,1927;17;18;7;8;15;19;
5;39,6879;39,6882;20;33;32;10;19;21;
6;39,0825;39,0827;19;26;12;6;10;26;
7;39,4898;39,4901;19;20;22;7;12;18;
8;39,5329;39,5331;22;27;22;15;17;16;
9;39,475;39,4758;21;34;17;12;22;32;
10;39,337;39,3382;22;31;32;21;22;24;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;12,93;30,1071;878;1183;0-202-45-250-143-257-244-73-211-16-108-40-219-231-30-164-241-240-10-0
;;2;12,8;1,95943;1267;885;0-202-45-250-143-96-248-245-69-1-2-5-4-26-97-9-67-84-134-0
;;3;12,92;13,684;1271;807;0-202-45-250-29-143-96-248-69-2-1-5-4-26-97-9-67-84-134-0
;;4;12,98;38,3029;1283;719;0-202-45-250-143-96-248-69-5-1-144-87-213-62-126-233-134-0
;;5;12,93;39,2492;917;1161;0-202-45-250-143-257-111-244-211-73-234-16-108-219-132-209-240-10-0
;;6;12,92;39,476;1052;1094;0-202-45-250-143-257-234-217-244-73-211-164-16-108-219-132-209-240-0
;;7;12,84;39,8825;1220;950;0-202-45-250-143-257-96-248-8-5-4-2-1-97-26-245-69-67-84-225-0
;;8;12,93;39,9505;942;1142;0-202-45-250-143-257-182-244-211-73-234-16-108-219-132-209-240-10-0
;;9;12,96;39,9757;1106;1071;0-202-45-250-143-257-254-111-244-217-234-16-164-108-219-132-209-240-10-0
;;10;12,96;40,1513;1131;1052;0-202-45-250-143-257-254-182-244-217-234-164-16-108-219-132-209-240-10-0
;;11;12,93;40,1802;986;1115;0-202-45-250-143-257-182-244-73-234-164-16-108-219-132-209-240-10-0
;;12;12,93;40,3106;961;1134;0-202-45-250-143-257-111-244-73-234-164-16-108-219-132-209-240-10-0
;;13;12,98;40,4286;1223;949;0-202-45-250-143-257-254-244-217-234-231-164-16-108-219-132-209-134-0
;;14;12,91;40,4502;1206;1004;0-202-45-250-143-257-182-244-217-234-164-16-108-231-219-132-209-134-0
;;15;12,82;40,4644;1227;916;0-202-45-250-143-257-254-182-215-217-234-16-164-108-219-132-209-134-0
;;16;12,93;40,473;1031;1104;0-202-45-250-143-257-111-244-234-231-164-16-108-219-132-209-240-10-0
;;17;12,91;40,4862;1181;1023;0-202-45-250-143-257-111-244-217-234-164-16-108-231-219-132-209-134-0
;;18;12,94;40,4946;1135;1051;0-202-45-250-143-257-182-244-217-234-16-164-108-231-219-132-209-240-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;13;0,911731;1071;968;0-202-11-78-232-229-240-209-155-237-7-210-231-217-234-16-108-219-132-10-0
;;2;13;3,91851;1095;964;0-202-78-229-232-209-240-132-219-231-248-69-4-5-2-1-84-134-0
;;3;12,92;3,92444;1102;919;0-202-78-229-232-209-240-108-219-231-248-69-4-5-2-1-84-134-0
;;4;12,94;5,35206;1110;918;0-202-11-232-229-240-209-128-7-210-231-248-69-4-5-1-84-134-0
;;5;12,92;3,91995;1138;895;0-202-11-229-232-209-240-108-219-231-248-69-4-5-2-1-84-134-0
;;6;13;3,95457;1186;891;0-202-11-78-229-240-209-132-219-231-96-248-69-4-5-2-1-84-134-0
;;7;13;3,95759;1186;891;0-202-78-11-229-240-209-132-219-231-96-248-69-4-5-2-1-84-134-0
;;8;12,95;5,05749;1204;841;0-202-11-229-240-209-128-51-7-210-231-96-248-69-4-5-1-84-134-0
;;9;12,98;39,0925;992;1050;0-202-11-229-232-209-240-128-7-210-30-231-217-234-16-108-219-132-10-0
;;10;12,98;39,1003;1042;1016;0-202-11-232-209-240-128-51-7-210-30-231-217-234-16-108-219-132-10-0
;;11;12,98;39,1143;956;1074;0-202-78-229-232-209-240-128-7-210-30-231-217-234-16-108-219-132-10-0
;;12;12,91;39,136;1196;850;0-202-78-11-229-240-209-108-219-231-96-248-69-4-5-1-84-238-134-0
;;13;12,94;39,1378;1193;855;0-202-11-229-240-209-128-210-219-231-96-248-69-4-5-1-84-238-134-0
;;14;12,9;39,2173;1288;699;0-202-78-209-155-237-51-7-210-231-96-248-69-4-5-2-1-84-134-0
;;15;12,9;39,223;1324;675;0-202-11-209-155-237-51-7-210-231-96-248-69-4-5-2-1-84-134-0
;;16;12,76;39,2369;1284;758;0-202-11-240-209-155-237-7-210-231-96-248-69-4-5-2-1-84-134-0
;;17;12,99;39,3024;1217;831;0-202-78-229-240-209-155-7-210-231-96-248-69-4-5-1-84-235-134-0
;;18;12,87;39,336;1273;769;0-202-11-240-209-155-237-7-210-231-96-248-69-4-5-1-84-235-134-0
