Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p292.txt;9;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;23,8337;23,8343;18;19;11;6;14;20;
2;23,8504;23,8504;13;16;13;3;12;12;
3;23,8791;23,8799;12;27;4;10;13;21;
4;23,8177;23,8179;14;20;11;1;14;21;
5;24,0159;24,0166;12;19;9;5;12;14;
6;23,8576;23,8578;16;16;6;4;12;15;
7;23,9627;23,9634;16;29;14;6;11;23;
8;24,0972;24,0974;10;30;9;4;13;22;
9;24,1766;24,1773;13;23;11;7;11;22;
10;24,0044;24,0051;15;21;12;4;12;17;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;8,93;1,9473;594;706;0-202-45-250-143-257-244-211-164-16-240-10-0
;;2;8,98;3,37103;748;608;0-202-45-250-143-257-96-248-4-1-84-225-0
;;3;8,86;6,93261;749;593;0-202-45-250-143-257-217-234-16-164-122-10-0
;;4;9;0,994263;776;592;0-202-45-250-143-217-234-164-16-241-230-10-0
;;5;8,93;1,9473;810;560;0-202-45-250-143-96-248-69-1-4-84-225-0
;;6;8,93;0,240836;836;438;0-202-45-250-143-96-248-69-2-5-84-225-0
;;7;8,67;23,8674;583;725;0-202-45-250-143-257-244-16-164-241-240-10-0
;;8;8,99;23,8782;602;705;0-202-45-250-143-257-244-164-240-209-232-10-0
;;9;8,83;24,0646;719;657;0-202-45-250-143-257-217-234-16-164-241-10-0
;;10;8,99;24,0959;725;638;0-202-45-250-143-244-217-234-16-164-241-10-0
;;11;8,97;24,2782;816;484;0-202-45-250-143-254-96-248-69-1-84-225-0
;;12;8,95;24,311;546;733;0-202-45-250-143-257-111-244-164-241-240-10-0
;;13;9;24,3137;661;673;0-202-45-250-143-217-244-16-164-241-240-10-0
;;14;8,99;24,3146;656;703;0-202-45-250-143-244-234-164-16-241-240-10-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;8,98;7,07566;484;768;0-202-78-229-240-209-132-231-211-73-241-10-0
;;2;8,93;7,18518;591;745;0-202-78-229-240-209-132-219-231-16-164-241-0
;;3;8,93;7,18709;627;721;0-202-11-229-240-209-132-219-231-16-164-241-0
;;4;9;7,17874;637;684;0-202-11-229-122-108-30-231-219-132-209-240-10-0
;;5;8,9;1,38268;687;648;0-11-232-229-240-209-134-227-202-45-250-143-10-0
;;6;8,99;1,39409;687;648;0-202-11-232-229-240-209-134-227-45-250-143-10-0
;;7;8,95;1,2716;713;624;0-78-11-229-240-209-36-134-83-202-45-250-143-10-0
;;8;8,95;2,78837;713;624;0-11-78-229-240-209-36-134-83-202-45-250-143-10-0
;;9;8,92;10,6207;727;618;0-202-45-250-143-257-96-248-69-4-1-225-0
;;10;8,98;0,164842;748;608;0-202-45-250-143-257-96-248-4-1-84-225-0
;;11;8,98;0,17155;748;608;0-202-45-250-143-257-96-248-1-4-84-225-0
;;12;8,95;1,25588;761;567;0-11-78-229-240-209-155-36-134-202-45-250-143-10-0
;;13;8,95;1,26319;761;567;0-78-11-229-240-209-155-36-134-202-45-250-143-10-0
;;14;8,93;10,5275;810;560;0-202-45-250-143-96-248-69-4-1-84-225-0
;;15;8,93;10,5407;835;496;0-202-45-250-143-96-248-69-5-1-84-225-0
;;16;8,99;10,5091;872;473;0-202-45-250-143-248-69-5-1-84-134-0
;;17;8,93;23,9285;534;756;0-202-78-229-240-209-132-219-30-231-16-241-0
;;18;8,91;24,0194;660;677;0-202-11-232-229-240-209-134-83-45-250-143-10-0
;;19;8,93;25,1657;703;647;0-202-11-229-240-132-231-16-108-219-209-134-0
;;20;8,93;25,1848;630;687;0-202-11-108-231-30-16-219-132-209-240-10-0

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;8,98;1,90877;748;608;0-202-45-250-143-257-96-248-4-1-84-225-0
;;2;8,86;1,19183;749;593;0-202-45-250-143-257-217-234-16-164-122-10-0
;;3;9;8,84008;776;592;0-202-45-250-143-217-234-164-16-241-230-10-0
;;4;8,93;0,710304;810;560;0-202-45-250-143-96-248-69-1-4-84-225-0
;;5;8,93;0,710291;836;438;0-202-45-250-143-96-248-69-2-5-84-225-0
;;6;8,99;23,8512;656;703;0-202-45-250-143-244-234-16-164-241-240-10-0
;;7;8,83;23,8723;664;693;0-202-45-250-143-257-217-234-16-241-240-10-0
;;8;8,99;23,88;649;716;0-202-45-250-143-257-16-108-219-132-240-10-0
;;9;8,85;23,8937;592;726;0-202-45-250-143-257-244-234-16-241-240-10-0
;;10;8,93;23,9678;835;496;0-202-45-250-143-96-248-69-1-5-84-225-0
;;11;8,99;24,0514;670;674;0-202-45-250-143-244-217-234-16-241-240-10-0
;;12;8,98;24,0523;728;670;0-202-45-250-143-217-234-16-164-241-240-10-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;8,91;0,005931;635;711;0-202-78-232-229-240-209-134-45-250-143-257-10-0
;;2;8,91;0,010656;671;687;0-202-11-232-229-240-209-134-45-250-143-257-10-0
;;3;8,91;6,77674;692;646;0-202-78-232-229-240-209-134-45-250-143-230-10-0
;;4;8,95;0,01718;724;634;0-78-11-229-240-209-36-134-202-45-250-143-257-10-0
;;5;8,91;6,7777;728;622;0-202-11-232-229-240-209-134-45-250-143-230-10-0
;;6;8,95;9,24781;760;601;0-11-229-240-209-36-134-83-202-45-250-143-230-10-0
;;7;8,95;6,81748;781;569;0-78-11-229-240-209-36-134-202-45-250-143-230-10-0
;;8;8,95;6,93747;781;569;0-11-78-229-240-209-36-134-202-45-250-143-230-10-0
;;9;8,95;6,76087;808;544;0-11-229-240-209-155-36-134-202-45-250-143-230-10-0
;;10;8,81;23,852;520;798;0-202-78-232-209-240-132-219-231-16-241-10-0
;;11;8,91;23,9381;672;648;0-202-11-232-229-240-209-134-45-250-143-228-10-0
;;12;8,73;24,3176;575;752;0-202-78-232-209-240-132-219-231-16-164-10-0

Run;3
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;8,93;8,84134;571;725;0-202-45-250-143-257-244-73-164-16-240-10-0
;;2;8,97;20,2757;576;715;0-202-45-250-143-257-244-234-16-240-232-10-0
;;3;8,93;1,66683;594;706;0-202-45-250-143-257-244-211-164-16-240-10-0
;;4;8,99;12,6476;654;695;0-202-45-250-143-257-244-164-16-240-209-10-0
;;5;8,98;1,19226;748;608;0-202-45-250-143-257-96-248-4-1-84-225-0
;;6;8,86;1,66682;749;593;0-202-45-250-143-257-217-234-16-164-122-10-0
;;7;9;5,49755;776;592;0-202-45-250-143-217-234-164-16-241-230-10-0
;;8;8,93;0,717817;810;560;0-202-45-250-143-96-248-69-1-4-84-225-0
;;9;8,93;1,4274;836;438;0-202-45-250-143-96-248-69-2-5-84-225-0
;;10;8,83;23,88;719;657;0-202-45-250-143-257-217-234-164-16-241-10-0
;;11;8,85;23,8818;661;661;0-202-45-250-143-257-244-217-234-16-241-10-0
;;12;8,99;23,9211;725;638;0-202-45-250-143-244-217-234-16-164-241-10-0
;;13;8,92;23,9298;727;618;0-202-45-250-143-257-96-248-69-4-1-225-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;8,94;19,7342;579;717;0-202-78-232-209-155-7-132-231-16-241-10-0
;;2;8,96;0,770143;581;712;0-202-11-232-229-240-132-102-219-231-16-164-10-0
;;3;8,9;2,81887;687;648;0-11-232-229-240-209-134-227-202-45-250-143-10-0
;;4;8,99;2,95906;687;648;0-202-11-232-229-240-209-134-227-45-250-143-10-0
;;5;8,95;8,72692;713;624;0-11-78-229-240-209-36-134-83-202-45-250-143-10-0
;;6;8,95;8,96032;713;624;0-78-11-229-240-209-36-134-83-202-45-250-143-10-0
;;7;8,91;0,881325;730;601;0-202-11-232-229-240-209-134-45-250-143-230-228-0
;;8;8,95;8,82534;740;599;0-11-229-240-209-155-36-134-83-202-45-250-143-10-0
;;9;8,95;2,79414;761;567;0-11-78-229-240-209-155-36-134-202-45-250-143-10-0
;;10;8,95;9,06363;761;567;0-78-11-229-240-209-155-36-134-202-45-250-143-10-0
;;11;8,95;0,832598;783;548;0-78-11-229-240-209-36-134-202-45-250-143-230-228-0
;;12;8,95;0,841237;783;548;0-11-78-229-240-209-36-134-202-45-250-143-230-228-0
;;13;8,95;0,829824;810;523;0-11-229-240-209-155-36-134-202-45-250-143-230-228-0
;;14;8,81;23,8865;556;774;0-202-11-232-209-240-132-219-231-16-241-10-0
;;15;8,91;24,1631;673;666;0-202-11-232-229-240-209-134-45-250-143-257-228-0
;;16;8,91;24,1661;728;622;0-202-11-232-229-240-209-134-45-250-143-230-10-0
;;17;8,91;24,1674;694;625;0-202-78-232-229-240-209-134-45-250-143-230-228-0
;;18;8,91;24,1797;692;646;0-202-78-232-229-240-209-134-45-250-143-230-10-0
;;19;8,91;24,2002;637;690;0-202-78-232-229-240-209-134-45-250-143-257-228-0
;;20;8,91;24,6484;635;711;0-202-78-232-229-240-209-134-45-250-143-257-10-0
;;21;8,91;24,742;671;687;0-202-11-232-229-240-209-134-45-250-143-257-10-0

Run;4
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;8,87;7,40043;512;760;0-202-45-250-143-257-244-16-241-240-232-10-0
;;2;8,98;0,236634;748;608;0-202-45-250-143-257-96-248-4-1-84-225-0
;;3;8,97;10,9627;764;595;0-202-45-250-143-257-248-69-4-1-134-0
;;4;9;3,57153;776;592;0-202-45-250-143-217-234-164-16-241-230-10-0
;;5;8,93;0,236636;810;560;0-202-45-250-143-96-248-69-1-4-84-225-0
;;6;8,93;1,4311;836;438;0-202-45-250-143-96-248-69-2-5-84-225-0
;;7;8,85;23,8205;592;726;0-202-45-250-143-257-244-234-16-241-240-10-0
;;8;8,99;23,8579;649;716;0-202-45-250-143-257-16-108-219-132-240-10-0
;;9;8,95;24,0921;552;739;0-202-45-250-143-257-182-244-16-241-240-10-0
;;10;8,98;24,1095;728;670;0-202-45-250-143-217-234-16-164-241-240-10-0
;;11;8,95;24,1102;527;758;0-202-45-250-143-257-111-244-16-241-240-10-0
;;12;8,83;24,111;664;693;0-202-45-250-143-257-217-234-16-241-240-10-0
;;13;8,99;24,1383;670;674;0-202-45-250-143-244-217-234-16-241-240-10-0
;;14;8,99;24,1639;656;703;0-202-45-250-143-244-234-164-16-241-240-10-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;8,96;13,7479;542;792;0-202-232-209-128-7-219-231-16-164-241-10-0
;;2;8,8;16,2486;570;768;0-202-78-232-209-240-132-231-16-164-241-10-0
;;3;8,75;13,5561;591;763;0-202-78-240-209-132-219-231-16-164-241-10-0
;;4;8,8;16,2468;606;744;0-202-11-232-209-240-132-231-16-164-241-10-0
;;5;8,75;13,5534;627;739;0-202-11-240-209-132-219-231-16-164-241-10-0
;;6;8,93;13,2479;651;700;0-202-78-231-164-16-108-219-132-209-240-10-0
;;7;8,91;13,2622;651;700;0-202-78-240-209-132-231-164-16-108-219-10-0
;;8;8,91;13,2792;687;676;0-202-11-240-209-132-231-164-16-108-219-10-0
;;9;8,91;3,90946;692;646;0-202-78-232-229-240-209-134-45-250-143-230-10-0
;;10;8,94;3,25812;697;638;0-202-45-250-143-234-16-231-219-132-10-0
;;11;8,95;23,7851;713;624;0-11-78-229-240-209-36-134-83-202-45-250-143-10-0
;;12;8,91;3,91491;728;622;0-202-11-232-229-240-209-134-45-250-143-230-10-0
;;13;8,98;1,27187;748;608;0-202-45-250-143-257-96-248-4-1-84-225-0
;;14;8,7;3,90074;751;571;0-11-229-240-209-134-227-202-45-250-143-230-10-0
;;15;8,95;4,01201;781;569;0-78-11-229-240-209-36-134-202-45-250-143-230-10-0
;;16;8,95;4,68234;781;569;0-11-78-229-240-209-36-134-202-45-250-143-230-10-0
;;17;8,97;1,33368;782;554;0-202-45-250-143-96-248-245-69-1-84-225-0
;;18;8,84;1,43179;803;525;0-202-45-250-143-257-248-69-1-84-134-0
;;19;8,97;1,30785;816;484;0-202-45-250-143-254-96-248-69-1-84-225-0
;;20;8,7;1,43371;827;454;0-202-45-250-143-96-248-69-1-84-134-0
;;21;8,91;23,9871;635;711;0-202-78-232-229-240-209-134-45-250-143-257-10-0

Run;5
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;8,93;7,4424;571;725;0-202-45-250-143-257-244-73-164-16-240-10-0
;;2;8,98;0,961764;748;608;0-202-45-250-143-257-96-248-4-1-84-225-0
;;3;8,86;9,37822;749;593;0-202-45-250-143-257-217-234-16-164-122-10-0
;;4;9;0,482194;776;592;0-202-45-250-143-217-234-164-16-241-230-10-0
;;5;8,93;1,20385;810;560;0-202-45-250-143-96-248-69-1-4-84-225-0
;;6;8,93;0,723441;836;438;0-202-45-250-143-96-248-69-2-5-84-225-0
;;7;8,99;24,0177;725;638;0-202-45-250-143-244-217-234-164-16-241-10-0
;;8;8,83;24,0313;719;657;0-202-45-250-143-257-217-234-164-16-241-10-0
;;9;8,97;24,0534;655;697;0-202-45-250-143-244-16-108-219-132-240-10-0
;;10;8,99;24,0602;713;681;0-202-45-250-143-257-234-16-108-219-132-10-0
;;11;8,99;24,0664;649;716;0-202-45-250-143-257-16-108-219-132-240-10-0
;;12;8,92;24,0719;727;618;0-202-45-250-143-257-96-248-69-4-1-225-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;8,98;14,5199;607;730;0-202-78-229-240-128-7-210-231-219-132-209-10-0
;;2;8,98;14,5269;643;706;0-202-11-229-240-128-7-210-231-219-132-209-10-0
