Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p292.txt;17;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;55,6343;55,6355;14;18;3;10;14;19;
2;54,7284;54,7296;16;21;6;17;13;20;
3;55,5311;55,533;17;22;13;12;14;21;
4;55,2473;55,2477;9;16;3;15;11;11;
5;55,7985;55,7998;18;27;10;16;15;18;
6;55,7964;55,7973;14;17;13;18;15;13;
7;55,6058;55,6063;15;37;11;7;14;33;
8;56,5908;56,5917;19;12;15;3;9;8;
9;56,5185;56,5206;12;19;6;15;14;13;
10;55,9936;55,9938;16;11;20;5;18;8;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;16,81;21,0861;1163;1525;0-202-45-250-143-257-111-28-244-73-211-16-108-40-219-231-30-49-164-241-132-209-240-10-0
;;2;16,81;21,0861;1163;1525;0-202-45-250-143-257-111-28-244-211-73-16-108-40-219-231-30-49-164-241-132-209-240-10-0
;;3;16,98;16,6506;1194;1460;0-202-45-250-143-257-182-244-211-73-16-108-40-219-231-30-49-164-241-132-7-66-84-225-0
;;4;16,98;36,7277;1194;1460;0-202-45-250-143-257-182-244-73-211-16-108-40-219-231-30-49-164-241-132-7-66-84-225-0
;;5;16,98;16,0957;1226;1425;0-202-45-250-143-257-244-158-73-211-16-108-40-219-231-30-49-234-164-241-132-102-209-10-0
;;6;16,88;18,3125;1239;1417;0-202-45-250-143-257-217-244-73-211-16-108-40-219-231-30-49-164-241-132-7-66-84-225-0
;;7;16,94;18,3125;1335;1374;0-202-45-250-143-257-254-111-182-215-28-234-217-244-73-211-164-16-108-40-132-209-240-10-0
;;8;16,85;1,67138;1473;1339;0-202-45-250-143-257-244-73-211-16-108-219-231-96-248-69-1-2-5-4-26-97-9-67-84-0
;;9;16,94;21,6523;1520;1253;0-202-45-250-143-257-254-182-234-217-244-96-248-245-69-1-2-5-4-26-97-9-67-84-43-225-0
;;10;16,94;4,43507;1599;1212;0-202-45-250-143-257-254-182-234-217-244-96-248-245-69-1-2-5-4-26-97-9-67-84-238-225-0
;;11;16,99;37,2859;1677;1164;0-202-45-250-143-96-248-69-5-4-1-9-67-26-97-247-144-31-246-213-87-62-126-233-235-225-0
;;12;16,76;55,6865;1322;1400;0-202-45-250-143-257-182-244-73-211-16-108-40-219-231-30-217-234-164-241-132-209-230-10-0
;;13;16,74;55,691;1302;1402;0-202-45-250-143-257-182-244-73-211-16-108-40-219-231-30-217-234-164-241-102-132-209-10-0
;;14;16,85;55,9282;1517;1312;0-202-45-250-143-257-244-73-164-16-108-219-231-96-248-69-1-2-5-4-26-97-9-67-84-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;16,93;1,79757;1192;1346;0-78-11-229-232-202-45-250-143-257-111-28-244-16-164-231-219-7-210-132-209-240-228-0
