Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p292.txt;5;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;9,70189;9,7023;5;7;0;0;5;7;
2;9,69896;9,69921;5;10;0;0;5;10;
3;9,72417;9,72424;4;7;0;0;4;7;
4;9,66129;9,66152;4;7;0;0;4;7;
5;9,73742;9,73795;5;7;4;0;9;7;
6;10,1569;10,1571;5;7;0;0;5;7;
7;9,70774;9,70783;5;6;0;1;5;7;
8;9,71867;9,71923;4;7;0;0;4;7;
9;9,72091;9,7213;4;7;0;0;4;7;
10;9,71761;9,71769;5;7;0;0;5;7;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,72;1,86184;266;428;0-202-78-229-240-209-232-10-0
;;2;4,97;0,096106;395;386;0-202-45-250-143-257-10-228-0
;;3;4,97;0,096107;395;386;0-202-45-250-143-257-228-10-0
;;4;4,97;0,09611;452;321;0-202-45-250-143-230-10-228-0
;;5;4,97;0,096113;452;321;0-202-45-250-143-230-228-10-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,72;0,003785;266;428;0-202-78-229-240-209-232-10-0
;;2;4,79;3,61577;268;425;0-202-78-232-209-240-10-228-0
;;3;4,72;0,003267;302;404;0-202-11-229-240-209-232-10-0
;;4;4,79;3,58507;304;401;0-202-11-232-209-240-10-228-0
;;5;4,97;3,55298;395;386;0-202-45-250-143-257-228-10-0
;;6;4,97;3,56755;395;386;0-202-45-250-143-257-10-228-0
;;7;4,97;3,75561;453;339;0-202-45-250-143-257-230-228-0

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,72;2,61456;266;428;0-202-78-229-240-209-232-10-0
;;2;4,97;0,096611;395;386;0-202-45-250-143-257-10-228-0
;;3;4,97;0,096613;395;386;0-202-45-250-143-257-228-10-0
;;4;4,97;0,096614;452;321;0-202-45-250-143-230-228-10-0
;;5;4,97;0,096618;452;321;0-202-45-250-143-230-10-228-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,72;0,001142;266;428;0-202-78-229-240-209-232-10-0
;;2;4,79;0,009781;268;425;0-202-78-232-209-240-228-10-0
;;3;4,79;2,37554;268;425;0-202-78-232-209-240-10-228-0
;;4;4,72;0,00168;302;404;0-202-11-229-240-209-232-10-0
;;5;4,79;0,009218;304;401;0-202-11-232-209-240-228-10-0
;;6;4,79;2,38076;304;401;0-202-11-232-209-240-10-228-0
;;7;5;2,36938;319;392;0-202-45-232-209-240-228-0
;;8;4,97;1,36209;395;386;0-202-45-250-143-257-228-10-0
;;9;4,97;1,37028;395;386;0-202-45-250-143-257-10-228-0
;;10;4,97;2,50338;453;339;0-202-45-250-143-257-230-228-0

Run;3
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,97;0,100301;395;386;0-202-45-250-143-257-10-228-0
;;2;4,97;0,100302;395;386;0-202-45-250-143-257-228-10-0
;;3;4,97;0,100305;452;321;0-202-45-250-143-230-10-228-0
;;4;4,97;0,100309;452;321;0-202-45-250-143-230-228-10-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,72;0,00229;266;428;0-202-78-229-240-209-232-10-0
;;2;4,79;4,47253;268;425;0-202-78-232-209-240-10-228-0
;;3;5;0,001768;317;413;0-202-45-232-209-240-10-0
;;4;5;4,43828;319;392;0-202-45-232-209-240-228-0
;;5;4,97;3,50019;395;386;0-202-45-250-143-257-228-10-0
;;6;4,97;3,51899;395;386;0-202-45-250-143-257-10-228-0
;;7;4,97;4,71374;453;339;0-202-45-250-143-257-230-228-0

Run;4
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,97;0,096952;395;386;0-202-45-250-143-257-10-228-0
;;2;4,97;0,096953;395;386;0-202-45-250-143-257-228-10-0
;;3;4,97;0,096955;452;321;0-202-45-250-143-230-228-10-0
;;4;4,97;0,096959;452;321;0-202-45-250-143-230-10-228-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,72;0,001687;266;428;0-202-78-229-240-209-232-10-0
;;2;5;0,668211;317;413;0-202-45-232-209-240-10-0
;;3;4,81;0,029131;324;399;0-202-78-232-209-240-230-10-0
;;4;4,97;2,1338;395;386;0-202-45-250-143-257-228-10-0
;;5;4,97;2,13565;395;386;0-202-45-250-143-257-10-228-0
;;6;4,97;2,13441;452;321;0-202-45-250-143-230-228-10-0
;;7;4,97;2,13626;452;321;0-202-45-250-143-230-10-228-0

Run;5
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,72;2,90276;266;428;0-202-78-229-240-209-232-10-0
;;2;4,97;0,097209;395;386;0-202-45-250-143-257-10-228-0
;;3;4,97;0,09721;395;386;0-202-45-250-143-257-228-10-0
;;4;4,97;0,097213;452;321;0-202-45-250-143-230-10-228-0
;;5;4,97;0,097216;452;321;0-202-45-250-143-230-228-10-0
;;6;4,72;9,7379;302;404;0-202-11-229-240-209-232-10-0
;;7;4,79;9,75008;268;425;0-202-78-232-209-240-228-10-0
;;8;4,81;9,75096;324;399;0-202-78-232-209-240-230-10-0
;;9;4,79;9,76352;304;401;0-202-11-232-209-240-228-10-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,72;0,020745;266;428;0-202-78-229-240-209-232-10-0
;;2;4,79;1,61824;268;425;0-202-78-232-209-240-10-228-0
;;3;5;1,74952;317;413;0-202-45-232-209-240-10-0
;;4;5;1,61144;319;392;0-202-45-232-209-240-228-0
;;5;4,97;1,61027;395;386;0-202-45-250-143-257-10-228-0
;;6;4,97;1,74054;395;386;0-202-45-250-143-257-228-10-0
;;7;4,97;1,73025;453;339;0-202-45-250-143-257-230-228-0

Run;6
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,72;5,60923;266;428;0-202-78-229-240-209-232-10-0
;;2;4,97;0,100243;395;386;0-202-45-250-143-257-10-228-0
;;3;4,97;0,100244;395;386;0-202-45-250-143-257-228-10-0
;;4;4,97;0,100247;452;321;0-202-45-250-143-230-228-10-0
;;5;4,97;0,10025;452;321;0-202-45-250-143-230-10-228-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,72;0,001195;266;428;0-202-78-229-240-209-232-10-0
;;2;4,79;5,10654;268;425;0-202-78-232-209-240-10-228-0
;;3;5;0,588008;317;413;0-202-45-232-209-240-10-0
;;4;5;5,09942;319;392;0-202-45-232-209-240-228-0
;;5;4,97;4,17434;395;386;0-202-45-250-143-257-228-10-0
;;6;4,97;4,20506;395;386;0-202-45-250-143-257-10-228-0
;;7;4,97;5,11135;453;339;0-202-45-250-143-257-230-228-0

Run;7
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,72;7,28558;266;428;0-202-78-229-240-209-232-10-0
;;2;4,97;0,097363;395;386;0-202-45-250-143-257-10-228-0
;;3;4,97;0,097365;395;386;0-202-45-250-143-257-228-10-0
;;4;4,97;0,097367;452;321;0-202-45-250-143-230-228-10-0
;;5;4,97;0,097371;452;321;0-202-45-250-143-230-10-228-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,72;0,015139;266;428;0-202-78-229-240-209-232-10-0
;;2;5;1,60599;317;413;0-202-45-232-209-240-10-0
;;3;4,97;1,59461;395;386;0-202-45-250-143-257-10-228-0
;;4;4,97;1,60542;395;386;0-202-45-250-143-257-228-10-0
;;5;4,97;1,594;452;321;0-202-45-250-143-230-10-228-0
;;6;4,97;1,60353;452;321;0-202-45-250-143-230-228-10-0
;;7;4,79;9,71228;268;425;0-202-78-232-209-240-228-10-0

Run;8
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,97;0,095947;395;386;0-202-45-250-143-257-10-228-0
;;2;4,97;0,095949;395;386;0-202-45-250-143-257-228-10-0
;;3;4,97;0,095953;452;321;0-202-45-250-143-230-10-228-0
;;4;4,97;0,095954;452;321;0-202-45-250-143-230-228-10-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,72;0,001117;266;428;0-202-78-229-240-209-232-10-0
;;2;4,79;2,96242;268;425;0-202-78-232-209-240-10-228-0
;;3;5;0,706545;317;413;0-202-45-232-209-240-10-0
;;4;5;2,9328;319;392;0-202-45-232-209-240-228-0
;;5;4,97;1,97482;395;386;0-202-45-250-143-257-228-10-0
;;6;4,97;1,98548;395;386;0-202-45-250-143-257-10-228-0
;;7;4,97;3,78291;453;339;0-202-45-250-143-257-230-228-0

Run;9
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,97;0,096143;395;386;0-202-45-250-143-257-10-228-0
;;2;4,97;0,096145;395;386;0-202-45-250-143-257-228-10-0
;;3;4,97;0,096149;452;321;0-202-45-250-143-230-228-10-0
;;4;4,97;0,096152;452;321;0-202-45-250-143-230-10-228-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,72;0,002544;266;428;0-202-78-229-240-209-232-10-0
;;2;4,79;0,004089;268;425;0-202-78-232-209-240-228-10-0
;;3;5;4,2422;317;413;0-202-45-232-209-240-10-0
;;4;4,97;3,23668;395;386;0-202-45-250-143-257-228-10-0
;;5;4,97;3,23793;395;386;0-202-45-250-143-257-10-228-0
;;6;4,97;3,23731;452;321;0-202-45-250-143-230-10-228-0
;;7;4,97;3,2423;452;321;0-202-45-250-143-230-228-10-0

Run;10
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,72;0,191639;266;428;0-202-78-229-240-209-232-10-0
;;2;4,97;0,09555;395;386;0-202-45-250-143-257-10-228-0
;;3;4,97;0,095551;395;386;0-202-45-250-143-257-228-10-0
;;4;4,97;0,095556;452;321;0-202-45-250-143-230-10-228-0
;;5;4,97;0,095557;452;321;0-202-45-250-143-230-228-10-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;4,72;0,001103;266;428;0-202-78-229-240-209-232-10-0
;;2;4,79;4,20035;268;425;0-202-78-232-209-240-10-228-0
;;3;4,72;0,001714;302;404;0-202-11-229-240-209-232-10-0
;;4;4,79;4,19822;304;401;0-202-11-232-209-240-10-228-0
;;5;4,97;3,39568;395;386;0-202-45-250-143-257-228-10-0
;;6;4,97;3,40492;395;386;0-202-45-250-143-257-10-228-0
;;7;4,97;4,51732;453;339;0-202-45-250-143-257-230-228-0
