Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p292.txt;16;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;52,203;52,2041;20;29;18;37;14;15;
2;51,8499;51,85;17;20;13;7;13;18;
3;52,3471;52,3482;13;18;6;4;16;20;
4;52,1794;52,1811;15;22;12;16;14;21;
5;52,4988;52,4994;18;19;9;20;19;17;
6;52,2498;52,2517;17;36;14;18;11;33;
7;52,6426;52,6438;23;34;25;18;10;26;
8;53,5731;53,5736;18;20;14;11;19;14;
9;52,769;52,7694;14;18;18;13;12;16;
10;52,817;52,8184;15;25;2;11;15;22;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;15,88;30,2775;1351;1213;0-202-45-250-29-143-257-254-111-182-215-217-234-16-164-108-40-30-231-219-132-209-240-0
;;2;15,99;39,1695;1386;1200;0-202-45-250-143-257-244-217-234-164-16-108-40-231-211-73-248-5-1-2-67-4-0
;;3;15,88;10,9348;1484;1082;0-202-45-250-143-257-234-217-244-248-69-8-3-4-1-2-5-26-97-9-67-84-235-225-0
;;4;15,95;26,5951;1514;1042;0-202-45-250-143-257-96-248-69-1-6-4-5-2-9-67-26-97-144-31-246-213-87-62-0
;;5;15,86;46,9699;1556;1027;0-202-45-250-143-257-96-248-69-2-5-1-4-144-31-246-213-87-62-126-233-225-134-0
;;6;15,91;52,5289;1305;1286;0-202-45-250-143-257-254-215-217-244-211-73-234-164-16-108-40-231-219-132-209-240-10-0
;;7;15,91;52,6282;1277;1352;0-202-45-250-143-257-254-111-234-217-244-73-211-164-16-108-40-30-231-219-132-209-240-0
;;8;15,75;52,693;1252;1401;0-202-45-250-143-257-111-182-234-217-244-73-211-164-16-108-40-231-219-132-209-240-10-0
;;9;15,88;52,8902;1498;1049;0-202-45-250-29-143-257-254-182-215-96-248-8-69-1-2-5-4-26-97-9-67-84-238-225-0
;;10;15,95;52,8938;1480;1189;0-202-45-250-143-257-254-111-182-215-96-248-245-69-1-2-5-4-26-97-9-67-84-238-225-0
;;11;16;52,9151;1504;1043;0-202-45-250-143-257-254-214-182-215-96-248-69-1-2-5-4-26-97-9-67-84-238-225-0
;;12;15,87;52,9205;1288;1341;0-202-45-250-143-257-182-215-217-244-211-73-234-164-16-108-40-231-219-132-209-240-10-0
;;13;15,97;52,9274;1318;1283;0-202-45-250-143-254-176-53-234-217-244-73-211-164-16-108-40-231-219-132-209-240-10-0
;;14;15,93;53,0984;1302;1337;0-202-45-250-143-254-111-182-234-217-244-73-211-164-16-108-40-231-219-132-209-240-10-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;15,97;8,35628;878;1332;0-202-45-78-232-229-240-209-128-7-210-132-219-158-73-234-16-241-66-225-0
;;2;15,97;8,39459;914;1308;0-202-45-11-232-229-240-209-128-7-210-132-219-158-73-234-16-241-66-225-0
;;3;15,99;27,6895;942;1307;0-202-11-78-232-229-240-209-128-7-210-132-219-158-73-217-234-16-241-66-225-0
;;4;15,99;27,9134;942;1307;0-202-78-11-232-229-240-209-128-7-210-132-219-158-73-217-234-16-241-66-225-0
;;5;16;0,508151;1492;1004;0-11-229-240-209-134-155-237-7-210-132-217-234-16-108-231-96-248-69-1-84-225-202-0
;;6;15,98;52,2114;1026;1295;0-202-45-11-232-229-240-209-128-7-210-132-219-158-73-217-234-16-241-236-10-0
;;7;15,92;52,4664;1474;1045;0-202-11-240-209-134-155-7-210-132-219-217-234-16-108-231-96-248-69-1-84-225-0
;;8;15,79;52,6116;1260;1282;0-78-232-229-240-209-128-7-210-40-164-16-108-219-231-30-96-248-69-1-4-84-225-202-0
;;9;15,82;52,6417;1365;1251;0-11-229-240-209-128-7-210-132-40-164-16-108-219-231-30-96-248-69-1-4-84-225-202-0
;;10;15,98;52,6493;1441;1199;0-11-229-240-209-155-237-7-210-132-40-164-16-108-219-231-30-96-248-69-1-4-84-225-202-0
