Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p292.txt;19;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;68,5641;68,5668;25;38;12;21;22;25;
2;67,8832;67,8842;25;11;8;3;16;12;
3;67,8628;67,8638;18;27;20;21;16;20;
4;68,5423;68,5433;24;28;18;13;20;27;
5;68,0507;68,0514;21;26;28;12;20;19;
6;68,7842;68,7849;25;18;7;10;11;9;
7;68,1265;68,1283;20;15;3;9;11;14;
8;68,5861;68,5868;17;25;21;11;21;18;
9;69,6406;69,6422;20;14;20;17;14;16;
10;68,4129;68,4139;15;19;10;6;15;18;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;18,91;7,55198;1256;1653;0-202-45-250-143-257-111-28-244-211-73-16-108-40-219-231-30-49-164-241-132-7-66-84-240-10-0
;;2;18,89;32,2726;1430;1543;0-202-45-250-143-257-111-28-234-217-244-73-211-16-108-40-219-231-30-49-164-241-132-209-36-235-225-0
;;3;19;28,1581;1455;1524;0-202-45-250-143-257-234-217-244-73-211-16-108-40-219-231-30-49-137-164-241-132-102-7-210-128-209-10-0
;;4;18,86;47,4373;1617;1514;0-202-45-250-143-257-234-217-244-73-164-16-108-40-219-231-248-245-8-69-1-2-26-4-5-67-9-225-0
;;5;18,97;2,7515;1629;1502;0-202-232-209-240-102-132-219-40-30-231-164-16-108-234-217-244-211-73-96-248-69-1-2-26-4-5-84-0
;;6;18,97;29,5355;1629;1502;0-202-232-209-240-132-102-219-40-30-231-164-16-108-234-217-244-211-73-96-248-69-1-2-26-4-5-84-0
;;7;18,89;3,44514;1640;1498;0-202-45-250-143-257-182-244-217-234-164-16-108-40-219-231-30-49-211-73-96-248-69-1-5-26-4-134-0
;;8;18,92;35,7401;1645;1442;0-202-45-250-29-143-257-244-16-164-108-40-219-49-231-73-211-96-248-69-4-1-2-5-26-97-9-67-84-0
;;9;18,97;0,684836;1674;1432;0-202-45-250-143-257-254-244-217-234-164-16-108-40-219-231-30-49-137-211-73-96-248-69-1-26-5-4-84-0
;;10;18,97;6,86116;1674;1432;0-202-45-250-143-257-254-244-217-234-164-16-108-40-219-231-30-49-137-73-211-96-248-69-1-26-5-4-84-0
;;11;18,9;44,6713;1764;1356;0-202-45-250-143-257-254-111-214-182-217-234-16-108-40-219-231-96-248-69-26-2-1-67-4-5-84-225-0
;;12;18,9;30,9028;1776;1315;0-202-45-250-143-257-248-1-2-3-4-5-9-67-97-26-245-69-8-247-144-31-246-213-87-62-126-196-227-0
