Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p292.txt;11;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;30,918;30,9193;16;23;9;6;17;20;
2;30,9392;30,9405;17;32;15;6;13;23;
3;30,9155;30,9159;14;13;8;8;15;11;
4;30,944;30,9448;13;14;16;20;17;12;
5;31,2124;31,2137;17;18;7;8;19;20;
6;31,1665;31,1674;17;35;12;12;14;31;
7;31,2133;31,2139;14;20;8;10;16;12;
8;31,3773;31,3774;16;18;14;6;17;21;
9;31,6596;31,6609;17;33;10;0;20;33;
10;31,1957;31,1964;14;17;10;8;17;17;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;10,93;24,0799;790;916;0-202-45-250-143-257-111-244-16-108-231-219-209-240-10-0
;;2;10,99;2,77706;834;893;0-202-45-250-143-257-244-73-164-16-108-231-219-209-10-0
;;3;10,97;0,925011;919;861;0-202-45-250-143-244-234-164-16-108-231-219-209-240-10-0
;;4;10,99;19,1201;957;860;0-202-45-250-143-257-217-234-16-164-108-219-132-102-240-10-0
;;5;10,99;0,312575;1016;760;0-202-45-250-143-96-248-69-1-9-26-4-5-67-84-225-0
;;6;10,86;2,1572;1031;733;0-202-45-250-143-257-248-69-67-4-1-2-26-5-84-0
;;7;10,86;3,3928;1031;733;0-202-45-250-143-257-248-69-67-4-5-26-1-2-84-0
;;8;10,99;9,21455;1074;722;0-202-45-250-143-96-248-69-4-26-67-1-5-2-84-225-0
;;9;10,99;17,895;1074;722;0-202-45-250-143-96-248-69-4-26-67-5-1-2-84-225-0
;;10;10,83;30,9193;855;884;0-202-45-250-143-257-244-234-16-108-231-219-209-240-10-0
;;11;10,96;30,9268;991;828;0-202-45-250-143-217-234-164-16-108-231-219-209-240-10-0
;;12;10,78;30,9312;986;840;0-202-45-250-143-217-234-164-16-108-219-132-209-240-10-0
;;13;10,91;30,9381;848;891;0-202-45-250-143-244-234-164-16-108-219-231-241-240-10-0
;;14;10,79;30,9526;914;873;0-202-45-250-143-244-234-164-16-108-219-132-209-240-10-0
;;15;10,92;31,0048;879;878;0-202-45-250-143-257-182-234-164-16-108-219-209-240-10-0
;;16;10,99;31,1751;1024;744;0-202-45-250-143-96-248-69-5-26-4-1-67-84-225-227-0
;;17;10,85;31,1978;1008;783;0-202-45-250-143-257-96-248-69-1-26-4-5-67-84-225-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;10,91;0,53737;735;873;0-202-78-11-229-232-128-7-210-16-108-219-132-209-240-10-0
;;2;10,9;0,515566;764;850;0-11-78-202-45-250-143-257-244-16-219-132-209-240-10-0
;;3;10,93;0,525908;827;829;0-78-11-202-45-250-143-257-16-108-219-132-209-240-10-0
;;4;10,98;14,6293;933;818;0-202-45-250-143-257-96-248-69-1-67-9-4-26-5-225-0
;;5;10,98;14,6716;933;818;0-202-45-250-143-257-96-248-69-1-9-67-4-26-5-225-0
;;6;10,98;16,7809;933;818;0-202-45-250-143-257-96-248-69-67-9-1-4-26-5-225-0
;;7;10,98;16,794;933;818;0-202-45-250-143-257-96-248-69-67-9-4-1-26-5-225-0
;;8;10,98;16,7738;977;811;0-202-45-250-143-257-96-248-69-4-1-67-97-26-5-225-0
;;9;10,98;5,6634;991;780;0-202-45-250-143-257-96-248-69-26-2-4-5-1-67-225-0
;;10;10,98;14,6026;991;780;0-202-45-250-143-257-96-248-69-5-4-26-67-2-1-225-0
;;11;10,98;14,6276;991;780;0-202-45-250-143-257-96-248-69-67-5-4-26-2-1-225-0
;;12;10,98;14,6309;991;780;0-202-45-250-143-257-96-248-69-2-1-67-4-26-5-225-0
;;13;10,98;16,7793;991;780;0-202-45-250-143-257-96-248-69-67-2-1-4-26-5-225-0
;;14;10,98;16,7875;991;780;0-202-45-250-143-257-96-248-69-2-67-1-4-26-5-225-0
;;15;10,98;16,7922;991;780;0-202-45-250-143-257-96-248-69-67-2-4-1-26-5-225-0
;;16;10,98;16,7954;991;780;0-202-45-250-143-257-96-248-69-2-67-4-1-26-5-225-0
;;17;11;1,08941;1074;537;0-78-11-202-45-250-143-96-248-69-5-2-1-84-134-0
;;18;10,85;31,0973;1041;739;0-202-45-250-143-257-96-248-69-1-5-26-2-4-84-225-0
;;19;10,85;31,1062;1027;770;0-202-45-250-143-257-96-248-69-1-5-26-97-4-84-225-0
;;20;10,85;31,1625;1053;721;0-202-45-250-143-257-96-248-69-2-1-97-4-5-84-225-0

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;10,97;12,6808;919;861;0-202-45-250-143-244-234-164-16-108-231-219-209-240-10-0
;;2;10,99;18,5935;957;860;0-202-45-250-143-257-217-234-16-164-108-219-132-102-240-10-0
;;3;10,99;4,67696;1016;760;0-202-45-250-143-96-248-69-1-9-26-4-5-67-84-225-0
;;4;10,99;4,05805;1074;722;0-202-45-250-143-96-248-69-4-26-67-1-5-2-84-225-0
;;5;11;30,9444;779;947;0-202-45-250-143-257-244-73-211-16-164-108-219-132-240-0
;;6;10,96;30,9831;991;828;0-202-45-250-143-217-234-164-16-108-231-219-209-240-10-0
