Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p292.txt;18;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;62,0093;62,0103;18;27;7;18;12;16;
2;61,8831;61,884;23;20;9;12;16;21;
3;61,9535;61,9541;17;14;25;10;19;12;
4;62,2413;62,2421;16;30;17;24;12;30;
5;64,2275;64,2297;19;30;17;11;17;26;
6;63,165;63,1655;17;26;21;9;12;14;
7;63,2803;63,2817;17;14;12;8;13;20;
8;62,7708;62,7723;19;20;20;9;16;15;
9;62,8607;62,8616;15;24;32;15;15;24;
10;64,4919;64,4927;18;17;21;21;20;22;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;17,99;1,84179;1269;1562;0-202-45-250-143-257-111-28-217-244-73-211-16-108-40-219-231-30-49-137-164-241-132-209-240-10-0
;;2;17,59;57,0417;1323;1529;0-202-45-250-143-257-111-234-217-244-73-211-16-108-40-219-231-30-49-164-241-132-102-209-240-10-0
;;3;17,97;2,45822;1576;1365;0-202-45-250-143-257-234-217-244-73-164-16-108-40-219-231-30-96-248-69-67-1-2-3-4-5-225-0
;;4;17,9;55,7693;1730;1309;0-202-45-250-143-257-248-245-69-1-2-5-4-26-97-9-67-247-144-31-246-213-87-62-126-233-196-0
;;5;17,88;14,2389;1766;1241;0-202-45-250-143-257-254-96-248-69-1-2-5-4-26-97-9-67-247-144-31-246-213-87-62-126-233-225-0
;;6;17,99;3,72155;1772;1196;0-202-45-250-143-96-248-69-2-1-97-26-4-5-6-9-67-247-144-31-246-213-87-62-126-233-235-225-0
;;7;17,99;34,7602;1782;1195;0-202-45-250-143-96-248-69-2-4-5-1-9-67-26-97-247-144-31-246-213-87-62-126-233-225-134-0
;;8;17,81;62,025;1392;1460;0-202-45-250-143-182-215-234-217-244-73-211-16-108-40-219-231-30-49-164-241-132-102-209-240-10-0
;;9;17,97;62,0318;1314;1544;0-202-45-250-143-257-234-50-217-244-73-211-16-108-40-219-49-231-30-164-241-102-132-128-209-240-10-0
;;10;17,84;62,2652;1575;1445;0-202-45-250-143-257-244-217-234-164-16-108-40-219-231-30-73-211-96-248-69-5-1-2-26-4-225-0
;;11;17,84;62,3531;1379;1468;0-202-45-250-143-257-254-234-217-244-73-211-16-108-40-219-137-231-30-49-164-241-132-102-209-240-10-0
;;12;17,98;62,3569;1367;1479;0-202-45-250-143-111-215-234-217-244-73-211-16-108-40-219-231-30-49-164-241-132-102-209-240-10-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;17,98;7,01236;1573;1375;0-202-45-78-11-232-229-240-209-155-7-210-132-30-164-16-108-219-231-96-248-69-5-4-1-84-225-0
;;2;18;7,01846;1603;1349;0-202-45-78-11-229-240-209-155-237-7-210-132-30-164-16-108-219-231-96-248-69-5-4-1-84-43-225-0
;;3;17,94;11,5732;1789;1140;0-202-45-37-208-209-155-51-7-210-132-234-164-16-108-219-231-96-248-69-5-4-1-84-134-0
;;4;17,99;3,60331;1794;1139;0-202-45-37-208-134-209-155-237-7-210-217-234-164-16-108-219-231-96-248-69-5-4-1-84-225-0
;;5;17,97;11,8141;1795;1083;0-202-45-250-143-230-240-209-36-155-237-51-7-210-164-16-108-231-96-248-69-5-4-1-84-134-0
;;6;17,94;11,7637;1797;1058;0-202-45-37-208-209-36-155-51-7-210-132-234-164-16-108-231-96-248-69-5-4-1-84-134-0
;;7;17,91;62,1454;1427;1539;0-202-78-232-229-240-209-128-7-210-132-30-73-211-164-16-108-219-231-96-248-69-5-4-1-84-225-0
;;8;17,87;62,4451;1556;1409;0-202-78-11-229-240-209-155-237-7-210-132-30-73-211-164-16-108-219-231-96-248-69-5-4-1-84-225-0
