Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p292.txt;14;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;42,4573;42,4584;16;21;10;19;19;17;
2;42,6633;42,6643;16;25;16;6;14;18;
3;42,8591;42,8592;17;24;14;21;19;24;
4;42,2199;42,2205;15;19;14;9;14;12;
5;42,6228;42,6232;15;26;13;6;17;24;
6;42,781;42,7826;12;33;8;8;15;26;
7;42,8089;42,8098;16;36;13;8;14;25;
8;43,2632;43,2639;12;25;21;11;20;17;
9;42,8906;42,8908;14;25;11;20;11;22;
10;42,4781;42,4786;15;27;29;13;20;25;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;14;20,3306;1163;1158;0-202-45-250-143-257-254-111-28-244-217-234-164-16-108-231-219-132-240-10-0
;;2;13,96;21,1778;1190;1096;0-202-45-250-143-257-254-111-28-244-217-234-16-164-108-219-40-132-209-10-0
;;3;14;3,79633;1191;1082;0-202-45-250-143-257-254-111-28-244-217-234-164-16-108-231-219-132-102-10-0
;;4;13,87;25,4113;1214;1054;0-202-45-250-143-257-182-215-96-248-245-69-1-2-5-4-26-97-9-67-225-0
;;5;13,97;28,4009;1220;1040;0-202-45-250-143-257-254-182-96-248-97-26-245-69-1-2-67-4-5-9-225-0
;;6;13,85;1,26517;1230;1023;0-202-45-250-143-257-111-28-96-248-69-67-26-97-2-5-4-1-84-83-0
;;7;13,92;25,8385;1241;1017;0-202-45-250-143-257-254-96-248-8-245-69-1-97-26-4-5-6-9-67-84-225-0
;;8;13,93;31,3744;1306;1015;0-202-45-250-143-257-254-96-248-8-26-245-69-1-2-67-4-5-97-9-84-225-0
;;9;13,93;17,3699;1362;958;0-202-45-250-143-257-254-182-96-248-69-1-2-5-4-26-97-9-67-84-134-0
;;10;14;20,7597;1379;832;0-202-45-250-143-96-248-69-5-1-144-31-246-213-87-62-126-233-235-225-0
;;11;14;27,552;1390;821;0-202-45-250-143-96-248-69-2-5-1-144-31-246-213-87-62-126-233-225-0
;;12;13,76;42,79;925;1250;0-202-45-250-143-257-182-244-16-164-108-219-40-30-231-73-211-241-240-10-0
;;13;13,97;42,8505;1195;1059;0-202-45-250-143-257-254-111-96-248-67-1-9-4-2-97-26-245-69-5-225-0
;;14;13,93;44,1293;992;1247;0-202-45-250-143-257-182-234-16-164-108-219-40-30-231-73-211-241-240-10-0
;;15;13,96;44,1343;1108;1174;0-202-45-250-143-257-217-234-16-164-108-219-40-30-231-73-211-240-209-10-0
;;16;13,64;44,1383;1037;1204;0-202-45-250-143-257-217-234-16-164-108-219-40-30-231-73-211-241-240-10-0
;;17;13,76;44,141;900;1269;0-202-45-250-143-257-111-244-16-164-108-219-40-30-231-73-211-241-240-10-0
;;18;13,98;44,1574;1036;1207;0-202-45-250-143-257-244-234-16-164-108-219-40-30-231-73-211-240-209-10-0
;;19;13,8;44,1845;1043;1185;0-202-45-250-143-244-217-234-16-164-108-219-40-30-231-73-211-241-240-10-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
