Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p97.txt;15;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;2,11153;2,11167;16;17;0;0;16;17;
2;2,11488;2,1149;16;17;0;0;16;17;
3;2,11504;2,11924;16;15;0;0;16;15;
4;2,13259;2,1326;15;16;0;0;15;16;
5;2,08937;2,08943;16;17;0;0;16;17;
6;2,09972;2,10019;16;17;0;0;16;17;
7;2,08995;2,08997;15;16;0;0;15;16;
8;2,14522;2,14533;16;16;0;0;16;16;
9;2,14228;2,14234;16;17;0;0;16;17;
10;2,12522;2,12526;16;14;0;0;16;14;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;14,89;0,021308;371;374;44-38-41-89-15-80-13-44
;;2;14,9;0,591335;371;374;44-38-89-15-80-13-41-44
;;3;13,63;0,021301;372;366;44-38-41-15-14-13-80-44
;;4;14,31;0,021315;372;366;44-38-80-15-14-13-41-44
;;5;14,31;0,021319;372;366;44-38-41-80-15-14-13-44
;;6;14,96;0,042673;372;366;44-38-41-80-13-15-14-44
;;7;14,96;0,106317;372;366;44-38-80-13-15-14-41-44
;;8;13,63;0,741117;372;366;44-38-15-14-13-80-41-44
;;9;14,99;0,021299;394;333;44-38-41-15-14-89-80-44
;;10;14,99;0,021302;394;333;44-38-41-80-89-15-14-44
;;11;14,84;0,021304;394;333;44-38-41-80-15-14-89-44
;;12;14,99;0,021304;394;333;44-38-15-14-89-80-41-44
;;13;14,99;0,021306;394;333;44-38-80-89-15-14-41-44
;;14;14,84;0,021307;394;333;44-38-41-89-15-14-80-44
;;15;14,84;0,021312;394;333;44-38-80-15-14-89-41-44
;;16;14,85;0,18812;394;333;44-38-89-15-14-80-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;14,9;0,001699;371;374;44-38-89-15-80-13-41-44
;;2;14,89;0,003277;371;374;44-38-41-89-15-80-13-44
;;3;14,96;0,000181;372;366;44-38-41-80-13-15-14-44
;;4;14,31;0,002681;372;366;44-38-80-15-14-13-41-44
;;5;13,63;0,004768;372;366;44-38-41-15-14-13-80-44
;;6;14,31;0,282263;372;366;44-38-41-80-15-14-13-44
;;7;14,47;0,546949;372;366;44-15-14-13-80-41-38-44
;;8;14,47;0,547087;372;366;44-41-15-14-13-80-38-44
;;9;14,96;0,857921;372;366;44-38-80-13-15-14-41-44
;;10;14,99;0,0008;394;333;44-38-41-80-89-15-14-44
;;11;14,99;0,001637;394;333;44-38-80-89-15-14-41-44
;;12;14,84;0,002508;394;333;44-38-80-15-14-89-41-44
;;13;14,84;0,002852;394;333;44-38-41-80-15-14-89-44
;;14;14,99;0,003994;394;333;44-38-41-15-14-89-80-44
;;15;14,84;0,004829;394;333;44-38-41-89-15-14-80-44
;;16;14,85;0,857118;394;333;44-38-89-15-14-80-41-44
;;17;14,99;0,861631;394;333;44-38-15-14-89-80-41-44

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;14,89;0,021257;371;374;44-38-41-89-15-80-13-44
;;2;14,9;0,569201;371;374;44-38-89-15-80-13-41-44
;;3;13,63;0,021261;372;366;44-38-41-15-14-13-80-44
;;4;14,96;0,021265;372;366;44-38-41-80-13-15-14-44
;;5;14,31;0,042565;372;366;44-38-41-80-15-14-13-44
;;6;14,96;0,042571;372;366;44-38-80-13-15-14-41-44
;;7;14,31;0,274981;372;366;44-38-80-15-14-13-41-44
;;8;13,63;1,11773;372;366;44-38-15-14-13-80-41-44
;;9;14,99;0,021258;394;333;44-38-41-15-14-89-80-44
;;10;14,99;0,02126;394;333;44-38-15-14-89-80-41-44
;;11;14,99;0,021262;394;333;44-38-41-80-89-15-14-44
;;12;14,84;0,021266;394;333;44-38-41-80-15-14-89-44
;;13;14,99;0,021267;394;333;44-38-80-89-15-14-41-44
;;14;14,84;0,021269;394;333;44-38-80-15-14-89-41-44
;;15;14,84;0,04256;394;333;44-38-41-89-15-14-80-44
;;16;14,85;0,316938;394;333;44-38-89-15-14-80-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;14,89;0,000567;371;374;44-38-41-89-15-80-13-44
;;2;14,9;0,00173;371;374;44-38-89-15-80-13-41-44
;;3;14,96;0,00018;372;366;44-38-41-80-13-15-14-44
;;4;14,96;0,001948;372;366;44-38-80-13-15-14-41-44
;;5;14,31;0,00419;372;366;44-38-41-80-15-14-13-44
;;6;13,63;0,172345;372;366;44-38-41-15-14-13-80-44
;;7;14,31;0,4069;372;366;44-38-80-15-14-13-41-44
;;8;14,47;2,07746;372;366;44-41-15-14-13-80-38-44
;;9;14,47;2,07753;372;366;44-15-14-13-80-41-38-44
;;10;14,99;0,000338;394;333;44-38-41-80-89-15-14-44
;;11;14,84;0,000924;394;333;44-38-41-89-15-14-80-44
;;12;14,99;0,002107;394;333;44-38-80-89-15-14-41-44
;;13;14,84;0,003277;394;333;44-38-41-80-15-14-89-44
;;14;14,99;0,171877;394;333;44-38-41-15-14-89-80-44
;;15;14,85;0,405;394;333;44-38-89-15-14-80-41-44
;;16;14,84;0,406742;394;333;44-38-80-15-14-89-41-44
;;17;14,99;0,454283;394;333;44-38-15-14-89-80-41-44

Run;3
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;14,89;0,213268;371;374;44-38-41-89-15-80-13-44
;;2;14,9;0,548687;371;374;44-38-89-15-80-13-41-44
;;3;13,63;0,021277;372;366;44-38-41-15-14-13-80-44
;;4;14,31;0,021285;372;366;44-38-41-80-15-14-13-44
;;5;14,96;0,042928;372;366;44-38-41-80-13-15-14-44
;;6;14,96;0,042941;372;366;44-38-80-13-15-14-41-44
;;7;14,31;0,148738;372;366;44-38-80-15-14-13-41-44
;;8;13,63;0,91024;372;366;44-38-15-14-13-80-41-44
;;9;14,99;0,021276;394;333;44-38-41-15-14-89-80-44
