Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p97.txt;20;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;1,67225;1,67235;19;21;0;0;19;21;
2;1,67422;1,67425;21;26;0;0;21;26;
3;1,67545;1,67547;21;29;0;0;21;29;
4;1,67669;1,67673;20;27;0;0;20;27;
5;1,67266;1,67274;21;28;0;0;21;28;
6;1,67969;1,67978;21;28;0;0;21;28;
7;1,67553;1,67559;19;26;0;0;19;26;
8;1,68044;1,68046;21;25;0;0;21;25;
9;1,69426;1,69432;21;25;0;0;21;25;
10;1,67025;1,67027;20;25;0;0;20;25;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;19,94;1,57261;346;436;44-38-80-13-37-55-15-44
;;2;17,17;0,016887;459;405;44-38-41-15-14-13-80-89-44
;;3;17,48;0,016889;459;405;44-38-41-80-89-15-14-13-44
;;4;17,98;0,016891;459;405;44-38-41-80-13-15-14-89-44
;;5;17,86;0,016892;459;405;44-38-41-80-15-14-13-89-44
;;6;17,98;0,016894;459;405;44-38-80-13-15-14-89-41-44
;;7;18,5;0,016897;459;405;44-38-41-89-80-13-15-14-44
;;8;16,65;0,033429;459;405;44-38-41-89-15-14-13-80-44
;;9;17,17;0,033431;459;405;44-38-15-14-13-80-89-41-44
;;10;18,14;0,033434;459;405;44-38-41-80-13-89-15-14-44
;;11;18,14;0,033445;459;405;44-38-80-13-89-15-14-41-44
;;12;17,48;0,033446;459;405;44-38-80-89-15-14-13-41-44
;;13;19,13;0,0834;459;405;44-38-80-13-41-15-14-89-44
;;14;16,66;0,116534;459;405;44-38-89-15-14-13-80-41-44
;;15;17,86;0,116545;459;405;44-38-80-15-14-13-89-41-44
;;16;18,51;0,132915;459;405;44-38-89-80-13-15-14-41-44
;;17;19,85;0,099954;466;404;44-38-15-14-39-37-55-80-44
;;18;19,85;0,35378;466;404;44-38-15-14-55-37-39-80-44
;;19;19,85;0,520463;466;404;44-38-15-14-39-55-37-80-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;19,94;0,003379;346;436;44-38-80-13-37-55-15-44
;;2;19,94;0,009246;346;436;44-38-15-80-37-55-13-44
;;3;19,94;0,004327;388;415;44-38-80-55-39-13-15-44
;;4;18,5;0,001305;459;405;44-38-41-89-80-13-15-14-44
;;5;16,65;0,001375;459;405;44-38-41-89-15-14-13-80-44
;;6;18,14;0,002051;459;405;44-38-41-80-13-89-15-14-44
;;7;17,98;0,002126;459;405;44-38-41-80-13-15-14-89-44
;;8;17,17;0,002727;459;405;44-38-41-15-14-13-80-89-44
;;9;16,66;0,007702;459;405;44-38-89-15-14-13-80-41-44
;;10;18,14;0,007776;459;405;44-38-80-13-89-15-14-41-44
;;11;17,17;0,007847;459;405;44-38-15-14-13-80-89-41-44
;;12;17,98;0,008357;459;405;44-38-80-13-15-14-89-41-44
;;13;18,51;0,008925;459;405;44-38-89-80-13-15-14-41-44
;;14;17,86;0,01149;459;405;44-38-80-15-14-13-89-41-44
;;15;17,48;0,011756;459;405;44-38-41-80-89-15-14-13-44
;;16;19,85;0,006442;466;404;44-38-15-14-37-55-39-80-44
;;17;19,85;0,006582;466;404;44-38-15-14-39-37-55-80-44
;;18;19,85;0,007302;466;404;44-38-15-14-55-39-37-80-44
;;19;19,85;0,009956;466;404;44-38-15-14-55-37-39-80-44
;;20;19,85;0,011132;466;404;44-38-15-14-39-55-37-80-44
;;21;19,85;0,011214;466;404;44-38-15-14-37-39-55-80-44

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;19,43;0,01672;339;412;44-38-80-15-14-11-12-44
;;2;18,75;0,100457;339;412;44-38-15-14-11-12-80-44
;;3;17,17;0,016718;459;405;44-38-41-15-14-13-80-89-44
;;4;18,14;0,016721;459;405;44-38-80-13-89-15-14-41-44
;;5;17,86;0,016723;459;405;44-38-41-80-15-14-13-89-44
;;6;17,98;0,016723;459;405;44-38-41-80-13-15-14-89-44
;;7;18,14;0,016726;459;405;44-38-41-80-13-89-15-14-44
;;8;17,98;0,016727;459;405;44-38-80-13-15-14-89-41-44
;;9;16,66;0,033538;459;405;44-38-89-15-14-13-80-41-44
;;10;16,65;0,033543;459;405;44-38-41-89-15-14-13-80-44
;;11;17,17;0,033544;459;405;44-38-15-14-13-80-89-41-44
;;12;17,48;0,033552;459;405;44-38-80-89-15-14-13-41-44
;;13;18,5;0,050429;459;405;44-38-41-89-80-13-15-14-44
;;14;17,48;0,100445;459;405;44-38-41-80-89-15-14-13-44
;;15;19,13;0,117185;459;405;44-38-80-13-41-15-14-89-44
;;16;18,51;0,133784;459;405;44-38-89-80-13-15-14-41-44
;;17;17,86;0,26747;459;405;44-38-80-15-14-13-89-41-44
;;18;19,85;0,016731;466;404;44-38-15-14-39-55-37-80-44
;;19;19,85;0,067086;466;404;44-38-15-14-39-37-55-80-44
;;20;19,85;0,167104;466;404;44-38-15-14-37-39-55-80-44
;;21;19,85;0,903409;466;404;44-38-15-14-55-37-39-80-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;19,94;0,001457;346;436;44-38-80-13-37-55-15-44
;;2;19,94;0,009267;346;436;44-38-15-80-55-37-13-44
;;3;19,94;0,054758;346;436;44-38-15-80-37-55-13-44
;;4;19,94;0,002175;388;415;44-38-80-55-39-13-15-44
;;5;19,94;0,009575;388;415;44-38-15-80-39-55-13-44
;;6;19,94;0,013295;388;415;44-38-15-80-55-39-13-44
;;7;18,5;0,000863;459;405;44-38-41-89-80-13-15-14-44
;;8;18,14;0,001281;459;405;44-38-41-80-13-89-15-14-44
;;9;17,48;0,003405;459;405;44-38-41-80-89-15-14-13-44
;;10;16,65;0,005787;459;405;44-38-41-89-15-14-13-80-44
;;11;17,17;0,006567;459;405;44-38-41-15-14-13-80-89-44
;;12;17,98;0,006842;459;405;44-38-41-80-13-15-14-89-44
;;13;18,51;0,008297;459;405;44-38-89-80-13-15-14-41-44
;;14;16,66;0,00837;459;405;44-38-89-15-14-13-80-41-44
;;15;18,14;0,008584;459;405;44-38-80-13-89-15-14-41-44
;;16;17,86;0,011011;459;405;44-38-80-15-14-13-89-41-44
;;17;17,98;0,011093;459;405;44-38-80-13-15-14-89-41-44
;;18;17,17;0,013037;459;405;44-38-15-14-13-80-89-41-44
;;19;17,86;0,015381;459;405;44-38-41-80-15-14-13-89-44
;;20;17,48;0,038722;459;405;44-38-80-89-15-14-13-41-44
;;21;19,85;0,005937;466;404;44-38-15-14-39-37-55-80-44
;;22;19,85;0,006019;466;404;44-38-15-14-55-39-37-80-44
;;23;19,85;0,006091;466;404;44-38-15-14-37-55-39-80-44
;;24;19,85;0,02825;466;404;44-38-15-14-55-37-39-80-44
;;25;19,85;0,028774;466;404;44-38-15-14-39-55-37-80-44
;;26;19,85;0,035978;466;404;44-38-15-14-37-39-55-80-44

Run;3
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;19,43;0,117064;339;412;44-38-80-15-14-11-12-44
;;2;18,75;0,133843;339;412;44-38-15-14-11-12-80-44
;;3;17,17;0,016774;459;405;44-38-41-15-14-13-80-89-44
;;4;17,98;0,016775;459;405;44-38-41-80-13-15-14-89-44
;;5;17,98;0,016777;459;405;44-38-80-13-15-14-89-41-44
;;6;17,17;0,016779;459;405;44-38-15-14-13-80-89-41-44
;;7;18,14;0,01678;459;405;44-38-41-80-13-89-15-14-44
;;8;18,5;0,016782;459;405;44-38-41-89-80-13-15-14-44
;;9;19,13;0,016784;459;405;44-38-80-13-41-15-14-89-44
;;10;18,14;0,016786;459;405;44-38-80-13-89-15-14-41-44
;;11;16,66;0,033354;459;405;44-38-89-15-14-13-80-41-44
;;12;17,86;0,033361;459;405;44-38-41-80-15-14-13-89-44
;;13;16,65;0,050012;459;405;44-38-41-89-15-14-13-80-44
;;14;17,48;0,066717;459;405;44-38-41-80-89-15-14-13-44
;;15;17,48;0,25015;459;405;44-38-80-89-15-14-13-41-44
;;16;17,86;0,283341;459;405;44-38-80-15-14-13-89-41-44
;;17;18,51;0,29997;459;405;44-38-89-80-13-15-14-41-44
;;18;19,85;0,08363;466;404;44-38-15-14-55-37-39-80-44
;;19;19,85;0,250135;466;404;44-38-15-14-39-55-37-80-44
;;20;19,85;0,487591;466;404;44-38-15-14-39-37-55-80-44
;;21;19,85;0,834989;466;404;44-38-15-14-37-39-55-80-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;19,94;0,001526;346;436;44-38-80-13-37-55-15-44
;;2;19,94;0,009759;346;436;44-38-15-80-55-37-13-44
;;3;19,94;0,039873;346;436;44-38-80-37-55-13-15-44
;;4;19,94;0,043974;346;436;44-38-80-55-37-13-15-44
;;5;19,94;0,187463;346;436;44-38-15-80-37-55-13-44
;;6;19,94;0,010767;388;415;44-38-15-80-55-39-13-44
;;7;19,94;0,04224;388;415;44-38-80-55-39-13-15-44
;;8;19,94;0,0436;388;415;44-38-80-39-55-13-15-44
;;9;19,94;0,180314;388;415;44-38-15-80-39-55-13-44
;;10;17,17;0,000331;459;405;44-38-41-15-14-13-80-89-44
;;11;16,65;0,000402;459;405;44-38-41-89-15-14-13-80-44
;;12;17,48;0,000915;459;405;44-38-41-80-89-15-14-13-44
;;13;18,14;0,000984;459;405;44-38-41-80-13-89-15-14-44
;;14;17,98;0,001057;459;405;44-38-41-80-13-15-14-89-44
;;15;18,5;0,001128;459;405;44-38-41-89-80-13-15-14-44
;;16;18,14;0,003492;459;405;44-38-80-13-89-15-14-41-44
;;17;16,66;0,003563;459;405;44-38-89-15-14-13-80-41-44
;;18;17,98;0,003856;459;405;44-38-80-13-15-14-89-41-44
;;19;18,51;0,00431;459;405;44-38-89-80-13-15-14-41-44
;;20;17,48;0,009133;459;405;44-38-80-89-15-14-13-41-44
;;21;17,86;0,011795;459;405;44-38-41-80-15-14-13-89-44
;;22;17,86;0,17866;459;405;44-38-80-15-14-13-89-41-44
;;23;17,17;0,178729;459;405;44-38-15-14-13-80-89-41-44
;;24;19,85;0,005152;466;404;44-38-15-14-55-37-39-80-44
;;25;19,85;0,005772;466;404;44-38-15-14-37-55-39-80-44
;;26;19,85;0,006011;466;404;44-38-15-14-39-37-55-80-44
