Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p97.txt;7;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;0,566522;0,566543;2;4;0;0;2;4;
2;0,575328;0,57534;2;4;0;0;2;4;
3;0,573433;0,573446;2;4;0;0;2;4;
4;0,565966;0,565995;2;4;0;0;2;4;
5;0,577504;0,577508;2;4;0;0;2;4;
6;0,564835;0,564851;2;4;0;0;2;4;
7;0,572622;0,57263;2;4;0;0;2;4;
8;0,571422;0,571458;2;4;0;0;2;4;
9;0,577736;0,577749;2;4;0;0;2;4;
10;0,567336;0,567339;2;4;0;0;2;4;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;5,14;0,005894;127;170;44-38-41-80-44
;;2;5,14;0,005896;127;170;44-38-80-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;5,14;5,4e-05;127;170;44-38-41-80-44
;;2;5,14;0,000211;127;170;44-38-80-41-44
;;3;5,98;0,000753;127;170;44-41-80-38-44
;;4;5,98;0,001069;127;170;44-80-41-38-44

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;5,14;0,005924;127;170;44-38-41-80-44
;;2;5,14;0,005925;127;170;44-38-80-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;5,14;5,1e-05;127;170;44-38-41-80-44
;;2;5,14;9,3e-05;127;170;44-38-80-41-44
;;3;5,98;0,000714;127;170;44-41-80-38-44
;;4;5,98;0,000749;127;170;44-80-41-38-44

Run;3
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;5,14;0,005771;127;170;44-38-41-80-44
;;2;5,14;0,005773;127;170;44-38-80-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;5,14;5,2e-05;127;170;44-38-41-80-44
;;2;5,14;0,00026;127;170;44-38-80-41-44
;;3;5,98;0,000349;127;170;44-41-80-38-44
;;4;5,98;0,000417;127;170;44-80-41-38-44

Run;4
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;5,14;0,006042;127;170;44-38-41-80-44
;;2;5,14;0,006045;127;170;44-38-80-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;5,14;5,3e-05;127;170;44-38-41-80-44
;;2;5,14;9,3e-05;127;170;44-38-80-41-44
;;3;5,98;0,001004;127;170;44-41-80-38-44
;;4;5,98;0,001316;127;170;44-80-41-38-44

Run;5
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;5,14;0,005794;127;170;44-38-41-80-44
;;2;5,14;0,005796;127;170;44-38-80-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
