Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p97.txt;4;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;0,809494;0,809559;2;2;0;0;2;2;
2;0,812211;0,812217;2;2;0;0;2;2;
3;0,807085;0,80711;2;2;0;0;2;2;
4;0,80491;0,804923;2;2;0;0;2;2;
5;0,816705;0,816764;2;2;0;0;2;2;
6;0,806638;0,806648;2;2;0;0;2;2;
7;0,804467;0,804476;2;2;0;0;2;2;
8;0,809873;0,809928;2;2;0;0;2;2;
9;0,809164;0,809223;2;2;0;0;2;2;
10;0,808421;0,808448;2;2;0;0;2;2;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;0,008257;86;145;44-38-80-44
;;2;2,8;0,008259;121;72;44-38-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;0,00019;86;145;44-38-80-44
;;2;3,64;3,1e-05;121;72;44-41-38-44

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;0,008446;86;145;44-38-80-44
;;2;2,8;0,008448;121;72;44-38-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;0,000144;86;145;44-38-80-44
;;2;3,64;2,7e-05;121;72;44-41-38-44

Run;3
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;0,008285;86;145;44-38-80-44
;;2;2,8;0,008287;121;72;44-38-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;0,000195;86;145;44-38-80-44
;;2;3,64;2,9e-05;121;72;44-41-38-44

Run;4
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;0,008471;86;145;44-38-80-44
;;2;2,8;0,008473;121;72;44-38-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;9,6e-05;86;145;44-38-80-44
;;2;3,64;2,7e-05;121;72;44-41-38-44

Run;5
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;0,008333;86;145;44-38-80-44
;;2;2,8;0,008335;121;72;44-38-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;0,000122;86;145;44-38-80-44
;;2;3,64;2,9e-05;121;72;44-41-38-44

Run;6
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;0,008527;86;145;44-38-80-44
;;2;2,8;0,008529;121;72;44-38-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;9,7e-05;86;145;44-38-80-44
;;2;3,64;2,8e-05;121;72;44-41-38-44

Run;7
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;0,008365;86;145;44-38-80-44
;;2;2,8;0,008368;121;72;44-38-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;0,000146;86;145;44-38-80-44
;;2;3,64;2,8e-05;121;72;44-41-38-44

Run;8
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;0,008537;86;145;44-38-80-44
;;2;2,8;0,008539;121;72;44-38-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;9,7e-05;86;145;44-38-80-44
;;2;3,64;2,7e-05;121;72;44-41-38-44

Run;9
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;0,008194;86;145;44-38-80-44
;;2;2,8;0,008197;121;72;44-38-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;0,000166;86;145;44-38-80-44
;;2;3,64;2,7e-05;121;72;44-41-38-44

Run;10
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;0,008151;86;145;44-38-80-44
;;2;2,8;0,008153;121;72;44-38-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;3,88;9,7e-05;86;145;44-38-80-44
;;2;3,64;2,8e-05;121;72;44-41-38-44
