Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p97.txt;18;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;1,5416;1,5416;10;9;0;0;10;9;
2;1,53703;1,53703;10;9;0;0;10;9;
3;1,54194;1,54197;9;9;0;0;9;9;
4;1,56308;1,56313;10;9;0;0;10;9;
5;1,55245;1,55354;10;9;0;0;10;9;
6;1,57995;1,58002;10;9;0;0;10;9;
7;1,55006;1,55007;10;9;0;0;10;9;
8;1,57036;1,5704;10;9;0;0;10;9;
9;1,55378;1,55393;10;9;0;0;10;9;
10;1,54994;1,54998;10;9;0;0;10;9;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;17,86;0,015431;459;405;44-38-41-80-15-14-13-89-44
;;2;16,65;0,015432;459;405;44-38-41-89-15-14-13-80-44
;;3;17,17;0,015433;459;405;44-38-41-15-14-13-80-89-44
;;4;17,98;0,015434;459;405;44-38-41-80-13-15-14-89-44
;;5;16,66;0,015435;459;405;44-38-89-15-14-13-80-41-44
;;6;17,17;0,015437;459;405;44-38-15-14-13-80-89-41-44
;;7;17,98;0,015439;459;405;44-38-80-13-15-14-89-41-44
;;8;17,86;0,015442;459;405;44-38-80-15-14-13-89-41-44
;;9;17,48;0,031044;459;405;44-38-41-80-89-15-14-13-44
;;10;17,48;0,046795;459;405;44-38-80-89-15-14-13-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;17,48;0,000167;459;405;44-38-41-80-89-15-14-13-44
;;2;16,65;0,000247;459;405;44-38-41-89-15-14-13-80-44
;;3;17,98;0,002327;459;405;44-38-41-80-13-15-14-89-44
;;4;17,86;0,003621;459;405;44-38-41-80-15-14-13-89-44
;;5;16,66;0,012491;459;405;44-38-89-15-14-13-80-41-44
;;6;17,98;0,016504;459;405;44-38-80-13-15-14-89-41-44
;;7;17,86;0,018002;459;405;44-38-80-15-14-13-89-41-44
;;8;17,48;0,019701;459;405;44-38-80-89-15-14-13-41-44
;;9;17,49;0,072878;459;405;44-41-89-15-14-13-80-38-44

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;16,65;0,015572;459;405;44-38-41-89-15-14-13-80-44
;;2;17,86;0,015573;459;405;44-38-41-80-15-14-13-89-44
;;3;17,17;0,015574;459;405;44-38-41-15-14-13-80-89-44
;;4;17,48;0,015576;459;405;44-38-41-80-89-15-14-13-44
;;5;17,98;0,015577;459;405;44-38-41-80-13-15-14-89-44
;;6;17,98;0,015579;459;405;44-38-80-13-15-14-89-41-44
;;7;17,86;0,015582;459;405;44-38-80-15-14-13-89-41-44
;;8;16,66;0,031295;459;405;44-38-89-15-14-13-80-41-44
;;9;17,48;0,046659;459;405;44-38-80-89-15-14-13-41-44
;;10;17,17;0,876852;459;405;44-38-15-14-13-80-89-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;17,48;0,000165;459;405;44-38-41-80-89-15-14-13-44
;;2;17,86;0,001376;459;405;44-38-41-80-15-14-13-89-44
;;3;17,98;0,002393;459;405;44-38-41-80-13-15-14-89-44
;;4;16,65;0,00479;459;405;44-38-41-89-15-14-13-80-44
;;5;16,66;0,11331;459;405;44-38-89-15-14-13-80-41-44
;;6;17,48;0,113668;459;405;44-38-80-89-15-14-13-41-44
;;7;17,98;0,114883;459;405;44-38-80-13-15-14-89-41-44
;;8;17,86;0,119824;459;405;44-38-80-15-14-13-89-41-44
;;9;17,49;0,221837;459;405;44-41-89-15-14-13-80-38-44

Run;3
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;17,86;0,015358;459;405;44-38-41-80-15-14-13-89-44
;;2;17,17;0,015359;459;405;44-38-41-15-14-13-80-89-44
;;3;16,65;0,01536;459;405;44-38-41-89-15-14-13-80-44
;;4;17,98;0,015362;459;405;44-38-80-13-15-14-89-41-44
;;5;17,98;0,015363;459;405;44-38-41-80-13-15-14-89-44
;;6;16,66;0,015365;459;405;44-38-89-15-14-13-80-41-44
;;7;17,48;0,015366;459;405;44-38-41-80-89-15-14-13-44
;;8;17,48;0,015371;459;405;44-38-80-89-15-14-13-41-44
;;9;17,86;0,015372;459;405;44-38-80-15-14-13-89-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;17,48;0,000162;459;405;44-38-41-80-89-15-14-13-44
;;2;17,98;0,000325;459;405;44-38-41-80-13-15-14-89-44
;;3;16,65;0,000404;459;405;44-38-41-89-15-14-13-80-44
;;4;17,49;0,021086;459;405;44-41-89-15-14-13-80-38-44
;;5;16,66;0,022562;459;405;44-38-89-15-14-13-80-41-44
;;6;17,48;0,023539;459;405;44-38-80-89-15-14-13-41-44
;;7;17,86;0,023628;459;405;44-38-80-15-14-13-89-41-44
;;8;17,98;0,023696;459;405;44-38-80-13-15-14-89-41-44
;;9;17,86;0,096799;459;405;44-38-41-80-15-14-13-89-44

Run;4
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;16,65;0,015936;459;405;44-38-41-89-15-14-13-80-44
;;2;17,86;0,015937;459;405;44-38-41-80-15-14-13-89-44
;;3;17,17;0,015938;459;405;44-38-41-15-14-13-80-89-44
;;4;16,66;0,01594;459;405;44-38-89-15-14-13-80-41-44
;;5;17,98;0,015941;459;405;44-38-80-13-15-14-89-41-44
;;6;17,98;0,015943;459;405;44-38-41-80-13-15-14-89-44
;;7;17,48;0,031438;459;405;44-38-41-80-89-15-14-13-44
;;8;17,86;0,03144;459;405;44-38-80-15-14-13-89-41-44
;;9;17,48;0,093957;459;405;44-38-80-89-15-14-13-41-44
;;10;17,17;1,10192;459;405;44-38-15-14-13-80-89-41-44

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;17,48;0,000168;459;405;44-38-41-80-89-15-14-13-44
;;2;17,98;0,001009;459;405;44-38-41-80-13-15-14-89-44
;;3;16,65;0,00126;459;405;44-38-41-89-15-14-13-80-44
;;4;16,66;0,007168;459;405;44-38-89-15-14-13-80-41-44
;;5;17,48;0,008015;459;405;44-38-80-89-15-14-13-41-44
;;6;17,86;0,009895;459;405;44-38-80-15-14-13-89-41-44
;;7;17,98;0,010366;459;405;44-38-80-13-15-14-89-41-44
