Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p559.txt;125;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;71,1937;71,1986;6;47;15;4;13;20;
2;71,0009;71,0016;8;29;6;7;4;27;
3;71,3482;71,3562;2;25;0;1;2;25;
4;71,2421;71,2433;3;416;1;2;4;6;
5;71,3084;71,3123;3;31;3;7;3;16;
6;71,6379;71,6381;6;26;6;5;4;9;
7;72,3888;72,3941;4;89;14;1;5;7;
8;72,1625;72,1672;3;40;0;3;3;23;
9;71,7781;71,7826;7;39;6;9;6;16;
10;71,6755;71,6764;1;63;0;4;1;34;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;124,942;31,3939;1507;1922;0-321-484-486-479-84-82-489-477-80-478-116-470-469-467-183-471-473-441-447-445-440-443-438-442-208-182-459-457-159-0
;;2;124,942;34,2573;1507;1922;0-321-484-486-479-84-82-489-477-80-478-116-470-469-467-183-471-473-441-447-445-440-443-438-442-182-208-459-457-159-0
;;3;124,55;50,656;1612;1885;0-159-89-91-100-374-104-341-422-423-383-109-342-330-367-369-329-328-332-334-337-324-336-333-327-335-331-339-360-55-455-480-0
;;4;124,84;71,2864;1593;1905;0-480-455-454-360-339-331-335-327-333-336-332-334-337-324-328-329-367-369-330-342-109-383-423-422-341-104-374-100-91-89-159-0
;;5;124,95;71,2946;1656;1875;0-480-455-55-454-360-339-331-335-327-333-336-332-334-337-324-328-329-330-369-367-109-383-423-422-341-104-374-100-91-89-159-0
;;6;124,81;71,4731;1707;1827;0-480-455-55-454-358-339-335-327-331-333-336-332-334-337-324-328-369-367-330-342-109-383-423-422-341-104-374-100-91-89-159-0
;;7;124,6;71,8104;1668;1846;0-480-455-55-454-360-339-331-335-327-333-336-332-334-337-324-328-330-367-342-109-383-423-422-341-104-374-100-91-89-159-0
;;8;124,82;81,882;1679;1840;0-480-455-55-360-359-356-339-331-335-327-333-336-334-337-324-328-329-367-369-330-109-383-422-341-104-374-100-91-89-159-0
;;9;124,99;87,2292;1714;1818;0-480-455-454-360-359-356-339-331-335-327-333-336-324-337-334-332-328-329-330-367-109-383-422-341-104-374-100-98-89-159-0
;;10;124,95;87,867;1828;1740;0-480-455-55-454-358-359-356-339-331-335-327-333-336-332-334-337-324-328-330-367-109-383-422-341-104-374-100-98-89-159-0
;;11;124,61;89,0841;1705;1832;0-159-89-100-374-104-341-422-423-383-109-330-367-369-329-328-324-337-332-334-336-333-327-335-331-339-356-323-359-360-55-455-51-0
;;12;124,84;89,154;1752;1804;0-87-89-100-374-104-341-422-423-383-109-330-367-369-329-328-324-337-332-334-336-333-327-335-331-339-356-323-359-360-55-455-51-0
;;13;125;89,1682;1791;1769;0-87-89-91-100-374-104-341-422-423-383-109-330-367-369-328-324-337-332-334-336-333-327-335-331-339-356-323-359-360-55-455-51-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;124,9;25,2725;1755;1979;0-480-92-455-55-454-360-359-356-339-331-335-327-333-334-325-324-337-328-329-330-367-369-342-109-107-341-104-374-91-89-159-0
;;2;124,87;5,25396;1810;1901;0-159-89-91-100-374-104-341-107-109-342-330-369-367-329-328-337-324-332-325-334-336-333-331-335-327-339-323-356-359-358-454-455-51-0
;;3;124,87;5,2692;1810;1901;0-159-89-91-100-374-104-341-107-109-342-330-369-367-329-328-337-324-332-325-334-336-333-331-335-327-339-356-323-359-358-454-455-51-0
;;4;124,87;5,32168;1810;1901;0-159-89-91-100-374-104-341-107-109-342-330-369-367-329-328-334-325-332-324-337-336-333-331-335-327-339-356-323-359-358-454-455-51-0
