Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p559.txt;150;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;103,171;103,175;4;89;6;0;4;89;
2;109,599;109,602;3;49;3;1;4;50;
3;110,441;110,448;8;88;6;0;3;88;
4;110,376;110,389;5;190;15;0;7;190;
5;110,729;110,73;4;29;0;0;4;29;
6;108,698;108,713;4;22;10;0;6;22;
7;109,157;109,164;4;153;5;0;5;153;
8;111,646;111,648;3;245;1;3;4;142;
9;110,936;110,939;8;51;3;2;4;52;
10;109,788;109,802;3;84;4;3;6;81;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;149,74;56,6876;2126;2572;0-159-89-91-100-374-104-341-107-109-383-423-422-2-427-426-179-420-342-330-369-367-368-339-331-335-327-333-336-329-324-337-334-325-198-338-323-356-359-360-55-455-480-0
;;2;149,97;103,181;2176;2552;0-87-89-91-100-374-104-341-107-109-383-423-422-2-427-426-179-420-342-330-369-367-368-339-331-335-327-333-336-329-324-337-332-334-325-198-338-323-356-359-360-55-455-51-0
;;3;149,74;105,523;2244;2540;0-87-89-91-100-374-104-341-107-109-383-423-422-2-427-426-179-420-342-369-367-368-339-331-335-327-333-336-326-337-324-332-334-325-198-338-323-356-359-360-454-55-455-51-0
;;4;149,58;105,879;2317;2431;0-483-87-89-98-100-374-104-341-107-383-423-422-2-427-426-179-338-198-325-334-332-324-337-326-328-329-336-333-331-335-327-339-323-356-359-358-55-454-455-92-480-159-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;149,899;11,9236;2188;2257;0-321-484-84-82-475-493-494-457-182-208-459-456-437-293-181-460-363-198-325-334-332-324-337-329-328-336-333-335-327-331-339-356-323-359-360-55-455-51-0
;;2;149,899;11,9433;2188;2257;0-321-484-84-82-475-493-494-457-182-208-459-456-437-293-181-460-363-198-325-334-332-324-337-328-329-336-333-335-327-331-339-356-323-359-360-55-455-51-0
;;3;149,899;11,9754;2188;2257;0-321-484-84-82-475-493-494-457-208-182-459-456-437-293-181-460-363-198-325-334-332-324-337-328-329-336-333-335-327-331-339-356-323-359-360-55-455-51-0
;;4;149,959;12,1192;2213;2248;0-321-484-84-82-475-493-494-457-208-182-459-456-437-293-181-460-363-413-198-325-334-332-324-329-328-336-333-331-327-335-339-356-323-359-360-55-455-51-0
;;5;149,519;12,132;2259;2238;0-321-484-84-82-475-493-494-457-208-182-459-456-437-293-181-460-363-413-198-325-334-332-324-337-328-336-333-331-327-335-339-356-323-359-360-55-455-51-0
;;6;149,679;12,1714;2287;2187;0-321-484-84-82-475-493-494-457-208-182-459-456-437-293-181-460-363-413-365-198-325-334-332-324-337-328-336-333-331-327-335-339-356-323-359-358-455-480-0
;;7;149,679;34,4317;2287;2187;0-321-484-84-82-475-493-494-457-182-208-459-456-437-293-181-460-413-363-365-198-325-334-332-324-337-328-336-333-331-327-335-339-323-356-359-358-455-480-0
;;8;149,679;36,6527;2287;2187;0-321-484-84-82-475-493-494-457-182-208-459-456-437-293-181-460-363-413-365-198-325-334-332-324-337-328-336-333-331-327-335-339-323-356-359-358-455-480-0
;;9;149,059;40,779;2289;2140;0-321-484-84-475-493-494-457-182-208-459-456-437-293-181-460-363-413-365-198-325-334-332-324-337-326-328-336-333-331-327-335-339-323-356-359-358-455-480-0
;;10;149,059;40,8116;2289;2140;0-321-484-84-475-493-494-457-182-208-459-456-437-293-181-460-363-413-365-198-325-334-332-324-337-326-328-336-333-331-327-335-339-356-323-359-358-455-480-0
;;11;149,859;40,797;2290;2121;0-321-484-82-475-493-494-457-182-208-459-456-437-293-181-460-363-413-365-198-325-334-332-324-337-326-328-336-333-331-327-335-339-356-323-359-358-455-480-0
;;12;149,659;34,3789;2306;2104;0-321-484-84-82-475-493-494-457-182-208-459-456-293-181-460-413-363-365-198-325-334-332-324-337-326-328-336-333-331-335-327-339-323-356-359-358-455-480-0
;;13;149,769;13,1945;2338;2059;0-321-477-78-489-80-82-475-493-494-457-182-208-459-293-181-460-363-413-365-198-325-334-332-337-324-328-336-333-331-335-327-339-356-323-359-358-455-480-0
;;14;149,769;13,6135;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-363-413-365-198-325-334-332-337-324-328-336-333-331-335-327-339-356-323-359-358-455-480-0
;;15;149,769;13,6484;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-363-413-365-198-325-334-332-337-324-328-336-333-331-335-327-339-323-356-359-358-455-480-0
;;16;149,769;13,6734;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-363-413-365-198-325-334-332-324-337-328-336-333-327-335-331-339-323-356-359-358-455-480-0
;;17;149,769;13,686;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-363-413-365-198-325-334-332-324-337-328-336-333-331-335-327-339-323-356-359-358-455-480-0
;;18;149,769;13,9827;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-363-413-365-198-325-334-332-324-337-328-336-333-331-327-335-339-323-356-359-358-455-480-0
;;19;149,769;14,0533;2338;2059;0-321-477-78-489-80-82-475-493-494-457-182-208-459-293-181-460-363-413-365-198-325-334-332-324-337-328-336-333-331-327-335-339-323-356-359-358-455-480-0
;;20;149,769;14,6261;2338;2059;0-321-477-78-489-80-82-475-493-494-457-182-208-459-293-181-460-363-413-365-198-325-334-332-324-337-328-336-333-331-335-327-339-323-356-359-358-455-480-0
;;21;149,769;18,8557;2338;2059;0-321-477-78-489-80-82-475-493-494-457-182-208-459-293-181-460-363-413-365-198-325-334-332-337-324-328-336-333-331-327-335-339-323-356-359-358-455-480-0
;;22;149,769;18,9955;2338;2059;0-321-477-78-489-80-82-475-493-494-457-182-208-459-293-181-460-413-363-365-198-325-334-332-337-324-328-336-333-331-327-335-339-323-356-359-358-455-480-0
;;23;149,769;19,3174;2338;2059;0-321-477-78-489-80-82-475-493-494-457-182-208-459-293-181-460-413-363-365-198-325-334-332-324-337-328-336-333-331-327-335-339-323-356-359-358-455-480-0
;;24;149,769;19,6844;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-413-363-365-198-325-334-332-324-337-328-336-333-331-327-335-339-323-356-359-358-455-480-0
;;25;149,769;20,6908;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-413-363-365-198-325-334-332-324-337-328-336-333-331-335-327-339-356-323-359-358-455-480-0
;;26;149,769;20,9444;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-413-363-365-198-325-334-332-337-324-328-336-333-331-335-327-339-356-323-359-358-455-480-0
;;27;149,769;23,6786;2338;2059;0-321-477-78-489-80-82-475-493-494-457-182-208-459-293-181-460-413-363-365-198-325-334-332-324-337-328-336-333-327-335-331-339-323-356-359-358-455-480-0
;;28;149,769;24,2294;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-413-363-365-198-325-334-332-324-337-328-336-333-327-335-331-339-323-356-359-358-455-480-0
;;29;149,769;24,2557;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-413-363-365-198-325-334-332-324-337-328-336-333-327-335-331-339-356-323-359-358-455-480-0
;;30;149,769;24,2602;2338;2059;0-321-477-78-489-80-82-475-493-494-457-182-208-459-293-181-460-413-363-365-198-325-334-332-324-337-328-336-333-327-335-331-339-356-323-359-358-455-480-0
;;31;149,769;29,5229;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-413-363-365-198-325-334-332-337-324-328-336-333-331-335-327-339-323-356-359-358-455-480-0
;;32;149,769;29,8607;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-413-363-365-198-325-334-332-324-337-328-336-333-331-335-327-339-323-356-359-358-455-480-0
;;33;149,769;42,1673;2338;2059;0-321-477-78-489-80-82-475-493-494-457-182-208-459-293-181-460-363-413-365-198-325-334-332-324-337-328-336-333-331-327-335-339-356-323-359-358-455-480-0
;;34;149,769;42,1716;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-363-413-365-198-325-334-332-324-337-328-336-333-331-327-335-339-356-323-359-358-455-480-0
;;35;149,769;43,4269;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-363-413-365-198-325-334-332-324-337-328-336-333-327-335-331-339-356-323-359-358-455-480-0
;;36;149,769;44,009;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-363-413-365-198-325-334-332-324-337-328-336-333-331-335-327-339-356-323-359-358-455-480-0
;;37;149,769;48,5985;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-363-413-365-198-325-334-332-324-337-328-336-333-335-327-331-339-356-323-359-358-455-480-0
;;38;149,769;49,199;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-363-413-365-198-325-334-332-337-324-328-336-333-335-327-331-339-356-323-359-358-455-480-0
;;39;149,769;49,5075;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-363-413-365-198-325-334-332-337-324-328-336-333-335-327-331-339-323-356-359-358-455-480-0
;;40;149,769;50,4994;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-363-413-365-198-325-334-332-337-324-328-336-333-331-327-335-339-323-356-359-358-455-480-0
;;41;149,769;50,886;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-363-413-365-198-325-334-332-337-324-328-336-333-331-327-335-339-356-323-359-358-455-480-0
;;42;149,769;52,1374;2338;2059;0-321-477-78-489-80-82-475-493-494-457-182-208-459-293-181-460-363-413-365-198-325-334-332-337-324-328-336-333-331-327-335-339-356-323-359-358-455-480-0
;;43;149,769;52,2034;2338;2059;0-321-477-78-489-80-82-475-493-494-457-182-208-459-293-181-460-413-363-365-198-325-334-332-337-324-328-336-333-331-327-335-339-356-323-359-358-455-480-0
;;44;149,769;52,2276;2338;2059;0-321-477-78-489-80-82-475-493-494-457-182-208-459-293-181-460-413-363-365-198-325-334-332-324-337-328-336-333-331-327-335-339-356-323-359-358-455-480-0
;;45;149,769;52,256;2338;2059;0-321-477-78-489-80-82-475-493-494-457-208-182-459-293-181-460-413-363-365-198-325-334-332-324-337-328-336-333-331-327-335-339-356-323-359-358-455-480-0
