Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p559.txt;120;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;67,5349;67,5386;10;29;9;14;11;18;
2;68,2172;68,2186;6;220;2;5;5;166;
3;67,3025;67,3075;3;27;2;6;3;27;
4;68,2405;68,2477;6;25;6;9;4;25;
5;68,3277;68,3327;9;276;4;7;6;213;
6;67,8588;67,8615;7;4;5;7;6;10;
7;68,762;68,7631;11;416;8;0;7;416;
8;68,599;68,6027;5;373;0;8;5;377;
9;68,3091;68,3118;7;24;1;0;3;24;
10;67,44;67,4426;12;12;2;9;6;14;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;119,981;14,9001;1416;1812;0-321-484-486-84-82-80-478-116-470-469-467-183-471-473-441-447-445-440-443-438-442-182-208-459-457-494-493-479-0
;;2;119,872;31,776;1422;1796;0-321-484-486-479-84-82-80-478-116-470-469-467-183-471-473-441-439-444-440-443-438-442-182-208-459-457-159-0
;;3;119,78;52,6743;1651;1693;0-87-89-91-374-104-367-369-330-328-324-337-332-334-325-336-333-331-327-335-339-356-323-359-360-358-55-454-455-51-0
;;4;119,502;68,1491;1467;1787;0-321-484-486-84-82-489-78-477-80-478-116-470-469-467-183-471-473-447-445-440-443-438-442-182-208-459-457-159-0
;;5;119,55;69,705;1604;1721;0-159-89-91-374-104-367-369-330-328-324-337-334-325-332-336-333-335-327-331-339-323-356-359-360-358-454-55-455-51-0
;;6;119,57;69,7932;1677;1646;0-159-89-91-100-374-104-367-369-330-328-332-325-334-337-324-336-333-331-335-327-339-323-356-359-358-454-55-455-51-0
;;7;119,75;69,9985;1602;1729;0-480-455-55-454-358-360-359-356-339-335-327-331-333-336-337-324-332-334-325-328-330-369-367-104-374-91-89-159-0
;;8;119,88;70,014;1560;1750;0-51-455-454-55-358-360-359-356-339-331-335-327-333-336-332-325-334-337-324-329-330-369-367-104-374-91-89-87-0
;;9;119,83;70,8553;1520;1779;0-159-89-91-374-104-367-369-330-329-337-324-332-325-334-336-333-335-327-331-339-323-356-359-360-358-55-454-455-51-0
;;10;119,85;70,8932;1527;1772;0-159-89-91-374-104-367-369-330-329-328-325-334-332-324-337-336-333-331-327-335-339-356-359-360-358-454-55-455-0
;;11;119,88;70,9695;1574;1730;0-480-455-55-454-358-360-359-356-339-335-327-331-333-336-337-324-332-334-325-328-329-330-369-367-104-374-91-159-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
