Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p559.txt;135;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;86,0143;86,0222;6;90;21;2;10;49;
2;86,2432;86,2461;2;48;6;2;4;36;
3;86,257;86,2613;10;59;3;0;5;59;
4;86,2439;86,2439;6;99;3;2;3;101;
5;86,6687;86,6786;1;167;0;2;1;32;
6;86,4156;86,418;3;38;0;6;3;32;
7;85,5443;85,5509;7;34;3;14;3;20;
8;86,7655;86,7677;3;230;3;7;4;150;
9;86,4786;86,4888;2;62;1;8;3;24;
10;87,5186;87,5209;6;491;5;3;6;494;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;134,61;50,0679;1656;2236;0-159-89-91-374-104-109-383-423-2-427-426-179-325-334-332-324-337-333-331-335-327-336-328-329-342-369-367-454-55-455-92-480-0
;;2;134,96;55,0969;1739;2196;0-159-89-91-374-104-341-107-2-427-426-179-420-342-330-369-367-368-336-329-328-324-337-334-332-326-333-327-335-331-339-356-359-360-55-455-51-0
;;3;134,93;86,3445;1732;2201;0-87-89-91-374-104-341-107-2-427-426-179-420-342-330-369-367-368-339-335-327-331-333-336-324-337-334-332-328-329-359-360-454-55-455-51-0
;;4;134,89;92,9361;1964;2128;0-159-89-98-100-374-104-341-2-427-426-179-420-342-330-369-367-329-328-334-332-324-337-326-336-333-331-335-327-339-356-359-358-454-55-455-92-480-0
;;5;134,93;93,0031;1956;2152;0-87-89-91-100-374-104-341-107-2-427-426-179-420-342-367-369-330-329-328-334-332-324-337-336-333-327-335-331-339-356-359-358-454-55-455-92-480-0
;;6;134,92;93,2986;2035;2074;0-87-89-98-100-374-104-341-107-2-427-426-179-420-342-367-369-330-329-328-334-332-324-337-326-336-333-331-335-327-339-323-356-359-358-454-55-455-51-0
;;7;134,69;93,3758;1986;2110;0-159-89-98-100-374-104-341-107-2-427-426-179-420-342-367-369-330-329-328-334-332-324-337-326-336-333-331-335-327-339-356-359-358-55-454-455-480-0
;;8;134,69;93,3851;1988;2102;0-159-89-98-100-374-104-341-107-2-427-426-179-420-342-367-369-330-329-328-334-332-324-337-326-336-333-331-335-327-339-323-356-359-358-55-454-455-51-0
;;9;134,8;93,8554;1982;2118;0-87-89-91-100-374-104-341-107-2-427-426-179-420-342-367-369-330-329-328-334-332-324-337-326-336-333-331-335-327-339-356-359-358-55-454-455-480-0
;;10;134,7;94,9538;1909;2180;0-159-89-91-100-374-104-341-107-2-427-426-179-420-342-367-369-330-329-328-334-332-324-337-336-333-327-335-331-339-356-359-358-454-55-455-92-480-0

;Tours VNS
