Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p559.txt;35;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;3,95011;3,95019;6;7;0;0;6;7;
2;3,9576;3,95795;6;6;0;0;6;6;
3;3,95427;3,95429;6;7;0;0;6;7;
4;3,98228;3,98251;6;6;0;0;6;6;
5;3,96729;3,96761;7;7;0;0;7;7;
6;3,97049;3,97059;6;7;0;0;6;7;
7;3,97796;3,9783;6;7;0;0;6;7;
8;3,97396;3,97444;6;7;0;0;6;7;
9;3,9854;3,98558;6;6;0;0;6;6;
10;3,98592;3,98623;6;7;0;0;6;7;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;0,058253;161;253;0-87-483-159-0
;;2;34,57;0,05825;177;245;0-321-484-84-0
;;3;34,6;0,058256;177;245;0-84-484-321-0
;;4;34,46;0,136438;199;127;0-477-489-484-0
;;5;33,44;0,058252;218;74;0-477-78-489-0
;;6;33,43;0,370591;218;74;0-489-78-477-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;0,000926;161;253;0-87-483-159-0
;;2;34,6;0,002472;177;245;0-84-484-321-0
;;3;34,57;0,005557;177;245;0-321-484-84-0
;;4;34,46;0,010733;199;127;0-477-489-484-0
;;5;33,44;0,011839;218;74;0-477-489-78-0
;;6;33,44;0,016174;218;74;0-477-78-489-0
;;7;33,43;0,810528;218;74;0-489-78-477-0

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;0,041009;161;253;0-87-483-159-0
;;2;34,57;0,041005;177;245;0-321-484-84-0
;;3;34,6;0,041007;177;245;0-84-484-321-0
;;4;34,46;0,041011;199;127;0-477-489-484-0
;;5;33,44;0,080577;218;74;0-477-78-489-0
;;6;33,43;0,12018;218;74;0-489-78-477-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;2,50305;161;253;0-87-483-159-0
;;2;34,6;0,001397;177;245;0-84-484-321-0
;;3;34,57;0,011392;177;245;0-321-484-84-0
;;4;34,46;0,049237;199;127;0-477-489-484-0
;;5;33,44;0,050063;218;74;0-477-78-489-0
;;6;33,43;0,85925;218;74;0-489-78-477-0

Run;3
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;0,040735;161;253;0-87-483-159-0
;;2;34,57;0,040733;177;245;0-321-484-84-0
;;3;34,6;0,040737;177;245;0-84-484-321-0
;;4;34,46;0,04074;199;127;0-477-489-484-0
;;5;33,44;0,359552;218;74;0-477-78-489-0
;;6;33,43;1,22331;218;74;0-489-78-477-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;0,886395;161;253;0-87-483-159-0
;;2;34,57;0,001332;177;245;0-321-484-84-0
;;3;34,6;0,00173;177;245;0-84-484-321-0
;;4;34,46;0,00683;199;127;0-477-489-484-0
;;5;33,44;0,008731;218;74;0-477-489-78-0
;;6;33,44;0,008924;218;74;0-477-78-489-0
;;7;33,43;0,822227;218;74;0-489-78-477-0

Run;4
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;0,041109;161;253;0-87-483-159-0
;;2;34,57;0,041107;177;245;0-321-484-84-0
;;3;34,6;0,041113;177;245;0-84-484-321-0
;;4;34,46;0,200846;199;127;0-477-489-484-0
;;5;33,43;0,123558;218;74;0-489-78-477-0
;;6;33,44;0,422767;218;74;0-477-78-489-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;0,000934;161;253;0-87-483-159-0
;;2;34,6;0,007263;177;245;0-84-484-321-0
;;3;34,57;0,013259;177;245;0-321-484-84-0
;;4;34,46;0,024857;199;127;0-477-489-484-0
;;5;33,44;0,025361;218;74;0-477-78-489-0
;;6;33,43;0,838527;218;74;0-489-78-477-0

Run;5
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;0,040087;161;253;0-87-483-159-0
;;2;34,57;0,040084;177;245;0-321-484-84-0
;;3;34,6;0,040086;177;245;0-84-484-321-0
;;4;34,46;0,118488;199;127;0-477-489-484-0
;;5;33,44;0,354265;218;74;0-477-78-489-0
;;6;33,43;0,43736;218;74;0-489-78-477-0
;;7;33,44;2,62092;218;74;0-477-489-78-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;0,001151;161;253;0-87-483-159-0
;;2;34,57;0,001629;177;245;0-321-484-84-0
;;3;34,6;0,002693;177;245;0-84-484-321-0
;;4;34,46;0,027846;199;127;0-477-489-484-0
;;5;33,44;0,030362;218;74;0-477-489-78-0
;;6;33,44;0,032613;218;74;0-477-78-489-0
;;7;33,43;0,862609;218;74;0-489-78-477-0

Run;6
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;0,078974;161;253;0-87-483-159-0
;;2;34,57;0,03944;177;245;0-321-484-84-0
;;3;34,6;0,039444;177;245;0-84-484-321-0
;;4;34,46;0,11881;199;127;0-477-489-484-0
;;5;33,44;0,039442;218;74;0-477-78-489-0
;;6;33,43;0,159158;218;74;0-489-78-477-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;0,000932;161;253;0-87-483-159-0
;;2;34,6;0,004653;177;245;0-84-484-321-0
;;3;34,57;0,006391;177;245;0-321-484-84-0
;;4;34,46;0,044198;199;127;0-477-489-484-0
;;5;33,44;0,044788;218;74;0-477-489-78-0
;;6;33,44;0,052608;218;74;0-477-78-489-0
;;7;33,43;0,865123;218;74;0-489-78-477-0

Run;7
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;0,078835;161;253;0-87-483-159-0
;;2;34,57;0,039345;177;245;0-321-484-84-0
;;3;34,6;0,039348;177;245;0-84-484-321-0
;;4;34,46;0,157887;199;127;0-477-489-484-0
;;5;33,44;0,444673;218;74;0-477-78-489-0
;;6;33,43;1,23756;218;74;0-489-78-477-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;2,4306;161;253;0-87-483-159-0
;;2;34,6;0,000568;177;245;0-84-484-321-0
;;3;34,57;0,002111;177;245;0-321-484-84-0
;;4;34,46;0,003735;199;127;0-477-489-484-0
;;5;33,44;0,004319;218;74;0-477-489-78-0
;;6;33,44;0,004519;218;74;0-477-78-489-0
;;7;33,43;0,783133;218;74;0-489-78-477-0

Run;8
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;0,07954;161;253;0-87-483-159-0
;;2;34,57;0,040004;177;245;0-321-484-84-0
;;3;34,6;0,040011;177;245;0-84-484-321-0
;;4;34,46;0,040009;199;127;0-477-489-484-0
;;5;33,44;0,040007;218;74;0-477-78-489-0
;;6;33,43;0,641348;218;74;0-489-78-477-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;1,19605;161;253;0-87-483-159-0
;;2;34,6;0,000763;177;245;0-84-484-321-0
;;3;34,57;0,004619;177;245;0-321-484-84-0
;;4;34,46;0,01513;199;127;0-477-489-484-0
;;5;33,44;0,015727;218;74;0-477-489-78-0
;;6;33,44;0,015923;218;74;0-477-78-489-0
;;7;33,43;0,824042;218;74;0-489-78-477-0

Run;9
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;0,039599;161;253;0-87-483-159-0
;;2;34,57;0,039594;177;245;0-321-484-84-0
;;3;34,6;0,039596;177;245;0-84-484-321-0
;;4;34,46;0,118415;199;127;0-477-489-484-0
;;5;33,43;0,039598;218;74;0-489-78-477-0
;;6;33,44;0,157729;218;74;0-477-78-489-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;0,001363;161;253;0-87-483-159-0
;;2;34,6;0,001586;177;245;0-84-484-321-0
;;3;34,57;0,002045;177;245;0-321-484-84-0
;;4;34,46;0,00987;199;127;0-477-489-484-0
;;5;33,44;0,010722;218;74;0-477-78-489-0
;;6;33,43;0,829876;218;74;0-489-78-477-0

Run;10
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;0,042537;161;253;0-87-483-159-0
;;2;34,57;0,042536;177;245;0-321-484-84-0
;;3;34,6;0,042545;177;245;0-84-484-321-0
;;4;34,46;0,042539;199;127;0-477-489-484-0
;;5;33,44;0,042542;218;74;0-477-78-489-0
;;6;33,43;0,082411;218;74;0-489-78-477-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;1,52828;161;253;0-87-483-159-0
;;2;34,6;0,000795;177;245;0-84-484-321-0
;;3;34,57;0,017984;177;245;0-321-484-84-0
;;4;34,46;0,07484;199;127;0-477-489-484-0
;;5;33,44;0,075778;218;74;0-477-489-78-0
;;6;33,44;0,081496;218;74;0-477-78-489-0
;;7;33,43;0,888242;218;74;0-489-78-477-0
