Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p559.txt;130;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;81,8063;81,809;2;201;0;5;2;205;
2;81,9164;81,924;3;93;1;6;2;80;
3;82,1379;82,142;2;57;12;4;9;34;
4;81,771;81,7768;5;78;3;0;2;78;
5;82,489;82,4966;8;29;7;6;3;7;
6;82,8889;82,8942;7;261;5;1;8;262;
7;83,468;83,4721;5;79;9;2;5;66;
8;83,0901;83,0999;11;51;5;8;2;36;
9;83,3887;83,3935;9;128;19;2;6;128;
10;81,7605;81,7618;5;37;22;3;8;24;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;129,44;59,4894;1781;2103;0-159-89-91-374-104-341-107-109-342-330-369-367-368-339-332-325-334-337-324-328-329-336-333-331-335-327-323-356-359-360-454-55-455-480-0
;;2;129,93;5,79598;1886;1994;0-159-89-91-100-374-104-341-2-427-426-179-338-198-325-334-332-337-324-328-329-336-333-331-335-327-339-356-323-359-360-55-455-51-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;129,7;7,42745;1860;2106;0-480-92-455-55-454-358-360-359-323-356-339-327-335-331-333-336-326-337-324-332-325-334-328-329-330-369-367-342-109-107-341-104-374-91-89-159-0
;;2;129,7;7,46213;1860;2106;0-480-92-455-55-454-358-360-359-323-356-339-327-335-331-333-336-326-324-337-334-325-332-328-329-330-369-367-342-109-107-341-104-374-91-89-159-0
;;3;129,7;7,5274;1860;2106;0-480-92-455-55-454-358-360-359-323-356-339-327-335-331-333-336-326-337-324-334-325-332-328-329-330-369-367-342-109-107-341-104-374-91-89-159-0
;;4;129,7;7,5999;1860;2106;0-480-92-455-55-454-358-360-359-323-356-339-327-335-331-333-336-334-325-332-324-337-326-328-329-330-369-367-342-109-107-341-104-374-91-89-159-0
;;5;129,7;7,63413;1860;2106;0-480-92-455-55-454-358-360-359-323-356-339-335-327-331-333-336-334-325-332-324-337-326-328-329-330-369-367-342-109-107-341-104-374-91-89-159-0
;;6;129,7;7,69209;1860;2106;0-480-92-455-55-454-358-360-359-323-356-339-335-327-331-333-336-325-334-332-324-337-326-328-329-330-369-367-342-109-107-341-104-374-91-89-159-0
;;7;129,7;7,74764;1860;2106;0-480-92-455-55-454-358-360-359-323-356-339-327-335-331-333-336-326-334-325-332-337-324-328-329-330-369-367-342-109-107-341-104-374-91-89-159-0
;;8;129,7;7,84478;1860;2106;0-480-92-455-55-454-358-360-359-323-356-339-327-335-331-333-336-326-337-324-332-334-325-328-329-330-369-367-342-109-107-341-104-374-91-89-159-0
;;9;129,7;7,86774;1860;2106;0-480-92-455-55-454-358-360-359-323-356-339-331-335-327-333-336-326-337-324-332-334-325-328-329-330-369-367-342-109-107-341-104-374-91-89-159-0
;;10;129,7;7,99227;1860;2106;0-480-92-455-55-454-358-360-359-356-323-339-331-335-327-333-336-326-337-324-332-334-325-328-329-330-369-367-342-109-107-341-104-374-91-89-159-0
;;11;129,7;8,35694;1860;2106;0-480-92-455-55-454-358-360-359-356-323-339-335-327-331-333-336-326-337-324-332-334-325-328-329-330-369-367-342-109-107-341-104-374-91-89-159-0
;;12;129,81;8,56256;1901;2085;0-159-480-92-455-55-454-358-359-356-323-339-335-327-331-333-336-337-324-332-334-325-328-329-330-369-367-342-109-107-341-104-374-91-89-87-0
;;13;129,81;8,57191;1901;2085;0-159-480-92-455-55-454-358-359-356-323-339-335-327-331-333-336-332-325-334-337-324-328-329-330-369-367-342-109-107-341-104-374-91-89-87-0
;;14;129,81;8,60379;1901;2085;0-159-480-92-455-454-55-358-359-356-323-339-335-327-331-333-336-332-325-334-337-324-328-329-330-369-367-342-109-107-341-104-374-91-89-87-0
;;15;129,81;9,05076;1901;2085;0-159-480-92-455-454-55-358-359-323-356-339-331-327-335-333-336-325-334-332-337-324-328-329-330-369-367-342-109-107-341-104-374-91-89-87-0
;;16;129,81;9,08956;1901;2085;0-159-480-92-455-454-55-358-359-323-356-339-331-327-335-333-336-325-334-332-324-337-328-329-330-369-367-342-109-107-341-104-374-91-89-87-0
;;17;129,81;9,09734;1901;2085;0-159-480-92-455-454-55-358-359-323-356-339-335-327-331-333-336-325-334-332-324-337-328-329-330-369-367-342-109-107-341-104-374-91-89-87-0
;;18;129,81;9,10131;1901;2085;0-159-480-92-455-454-55-358-359-323-356-339-331-335-327-333-336-325-334-332-324-337-328-329-330-369-367-342-109-107-341-104-374-91-89-87-0
;;19;129,81;9,11396;1901;2085;0-159-480-92-455-454-55-358-359-356-323-339-331-335-327-333-336-325-334-332-324-337-328-329-330-369-367-342-109-107-341-104-374-91-89-87-0
;;20;129,81;9,39965;1901;2085;0-159-480-92-455-55-454-358-359-356-323-339-331-335-327-333-336-325-334-332-324-337-328-329-330-369-367-342-109-107-341-104-374-91-89-87-0
;;21;129,81;9,41557;1901;2085;0-159-480-92-455-55-454-358-359-356-323-339-327-335-331-333-336-334-325-332-324-337-328-329-330-369-367-342-109-107-341-104-374-91-89-87-0
;;22;129,81;9,44709;1901;2085;0-159-480-92-455-55-454-358-359-323-356-339-335-327-331-333-336-334-325-332-324-337-328-329-330-369-367-342-109-107-341-104-374-91-89-87-0
;;23;129,81;9,45203;1901;2085;0-159-480-92-455-55-454-358-359-323-356-339-335-327-331-333-336-332-325-334-337-324-328-329-330-369-367-342-109-107-341-104-374-91-89-87-0
;;24;129,81;9,70481;1901;2085;0-159-480-92-455-55-454-358-359-323-356-339-327-335-331-333-336-332-325-334-337-324-328-329-330-369-367-342-109-107-341-104-374-91-89-87-0
;;25;129,81;9,71724;1901;2085;0-159-480-92-455-55-454-358-359-356-323-339-327-335-331-333-336-332-325-334-337-324-328-329-330-369-367-342-109-107-341-104-374-91-89-87-0
;;26;129,81;9,73819;1901;2085;0-159-480-92-455-454-55-358-359-356-323-339-327-335-331-333-336-332-325-334-337-324-328-329-330-369-367-342-109-107-341-104-374-91-89-87-0
;;27;129,81;9,74219;1901;2085;0-159-480-92-455-454-55-358-359-323-356-339-327-335-331-333-336-332-325-334-337-324-328-329-330-369-367-342-109-107-341-104-374-91-89-87-0
;;28;129,81;10,2;1901;2085;0-159-480-92-455-454-55-358-359-323-356-339-327-335-331-333-336-324-337-334-325-332-328-329-330-369-367-342-109-107-341-104-374-91-89-87-0
;;29;129,81;10,2806;1901;2085;0-159-480-92-455-454-55-358-359-323-356-339-331-327-335-333-336-324-337-334-325-332-328-329-330-369-367-342-109-107-341-104-374-91-89-87-0
