Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p559.txt;100;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;48,4869;48,4876;12;10;1;0;10;10;
2;47,9963;48,0002;10;11;1;0;10;11;
3;48,0367;48,0377;8;9;1;1;9;7;
4;47,5881;47,5888;10;8;1;0;7;8;
5;49,1897;49,1902;8;14;0;0;8;14;
6;49,2641;49,2655;7;10;0;0;7;10;
7;48,8093;48,8118;9;11;0;0;9;11;
8;47,5498;47,5522;9;8;1;0;10;8;
9;47,6514;47,6533;11;13;2;2;8;9;
10;47,6729;47,6732;13;14;1;0;12;14;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;99,731;1,89305;1151;1456;0-321-477-78-489-80-81-478-116-470-469-467-183-471-473-441-445-447-446-494-493-475-84-82-484-0
;;2;99,901;23,4594;1183;1302;0-321-484-477-78-489-80-81-478-116-470-467-469-472-183-471-473-494-493-475-82-84-479-0
;;3;99,592;23,9456;1191;1159;0-321-477-78-489-80-478-116-470-467-469-471-445-443-438-442-182-208-459-457-0
;;4;99,56;0,948513;1200;1000;0-321-484-477-78-489-80-82-84-479-480-51-90-102-374-100-91-89-87-0
;;5;99,36;6,77858;1204;992;0-321-484-477-78-489-80-82-84-479-480-51-90-102-374-100-98-89-159-0
;;6;99,84;8,72029;1205;984;0-484-477-78-489-80-82-84-479-480-51-90-102-373-374-100-91-89-87-0
;;7;99,27;28,2325;1223;976;0-321-484-477-78-489-80-82-84-479-480-51-90-91-374-100-98-89-87-0
;;8;99,64;5,83417;1251;964;0-321-484-477-78-489-80-82-84-479-480-51-90-102-374-100-98-89-87-0
;;9;99,92;38,3332;1256;948;0-484-477-78-489-80-82-84-479-480-51-90-102-373-374-100-98-89-87-0
;;10;98,541;48,5894;1171;1357;0-321-477-78-489-80-478-116-470-469-467-472-183-471-473-441-445-447-494-493-475-84-82-484-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;99,731;0,110654;1151;1456;0-321-477-78-489-80-81-478-116-470-469-467-183-471-473-441-445-447-446-494-493-475-84-82-484-0
;;2;99,731;0,349621;1151;1456;0-321-477-78-489-80-81-478-116-470-467-469-183-471-473-441-445-447-446-494-493-475-84-82-484-0
;;3;99,691;0,094099;1165;1399;0-321-484-477-78-489-80-478-116-470-469-467-183-471-473-445-447-446-494-493-475-82-84-479-0
;;4;98,541;0,907741;1171;1357;0-321-477-78-489-80-478-116-470-467-469-472-183-471-473-441-445-447-494-493-475-84-82-484-0
;;5;98,541;1,08952;1171;1357;0-321-477-78-489-80-478-116-470-469-467-472-183-471-473-441-445-447-494-493-475-84-82-484-0
;;6;98,99;28,5383;1176;1004;0-321-484-477-78-489-80-82-84-479-480-51-90-91-374-100-98-89-159-0
;;7;99,56;27,2677;1200;1000;0-321-484-477-78-489-80-82-84-479-480-51-90-102-374-100-91-89-87-0
;;8;99,36;28,5338;1204;992;0-321-484-477-78-489-80-82-84-479-480-51-90-102-374-100-98-89-159-0
;;9;99,27;27,2893;1223;976;0-321-484-477-78-489-80-82-84-479-480-51-90-91-374-100-98-89-87-0
;;10;99,64;27,276;1251;964;0-321-484-477-78-489-80-82-84-479-480-51-90-102-374-100-98-89-87-0

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;99,731;1,43607;1151;1456;0-321-477-78-489-80-81-478-116-470-467-469-183-471-473-441-445-447-446-494-493-475-84-82-484-0
;;2;99,731;11,4603;1151;1456;0-321-477-78-489-80-81-478-116-470-469-467-183-471-473-441-445-447-446-494-493-475-84-82-484-0
