Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p559.txt;45;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;7,86369;7,86408;2;2;0;0;2;2;
2;7,9303;7,93058;2;2;0;0;2;2;
3;7,99606;7,99631;2;2;0;0;2;2;
4;7,92442;7,92499;2;2;0;0;2;2;
5;7,96085;7,96094;2;2;0;0;2;2;
6;8,04228;8,04249;2;2;0;0;2;2;
7;7,94698;7,94746;2;2;0;0;2;2;
8;8,03805;8,03866;2;2;0;0;2;2;
9;8,00854;8,00868;2;2;0;0;2;2;
10;7,9786;7,97884;2;2;0;0;2;2;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,99;0,080208;444;470;0-321-477-78-489-80-82-84-484-0
;;2;44,98;0,160375;444;470;0-484-84-82-80-489-78-477-321-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,98;0,007354;444;470;0-484-84-82-80-489-78-477-321-0
;;2;44,99;0,010749;444;470;0-321-477-78-489-80-82-84-484-0

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,99;0,077472;444;470;0-321-477-78-489-80-82-84-484-0
;;2;44,98;0,23306;444;470;0-484-84-82-80-489-78-477-321-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,98;0,042428;444;470;0-484-84-82-80-489-78-477-321-0
;;2;44,99;0,052652;444;470;0-321-477-78-489-80-82-84-484-0

Run;3
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,99;0,080191;444;470;0-321-477-78-489-80-82-84-484-0
;;2;44,98;0,239853;444;470;0-484-84-82-80-489-78-477-321-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,99;0,009726;444;470;0-321-477-78-489-80-82-84-484-0
;;2;44,98;0,013556;444;470;0-484-84-82-80-489-78-477-321-0

Run;4
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,99;0,086058;444;470;0-321-477-78-489-80-82-84-484-0
;;2;44,98;0,167269;444;470;0-484-84-82-80-489-78-477-321-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,99;0,013375;444;470;0-321-477-78-489-80-82-84-484-0
;;2;44,98;0,024797;444;470;0-484-84-82-80-489-78-477-321-0

Run;5
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,99;0,080829;444;470;0-321-477-78-489-80-82-84-484-0
;;2;44,98;0,080831;444;470;0-484-84-82-80-489-78-477-321-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,98;0,005753;444;470;0-484-84-82-80-489-78-477-321-0
;;2;44,99;0,006741;444;470;0-321-477-78-489-80-82-84-484-0

Run;6
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,99;0,082314;444;470;0-321-477-78-489-80-82-84-484-0
;;2;44,98;0,486279;444;470;0-484-84-82-80-489-78-477-321-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,99;0,013409;444;470;0-321-477-78-489-80-82-84-484-0
;;2;44,98;0,077972;444;470;0-484-84-82-80-489-78-477-321-0

Run;7
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,99;0,080707;444;470;0-321-477-78-489-80-82-84-484-0
;;2;44,98;0,316605;444;470;0-484-84-82-80-489-78-477-321-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,98;0,013346;444;470;0-484-84-82-80-489-78-477-321-0
;;2;44,99;0,013856;444;470;0-321-477-78-489-80-82-84-484-0

Run;8
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,99;0,080625;444;470;0-321-477-78-489-80-82-84-484-0
;;2;44,98;0,239088;444;470;0-484-84-82-80-489-78-477-321-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,98;0,006749;444;470;0-484-84-82-80-489-78-477-321-0
;;2;44,99;0,010694;444;470;0-321-477-78-489-80-82-84-484-0

Run;9
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,99;0,080636;444;470;0-321-477-78-489-80-82-84-484-0
;;2;44,98;0,478025;444;470;0-484-84-82-80-489-78-477-321-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,99;0,012366;444;470;0-321-477-78-489-80-82-84-484-0
;;2;44,98;0,060705;444;470;0-484-84-82-80-489-78-477-321-0

Run;10
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,99;0,080008;444;470;0-321-477-78-489-80-82-84-484-0
;;2;44,98;0,080011;444;470;0-484-84-82-80-489-78-477-321-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,99;0,010688;444;470;0-321-477-78-489-80-82-84-484-0
;;2;44,98;0,035765;444;470;0-484-84-82-80-489-78-477-321-0
