// DO NOT CHANGE THE VERSION INFORMATION
*TPv1.1*

// ***************************************************************
// Real-World Test data for sights in the district Carinthia
// Data collected by Magdalena Wipfler
// Written by Michael Schilde, 2007
// ***************************************************************

// At first, the number of points, scores and constraints used
// have to be defined. Any number of points, constraints and
// scores is possible for the fileloader used. Check the
// corresponding solver program for specific limitations.

// Scores, coordinates and constraint values can be floating
// point values (using a point . as decimal point)

N, 562	// Number of points
S, 2		// Number of scores
C, 1		// Number of constraints
B, 559	// Index of the starting point
E, 559	// Index of the terminus point
M, 1		// 1 if distance matrix is given, 0 or missing to use
				// euclidean distances

// Constraints
// U...upper limit
// L...lower limit
// X..maximize
// I..minimize
// Type,score#,[value] (-1 = time/distance)
// (there's an override possibility via command line argument)
U, -1, 10

// Point indices start with 0: P0
// Index,x-coord,y-coord,score1,score2,score3,...
P0,   0.0, 0.0,  34,  58
P1,   0.0, 0.0,  13,  10
P2,   0.0, 0.0,  21,  90
P3,   0.0, 0.0,  32,  19
P4,   0.0, 0.0,  90,   8
P5,   0.0, 0.0,  66,  54
P6,   0.0, 0.0,  27,  72
P7,   0.0, 0.0,  33,  89
P8,   0.0, 0.0,  57,  11
P9,   0.0, 0.0,   8,  53
P10,  0.0, 0.0,  56,   7
P11,  0.0, 0.0,  25,   8
P12,  0.0, 0.0,  79,  49
P13,  0.0, 0.0,  75,  70
P14,  0.0, 0.0,  40,  15
P15,  0.0, 0.0,  94,  48
P16,  0.0, 0.0,   9,  84
P17,  0.0, 0.0,  37,  42
P18,  0.0, 0.0,  34,  35
P19,  0.0, 0.0,  82,  65
P20,  0.0, 0.0,  74,  28
P21,  0.0, 0.0,  79,  43
P22,  0.0, 0.0,  27,  67
P23,  0.0, 0.0,   4,  62
P24,  0.0, 0.0,  63,  20
P25,  0.0, 0.0,  41,  83
P26,  0.0, 0.0,  45,  75
P27,  0.0, 0.0,  48,  87
P28,  0.0, 0.0,  14,  16
P29,  0.0, 0.0,  45,  75
P30,  0.0, 0.0,  90,  68
P31,  0.0, 0.0,  44,  10
P32,  0.0, 0.0,  29,  80
P33,  0.0, 0.0,  59,  16
P34,  0.0, 0.0,  12,  81
P35,  0.0, 0.0,  13,  95
P36,  0.0, 0.0,  78,  14
P37,  0.0, 0.0,  97,   2
P38,  0.0, 0.0,  84,  71
P39,  0.0, 0.0,  49,  95
P40,  0.0, 0.0,  30,  93
P41,  0.0, 0.0,  11,   1
P42,  0.0, 0.0,  13,  55
P43,  0.0, 0.0,  93,   8
P44,  0.0, 0.0,  62,  50
P45,  0.0, 0.0,  94,  85
P46,  0.0, 0.0,  49,  57
P47,  0.0, 0.0,  18,  63
P48,  0.0, 0.0,  29,   4
P49,  0.0, 0.0,  29,  10
P50,  0.0, 0.0,  72,  40
P51,  0.0, 0.0,  38,  44
P52,  0.0, 0.0,  14,  44
P53,  0.0, 0.0,  29,  91
P54,  0.0, 0.0,  47,  14
P55,  0.0, 0.0,  73,  57
P56,  0.0, 0.0,  41,  85
