Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p562.txt;45;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;31,3404;31,3414;34;194;0;2;34;147;
2;31,3395;31,3412;55;185;1;0;53;185;
3;31,7729;31,7741;46;157;0;0;46;157;
4;31,0627;31,0632;43;138;0;1;43;139;
5;31,486;31,4864;47;65;1;0;48;65;
6;31,3182;31,3189;45;120;1;1;46;87;
7;31,5341;31,5378;52;154;1;1;51;96;
8;31,0397;31,0414;50;130;1;0;35;130;
9;30,7045;30,7056;48;112;0;0;48;112;
10;31,1423;31,1433;43;135;1;1;43;83;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,91;17,5636;926;721;559-418-160-420-138-419-164-424-422-110-416-111-20-1-32-513-413-559
;;2;44,96;0,31848;929;689;559-418-420-138-160-419-423-164-424-32-513-417-1-20-111-416-110-422-559
;;3;44,98;0,623277;929;689;559-418-420-160-423-419-138-164-424-422-32-513-1-20-111-416-110-417-559
;;4;44,92;0,62329;929;689;559-418-420-138-160-423-419-164-424-422-32-513-1-111-20-416-110-417-559
;;5;44,72;0,924388;929;689;559-418-422-32-513-417-1-111-20-416-110-164-424-423-419-138-160-420-559
;;6;44,98;2,5079;929;689;559-418-420-160-423-419-138-164-424-422-32-513-1-111-20-416-110-417-559
;;7;44,92;4,66376;929;689;559-418-420-138-160-423-419-164-424-422-32-513-1-20-111-416-110-417-559
;;8;44,99;7,50776;929;689;559-418-420-160-423-419-138-164-424-32-513-1-111-20-416-110-417-422-559
;;9;44,96;11,6095;929;689;559-418-420-138-160-419-423-164-424-32-513-417-1-111-20-416-110-422-559
;;10;44,96;12,2246;929;689;559-420-160-423-419-138-164-424-422-110-416-1-20-111-32-513-417-418-559
;;11;44,96;14,4222;929;689;559-420-160-423-419-138-164-424-422-110-416-1-111-20-32-513-417-418-559
;;12;44,71;18,5209;929;689;559-422-32-513-417-1-20-111-416-110-164-424-423-419-138-160-420-418-559
;;13;44,72;18,5209;929;689;559-418-422-32-513-417-1-20-111-416-110-164-424-423-419-138-160-420-559
;;14;44,99;18,8248;929;689;559-418-420-160-423-419-138-164-424-32-513-1-20-111-416-110-417-422-559
;;15;44,04;20,3913;929;689;559-418-32-513-417-1-111-20-416-110-422-424-164-423-419-138-160-420-559
;;16;44,97;0,318462;977;662;559-418-420-138-160-419-423-164-424-422-110-416-111-20-1-417-513-413-559
;;17;44,97;2,82161;977;662;559-418-420-138-160-419-423-164-424-422-110-416-20-111-1-417-513-413-559
;;18;44,97;5,29744;977;662;559-418-420-138-160-419-423-164-424-422-110-416-417-111-20-1-513-413-559
;;19;44,97;15,0437;977;662;559-418-420-138-160-423-419-164-424-422-110-416-111-20-1-417-513-413-559
;;20;44,97;26,6379;977;662;559-418-420-138-160-419-423-164-424-422-110-416-417-20-111-1-513-413-559
;;21;44,97;29,4873;977;662;559-418-420-138-160-423-419-164-424-422-110-416-417-111-20-1-513-413-559
;;22;43,49;8,46535;987;657;559-418-160-420-138-164-424-422-110-416-111-20-1-417-32-513-413-559
;;23;44,71;10,3617;987;657;559-413-418-422-110-416-111-20-1-417-32-513-424-164-138-160-420-559
;;24;44,45;26,9614;987;657;559-418-160-138-164-424-422-110-416-111-20-1-417-32-513-413-420-559
;;25;44,18;7,82148;1015;649;559-418-413-339-329-32-513-111-20-1-417-422-424-164-419-138-160-420-559
;;26;44,18;10,0547;1015;649;559-418-413-339-329-32-513-1-20-111-417-422-424-164-419-138-160-420-559
;;27;44,59;9,73899;1058;632;559-418-413-488-339-329-32-513-111-20-1-417-422-424-164-138-160-420-559
;;28;44,59;10,0547;1058;632;559-418-413-488-339-329-32-513-1-20-111-417-422-424-164-138-160-420-559
;;29;44,96;0,318467;1098;598;559-418-413-488-334-339-329-32-513-1-20-111-417-424-164-138-160-420-559
;;30;44,96;0,924372;1098;598;559-418-413-334-488-339-329-32-513-1-20-111-417-424-164-138-160-420-559
;;31;44,96;3,43788;1098;598;559-418-413-488-334-339-329-32-513-1-111-20-417-424-164-138-160-420-559
;;32;44,96;4,05259;1098;598;559-418-413-334-488-339-329-32-513-111-20-1-417-424-164-138-160-420-559
;;33;44,96;6,22574;1098;598;559-418-413-334-488-339-329-32-513-20-111-1-417-424-164-138-160-420-559
;;34;44,96;6,54414;1098;598;559-418-413-334-488-339-329-32-513-1-111-20-417-424-164-138-160-420-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,562;1,42199;726;724;559-413-155-412-444-442-46-421-419-423-160-420-164-424-418-559
;;2;44,702;1,48459;726;724;559-418-413-155-412-444-442-46-421-419-423-160-420-164-424-559
;;3;44,702;24,3294;726;724;559-418-413-155-412-442-444-46-421-419-423-160-420-164-424-559
;;4;44,412;24,6484;726;724;559-160-420-424-164-423-419-421-46-442-444-412-155-413-418-559
;;5;44,372;24,3324;739;723;559-420-424-164-138-160-423-419-421-46-442-444-412-155-413-559
;;6;43,692;1,28514;819;714;559-420-424-164-138-160-419-421-46-442-444-412-155-413-418-559
;;7;44,252;1,40589;819;714;559-413-155-412-444-442-46-421-419-160-420-138-164-424-418-559
;;8;44,252;1,40688;819;714;559-413-155-412-442-444-46-421-419-160-420-138-164-424-418-559
;;9;43,752;1,40991;819;714;559-413-155-412-442-444-46-421-419-138-160-420-164-424-418-559
;;10;43,752;1,41463;819;714;559-413-155-412-444-442-46-421-419-138-160-420-164-424-418-559
;;11;43,692;1,43554;819;714;559-418-420-424-164-138-160-419-421-46-442-444-412-155-413-559
;;12;44,332;1,44109;819;714;559-418-138-160-420-424-164-419-421-46-442-444-412-155-413-559
;;13;44,942;1,44458;819;714;559-420-418-413-155-412-444-442-46-421-419-424-164-138-160-559
;;14;44,942;1,4553;819;714;559-420-418-413-155-412-442-444-46-421-419-424-164-138-160-559
