Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p562.txt;55;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;41,5778;41,5788;10;49;1;3;10;19;
2;42,0975;42,0987;21;30;1;0;8;30;
3;41,9872;41,9914;23;22;3;0;11;22;
4;41,6364;41,6381;8;60;0;1;8;30;
5;42,2261;42,2295;8;41;0;0;8;41;
6;41,5029;41,5051;11;32;0;0;11;32;
7;42,3609;42,3614;9;40;1;0;10;40;
8;42,0967;42,0981;9;36;0;1;9;37;
9;41,3392;41,3393;9;50;0;0;9;50;
10;41,6411;41,6412;8;47;0;2;8;24;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;54,745;0,861672;1172;939;559-418-413-488-334-34-55-124-83-335-519-332-253-32-513-422-424-164-138-160-420-559
;;2;54,745;15,7442;1172;939;559-418-413-488-334-34-124-55-83-335-519-332-253-32-513-422-424-164-138-160-420-559
;;3;54,832;0,861678;1192;817;559-418-419-46-442-444-155-339-329-32-513-111-20-1-417-422-424-164-138-160-420-559
;;4;54,832;1,6912;1192;817;559-418-419-46-442-444-155-339-329-32-513-20-111-1-417-422-424-164-138-160-420-559
;;5;54,832;31,5529;1192;817;559-418-419-46-442-444-155-339-329-32-513-1-111-20-417-422-424-164-138-160-420-559
;;6;54,622;21,1473;1237;791;559-418-46-442-444-155-334-488-339-329-32-513-20-111-422-424-164-138-160-420-559
;;7;54,28;2,54553;1281;787;559-418-413-155-412-334-488-339-329-32-513-111-20-1-417-422-424-164-138-160-420-559
;;8;54,28;3,79583;1281;787;559-418-413-155-412-334-488-339-329-32-513-1-20-111-417-422-424-164-138-160-420-559
;;9;54,28;20,2893;1281;787;559-418-413-155-412-334-488-339-329-32-513-20-111-1-417-422-424-164-138-160-420-559
;;10;54,132;41,6508;1235;800;559-418-46-442-444-155-488-339-329-32-513-1-111-20-417-422-424-164-138-160-420-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;54,885;9,70192;1035;974;559-418-413-155-488-34-55-124-83-335-253-332-32-513-424-164-138-160-420-559
;;2;54,735;9,8196;1035;974;559-413-155-488-34-55-124-83-335-253-332-32-513-424-164-138-160-420-418-559
;;3;54,745;9,66234;1048;971;559-413-155-488-334-34-55-124-83-335-332-253-32-513-424-164-138-160-420-559
;;4;54,805;9,66742;1059;966;559-418-413-155-488-334-34-55-124-83-253-332-32-513-424-164-138-160-420-559
;;5;54,655;9,80981;1059;966;559-413-155-488-334-34-55-124-83-253-332-32-513-424-164-138-160-420-418-559
;;6;54,655;10,3692;1059;966;559-413-155-488-334-34-55-124-83-332-253-32-513-424-164-138-160-420-418-559
;;7;54,655;27,4518;1059;966;559-413-155-488-334-34-124-55-83-253-332-32-513-424-164-138-160-420-418-559
;;8;54,73;9,80481;1113;957;559-413-155-488-334-34-55-124-83-335-332-32-513-424-164-138-160-420-418-559
;;9;54,73;10,4141;1113;957;559-413-155-488-334-34-124-55-83-335-332-32-513-424-164-138-160-420-418-559
;;10;54,745;1,51081;1172;939;559-418-413-488-334-34-55-124-83-335-519-332-253-32-513-422-424-164-138-160-420-559
;;11;54,745;1,57657;1172;939;559-418-413-488-334-34-55-124-83-335-519-253-332-32-513-422-424-164-138-160-420-559
;;12;54,745;1,6506;1172;939;559-418-413-488-334-34-124-55-83-335-519-253-332-32-513-422-424-164-138-160-420-559
;;13;54,745;1,65521;1172;939;559-418-413-488-334-34-124-55-83-335-519-332-253-32-513-422-424-164-138-160-420-559
;;14;54,595;2,0739;1172;939;559-413-488-334-34-124-55-83-335-519-332-253-32-513-422-424-164-138-160-420-418-559
;;15;54,595;2,07603;1172;939;559-413-488-334-34-124-55-83-335-519-253-332-32-513-422-424-164-138-160-420-418-559
;;16;54,595;2,23891;1172;939;559-413-488-334-34-55-124-83-335-519-332-253-32-513-422-424-164-138-160-420-418-559
;;17;54,595;2,32405;1172;939;559-413-488-334-34-55-124-83-335-519-253-332-32-513-422-424-164-138-160-420-418-559
;;18;54,905;41,7099;1247;913;559-413-339-34-55-124-83-335-332-253-32-513-20-111-417-424-164-138-160-420-418-559
;;19;54,665;41,717;1181;919;559-413-339-34-55-124-83-335-332-253-32-513-1-111-20-424-164-138-160-420-418-559

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;54,892;3,36672;1192;817;559-418-420-424-164-138-160-419-46-442-444-155-339-329-32-513-1-111-20-417-422-559
;;2;54,832;13,0647;1192;817;559-418-419-46-442-444-155-339-329-32-513-20-111-1-417-422-424-164-138-160-420-559
;;3;54,772;18,6087;1238;809;559-418-46-442-444-412-155-339-329-32-513-1-20-111-417-422-424-164-138-160-420-559
;;4;54,28;5,48271;1281;787;559-418-413-155-412-334-488-339-329-32-513-1-20-111-417-422-424-164-138-160-420-559
;;5;54,28;5,48271;1281;787;559-418-413-155-412-334-488-339-329-32-513-111-20-1-417-422-424-164-138-160-420-559
;;6;54,28;14,3228;1281;787;559-418-413-155-412-334-488-339-329-32-513-20-111-1-417-422-424-164-138-160-420-559
;;7;54,13;25,3158;1281;787;559-413-155-412-334-488-339-329-32-513-111-20-1-417-422-424-164-138-160-420-418-559
;;8;54,595;42,1052;1172;939;559-413-488-334-34-124-55-83-335-519-332-253-32-513-422-424-164-138-160-420-418-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;54,885;2,42028;1035;974;559-418-413-155-488-34-55-124-83-335-253-332-32-513-424-164-138-160-420-559
;;2;54,735;8,59535;1035;974;559-413-155-488-34-55-124-83-335-253-332-32-513-424-164-138-160-420-418-559
;;3;54,805;8,13816;1059;966;559-418-413-155-488-334-34-55-124-83-253-332-32-513-424-164-138-160-420-559
;;4;54,655;8,4675;1059;966;559-413-155-488-334-34-55-124-83-253-332-32-513-424-164-138-160-420-418-559
;;5;54,655;9,12717;1059;966;559-413-155-488-334-34-55-124-83-332-253-32-513-424-164-138-160-420-418-559
;;6;54,805;35,8141;1059;966;559-418-413-155-488-334-34-124-55-83-332-253-32-513-424-164-138-160-420-559
