Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p562.txt;115;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;132,135;132,139;12;86;7;0;12;86;
2;130,096;130,102;19;527;12;0;15;527;
3;127,404;127,415;26;274;10;1;13;94;
4;128,891;128,899;11;272;5;1;11;58;
5;129,365;129,376;11;230;3;8;10;80;
6;132,521;132,525;12;502;9;0;6;502;
7;128,83;128,831;9;72;2;1;7;73;
8;127,54;127,554;9;572;9;0;8;572;
9;129,15;129,15;13;375;4;0;12;375;
10;129,352;129,355;7;371;0;5;7;360;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;114,747;59,3788;2045;1896;559-418-138-160-420-424-164-423-419-421-46-442-444-412-155-488-334-34-335-83-55-124-490-338-333-210-506-502-336-489-327-517-33-0-74-519-253-332-32-513-559
;;2;114,807;58,0719;2385;1747;559-418-160-420-424-164-138-423-419-421-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-0-74-517-33-331-330-79-328-32-513-417-1-20-111-416-110-422-559
;;3;114,157;84,3951;2398;1740;559-418-420-160-423-419-138-164-424-422-110-416-417-1-20-111-513-32-328-79-330-331-33-0-74-517-519-335-34-55-124-83-253-332-339-488-334-155-442-444-46-421-413-559
;;4;114,817;34,5507;2465;1696;559-418-413-420-160-423-419-138-164-424-422-417-111-20-1-513-32-328-340-79-330-331-33-0-74-517-519-335-34-124-55-83-332-253-339-334-488-155-412-442-444-46-421-559
;;5;113,997;60,6986;2465;1696;559-418-160-420-138-423-419-164-424-422-417-111-20-1-513-32-328-340-79-330-331-33-0-74-517-519-335-34-55-124-83-253-332-339-488-334-155-412-442-444-46-421-413-559
;;6;114,627;79,0643;2465;1696;559-418-413-421-46-442-444-412-155-334-488-339-253-332-335-34-55-124-83-519-517-0-74-33-331-330-79-340-328-32-513-111-20-1-417-422-424-164-423-419-138-160-420-559
;;7;114,227;138,419;2176;1798;559-418-413-421-46-442-444-155-488-334-338-490-333-210-506-502-336-489-519-335-34-55-124-83-332-253-32-513-111-20-1-417-422-424-164-423-419-138-160-420-559
;;8;114,767;138,589;2163;1816;559-418-421-46-442-444-412-155-488-334-490-338-333-210-506-502-336-489-519-335-34-55-124-83-332-253-329-32-513-111-20-1-417-422-424-164-423-419-138-160-420-559
;;9;114,507;139,81;2429;1738;559-420-418-413-421-419-423-138-160-164-424-422-417-111-20-1-513-32-328-79-330-331-33-0-74-517-519-332-253-83-335-34-55-124-490-338-334-488-155-412-444-442-46-559
;;10;114,897;139,84;2366;1770;559-418-413-420-424-164-138-160-423-419-421-46-442-444-412-155-488-334-34-124-55-83-335-253-332-519-517-33-0-74-331-330-79-328-32-513-1-20-111-416-110-417-422-559
;;11;114,732;142,273;2375;1750;559-418-420-421-419-423-138-160-164-424-422-417-111-20-1-513-32-328-79-330-331-33-0-74-517-327-336-489-519-335-34-124-55-83-332-339-334-488-155-412-444-442-46-559
;;12;114,957;154,552;2318;1784;559-418-413-420-424-164-138-160-423-419-421-46-442-444-412-155-488-334-34-124-55-83-335-332-253-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;114,937;7,87553;2329;1785;559-418-160-420-413-421-419-423-138-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-335-34-55-124-83-253-332-339-334-488-155-412-444-442-46-559
;;2;114,277;8,00633;2368;1777;559-418-413-420-160-419-423-138-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-335-34-55-124-83-253-332-339-334-488-155-412-444-442-46-559
;;3;114,277;8,0588;2368;1777;559-418-413-420-160-419-423-138-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-335-34-124-55-83-253-332-339-334-488-155-412-444-442-46-559
;;4;114,277;8,08602;2368;1777;559-418-413-420-160-419-423-138-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-335-34-124-55-83-253-332-339-334-488-155-412-444-442-46-559
;;5;114,277;8,10493;2368;1777;559-418-413-420-160-419-423-138-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-335-34-124-55-83-332-253-339-334-488-155-412-444-442-46-559
;;6;114,597;8,8208;2398;1740;559-418-413-421-419-423-138-160-420-164-424-422-110-416-417-111-20-1-513-32-328-79-330-331-33-0-74-517-519-335-34-124-55-83-332-253-339-488-334-155-442-444-46-559
