Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p562.txt;35;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;25,694;25,6945;29;107;2;0;29;107;
2;25,7325;25,7339;25;123;0;0;25;123;
3;25,4048;25,4055;28;121;0;0;28;121;
4;25,6054;25,6061;32;123;0;0;32;123;
5;25,3187;25,3189;26;115;0;0;26;115;
6;25,2931;25,2933;33;111;0;0;33;111;
7;25,5058;25,5063;30;108;0;0;30;108;
8;25,3661;25,367;27;95;0;0;27;95;
9;26,0969;26,0971;29;109;0;0;29;109;
10;26,0551;26,0562;32;106;2;0;32;106;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,01;0,50587;804;577;559-418-422-110-416-20-111-1-417-424-164-419-138-160-420-559
;;2;34,01;0,762886;804;577;559-418-422-110-416-111-20-1-417-424-164-419-138-160-420-559
;;3;34,97;0,250235;843;572;559-418-420-138-160-419-423-164-424-422-32-513-111-20-1-417-559
;;4;34,97;0,250239;843;572;559-418-420-138-160-423-419-164-424-422-32-513-111-20-1-417-559
;;5;34,89;0,250239;843;572;559-420-160-423-419-138-164-424-422-32-513-20-111-1-417-418-559
;;6;34,98;0,505867;843;572;559-418-420-138-160-419-423-164-424-32-513-111-20-1-417-422-559
;;7;34,9;0,505875;843;572;559-420-160-423-419-138-164-424-32-513-111-20-1-417-422-418-559
;;8;34,97;0,505877;843;572;559-418-420-138-160-419-423-164-424-422-32-513-20-111-1-417-559
;;9;34,07;0,505882;843;572;559-418-422-32-513-20-111-1-417-424-164-419-423-138-160-420-559
;;10;34,07;1,02462;843;572;559-418-422-32-513-111-20-1-417-424-164-423-419-138-160-420-559
;;11;34,97;1,5346;843;572;559-418-420-138-160-423-419-164-424-422-32-513-20-111-1-417-559
;;12;34,06;1,79009;843;572;559-418-32-513-111-20-1-417-422-424-164-423-419-138-160-420-559
;;13;34,98;1,7901;843;572;559-418-420-138-160-419-423-164-424-32-513-20-111-1-417-422-559
;;14;34,98;2,03788;843;572;559-418-420-138-160-423-419-164-424-32-513-20-111-1-417-422-559
;;15;34,89;3,0671;843;572;559-420-160-423-419-138-164-424-422-32-513-1-20-111-417-418-559
;;16;34,89;3,32104;843;572;559-420-160-423-419-138-164-424-422-32-513-111-20-1-417-418-559
;;17;34,98;4,65531;843;572;559-418-420-138-160-423-419-164-424-32-513-111-20-1-417-422-559
;;18;34,97;6,7093;843;572;559-418-420-138-160-423-419-164-424-422-32-513-1-20-111-417-559
;;19;34,97;6,95805;843;572;559-418-420-138-160-423-419-164-424-422-32-513-1-111-20-417-559
;;20;34,07;9,53897;843;572;559-418-422-32-513-111-20-1-417-424-164-419-423-138-160-420-559
;;21;34,98;15,92;843;572;559-418-420-138-160-419-423-164-424-32-513-1-20-111-417-422-559
;;22;34,05;16,1795;843;572;559-32-513-111-20-1-417-422-424-164-423-419-138-160-420-418-559
;;23;34,98;20,7736;843;572;559-418-420-138-160-423-419-164-424-32-513-1-20-111-417-422-559
;;24;33,99;0,250233;901;540;559-418-160-420-138-164-424-422-417-1-20-111-32-513-413-559
;;25;33,99;0,250236;901;540;559-418-160-420-138-164-424-422-417-1-111-20-32-513-413-559
;;26;34;1,27761;901;540;559-418-420-138-160-164-424-422-417-1-20-111-32-513-413-559
;;27;34,46;21,0249;901;540;559-413-418-422-32-513-20-111-1-417-424-164-138-160-420-559
;;28;34,61;25,6967;726;590;559-418-422-110-416-111-20-1-424-164-423-419-138-160-420-559
;;29;34,84;25,6989;792;584;559-418-422-110-416-111-20-417-424-164-423-419-138-160-420-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;34,6;8,65566;726;590;559-422-110-416-20-111-1-424-164-423-419-138-160-420-418-559
;;2;34,61;8,66144;726;590;559-418-422-110-416-20-111-1-424-164-423-419-138-160-420-559
;;3;34,61;8,76146;726;590;559-418-422-110-416-111-20-1-424-164-423-419-138-160-420-559
;;4;34,83;8,618;792;584;559-422-110-416-111-20-417-424-164-423-419-138-160-420-418-559
;;5;34,83;8,65913;792;584;559-422-110-416-20-111-417-424-164-423-419-138-160-420-418-559
;;6;34,84;8,66803;792;584;559-418-422-110-416-20-111-417-424-164-423-419-138-160-420-559
;;7;34,84;8,72878;792;584;559-418-422-110-416-111-20-417-424-164-423-419-138-160-420-559
;;8;34,01;0,441729;804;577;559-418-422-110-416-111-20-1-417-424-164-419-138-160-420-559
;;9;34,01;0,48085;804;577;559-418-422-110-416-20-111-1-417-424-164-419-138-160-420-559
;;10;34,83;5,30578;804;577;559-420-160-419-138-164-424-422-110-416-20-111-1-417-418-559
;;11;34,77;5,30668;804;577;559-420-138-160-419-164-424-422-110-416-20-111-1-417-418-559
;;12;34,91;5,30886;804;577;559-418-420-138-160-419-164-424-422-110-416-111-20-1-417-559
;;13;34,91;5,30985;804;577;559-418-420-138-160-419-164-424-422-110-416-20-111-1-417-559
;;14;34;5,37841;804;577;559-422-110-416-20-111-1-417-424-164-419-138-160-420-418-559
;;15;34;5,3815;804;577;559-422-110-416-111-20-1-417-424-164-419-138-160-420-418-559
;;16;34,83;5,46206;804;577;559-420-160-419-138-164-424-422-110-416-111-20-1-417-418-559
;;17;34,77;5,62334;804;577;559-420-138-160-419-164-424-422-110-416-111-20-1-417-418-559
;;18;34,06;0,015348;843;572;559-422-32-513-111-20-1-417-424-164-423-419-138-160-420-418-559
;;19;34,9;0,065972;843;572;559-420-160-423-419-138-164-424-32-513-20-111-1-417-422-418-559
;;20;34,9;0,068419;843;572;559-420-160-423-419-138-164-424-32-513-111-20-1-417-422-418-559
;;21;34,05;0,069421;843;572;559-32-513-111-20-1-417-422-424-164-423-419-138-160-420-418-559
;;22;34,05;0,071621;843;572;559-32-513-1-111-20-417-422-424-164-423-419-138-160-420-418-559
;;23;34,06;0,072769;843;572;559-422-32-513-1-111-20-417-424-164-423-419-138-160-420-418-559
;;24;34,06;0,074071;843;572;559-422-32-513-1-111-20-417-424-164-419-423-138-160-420-418-559
;;25;34,06;0,075128;843;572;559-422-32-513-1-20-111-417-424-164-419-423-138-160-420-418-559
;;26;34,06;0,079504;843;572;559-422-32-513-111-20-1-417-424-164-419-423-138-160-420-418-559
;;27;34,07;0,08052;843;572;559-418-422-32-513-111-20-1-417-424-164-419-423-138-160-420-559
;;28;34,07;0,081835;843;572;559-418-422-32-513-111-20-1-417-424-164-423-419-138-160-420-559
;;29;34,06;0,086717;843;572;559-418-32-513-1-111-20-417-422-424-164-423-419-138-160-420-559
;;30;34,97;0,090633;843;572;559-418-420-138-160-419-423-164-424-422-32-513-20-111-1-417-559
;;31;34,97;0,093186;843;572;559-418-420-138-160-419-423-164-424-422-32-513-1-111-20-417-559
;;32;34,97;0,094271;843;572;559-418-420-138-160-423-419-164-424-422-32-513-1-111-20-417-559
;;33;34,97;0,160638;843;572;559-418-420-138-160-423-419-164-424-422-32-513-111-20-1-417-559
;;34;34,97;0,161854;843;572;559-418-420-138-160-423-419-164-424-422-32-513-20-111-1-417-559
;;35;34,97;0,163248;843;572;559-418-420-138-160-423-419-164-424-422-32-513-1-20-111-417-559
;;36;34,97;0,171906;843;572;559-418-420-138-160-419-423-164-424-422-32-513-1-20-111-417-559
;;37;34,97;0,173212;843;572;559-418-420-138-160-419-423-164-424-422-32-513-111-20-1-417-559
;;38;34,89;0,27507;843;572;559-420-160-423-419-138-164-424-422-32-513-111-20-1-417-418-559
;;39;34,83;0,276119;843;572;559-420-138-160-419-423-164-424-422-32-513-111-20-1-417-418-559
;;40;34,83;0,296976;843;572;559-420-138-160-419-423-164-424-422-32-513-1-20-111-417-418-559
;;41;34,83;0,299051;843;572;559-420-138-160-423-419-164-424-422-32-513-1-20-111-417-418-559
;;42;34,89;0,304446;843;572;559-420-160-423-419-138-164-424-422-32-513-1-20-111-417-418-559
;;43;34,89;0,3286;843;572;559-420-160-423-419-138-164-424-422-32-513-1-111-20-417-418-559
;;44;34,83;0,330855;843;572;559-420-138-160-419-423-164-424-422-32-513-1-111-20-417-418-559
;;45;34,83;0,352108;843;572;559-420-138-160-419-423-164-424-422-32-513-20-111-1-417-418-559
;;46;34,83;0,354272;843;572;559-420-138-160-423-419-164-424-422-32-513-20-111-1-417-418-559
;;47;34,83;0,366916;843;572;559-420-138-160-423-419-164-424-422-32-513-111-20-1-417-418-559
;;48;34,89;0,369066;843;572;559-420-160-419-423-138-164-424-422-32-513-111-20-1-417-418-559
;;49;34,89;0,378994;843;572;559-420-160-419-423-138-164-424-422-32-513-1-111-20-417-418-559
;;50;34,89;0,380346;843;572;559-420-160-419-423-138-164-424-422-32-513-1-20-111-417-418-559
;;51;34,05;0,414402;843;572;559-32-513-1-20-111-417-422-424-164-419-423-138-160-420-418-559
;;52;34,05;0,415533;843;572;559-32-513-1-20-111-417-422-424-164-423-419-138-160-420-418-559
;;53;34,06;0,4168;843;572;559-418-32-513-1-20-111-417-422-424-164-423-419-138-160-420-559
;;54;34,07;0,43563;843;572;559-418-422-32-513-1-111-20-417-424-164-423-419-138-160-420-559
;;55;34,07;0,436829;843;572;559-418-422-32-513-1-20-111-417-424-164-423-419-138-160-420-559
;;56;34,06;0,585781;843;572;559-418-32-513-111-20-1-417-422-424-164-419-423-138-160-420-559
;;57;34,07;0,620918;843;572;559-418-422-32-513-1-20-111-417-424-164-419-423-138-160-420-559
;;58;34,06;0,680238;843;572;559-418-32-513-111-20-1-417-422-424-164-423-419-138-160-420-559
