Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p562.txt;80;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;71,6599;71,6608;13;59;7;0;12;59;
2;72,7801;72,7876;13;51;6;0;6;51;
3;75,4687;75,4716;9;52;6;2;7;52;
4;73,1624;73,1659;11;27;5;0;11;27;
5;73,7849;73,7881;13;103;3;3;12;100;
6;72,2728;72,2738;14;120;7;0;13;120;
7;73,2372;73,2415;8;64;5;4;6;65;
8;72,2328;72,2404;16;35;8;0;9;35;
9;71,7655;71,7685;13;73;3;1;14;40;
10;71,499;71,5035;11;63;3;1;11;53;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;79,907;33,5792;1591;1373;559-418-420-424-164-138-160-423-419-46-442-444-412-155-488-334-34-55-124-83-335-519-33-0-74-253-332-32-513-422-559
;;2;79,717;59,7669;1615;1349;559-418-422-417-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-412-444-442-46-419-164-424-138-160-420-559
;;3;79,697;17,2874;1702;1331;559-418-420-424-164-138-160-423-419-421-46-442-444-412-155-488-334-34-55-124-83-335-519-332-253-32-513-20-111-1-417-422-559
;;4;79,957;39,3011;1702;1331;559-421-46-442-444-412-155-488-334-34-55-124-83-335-519-332-253-32-513-1-20-111-417-422-424-164-423-419-138-160-420-418-559
;;5;79,827;10,4821;1733;1284;559-419-421-46-442-444-155-334-488-339-34-55-124-83-335-519-332-253-32-513-111-20-1-417-422-424-164-138-160-420-418-559
;;6;79,827;67,4023;1733;1284;559-419-421-46-442-444-155-334-488-339-34-124-55-83-335-519-332-253-32-513-1-111-20-417-422-424-164-138-160-420-418-559
;;7;79,787;30,5853;1779;1276;559-418-421-46-442-444-412-155-334-488-339-34-55-124-83-335-519-332-253-32-513-20-111-1-417-422-424-164-138-160-420-559
;;8;79,91;61,1587;1920;1169;559-418-160-420-138-164-424-422-417-1-111-20-513-32-328-340-79-330-331-33-0-74-517-519-335-83-55-124-34-339-413-559
;;9;79,74;14,3256;1954;1165;559-418-422-417-111-20-1-513-32-328-79-330-331-33-0-74-519-335-83-124-55-34-339-488-334-413-160-420-138-164-424-559
;;10;79,41;74,4162;1905;1201;559-418-422-417-111-20-1-513-32-328-79-330-331-33-0-74-517-519-335-83-55-124-34-334-488-413-421-160-420-138-164-424-559
;;11;79,85;75,212;1892;1207;559-418-422-417-111-20-1-513-32-328-79-330-331-33-0-74-517-519-335-83-55-124-34-339-488-413-160-420-138-164-424-559
;;12;78,945;75,3053;1874;1257;559-418-422-417-111-20-1-513-32-328-79-330-331-33-0-74-517-253-332-335-83-124-55-34-334-488-413-160-420-138-164-424-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;79,907;29,0866;1591;1391;559-418-164-424-422-513-32-328-253-332-33-0-74-517-519-335-83-124-55-34-334-488-155-444-442-46-419-423-138-160-420-559
;;2;79,907;29,5479;1591;1391;559-418-164-424-422-513-32-328-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-444-442-46-419-423-138-160-420-559
;;3;79,797;14,9505;1742;1364;559-418-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-444-442-46-421-419-138-160-420-559
;;4;79,797;14,9788;1742;1364;559-418-164-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-444-442-46-421-419-138-160-420-559
;;5;79,797;14,9837;1742;1364;559-418-164-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-444-442-46-421-419-138-160-420-559
;;6;79,797;15,3991;1742;1364;559-418-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-444-442-46-421-419-138-160-420-559
;;7;79,797;15,507;1742;1364;559-418-164-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-444-442-46-421-419-138-160-420-559
;;8;79,797;16,1342;1742;1364;559-418-164-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-442-444-46-421-419-138-160-420-559
;;9;79,797;16,1426;1742;1364;559-418-164-424-422-417-20-111-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-442-444-46-421-419-138-160-420-559
;;10;79,797;16,1532;1742;1364;559-418-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-442-444-46-421-419-138-160-420-559
;;11;79,797;16,2022;1742;1364;559-418-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-442-444-46-421-419-138-160-420-559
;;12;79,817;6,94688;1781;1356;559-422-417-111-20-1-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-442-444-46-419-424-164-138-160-420-418-559
;;13;79,827;6,9512;1781;1356;559-418-422-417-111-20-1-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-442-444-46-419-424-164-138-160-420-559
;;14;79,827;6,95992;1781;1356;559-418-422-417-20-111-1-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-442-444-46-419-424-164-138-160-420-559
;;15;79,577;6,9757;1781;1356;559-418-164-424-422-417-20-111-1-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-442-444-46-419-138-160-420-559
;;16;79,577;7,00529;1781;1356;559-418-164-424-422-417-1-111-20-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-442-444-46-419-138-160-420-559
;;17;79,577;7,21041;1781;1356;559-418-164-424-422-417-1-20-111-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-442-444-46-419-138-160-420-559
;;18;79,577;7,22428;1781;1356;559-418-164-424-422-417-111-20-1-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-442-444-46-419-138-160-420-559
;;19;79,577;16,2297;1781;1356;559-418-164-424-422-417-1-20-111-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-444-442-46-419-138-160-420-559
;;20;79,577;16,2434;1781;1356;559-418-164-424-422-417-1-20-111-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-444-442-46-419-138-160-420-559
;;21;79,577;30,2004;1781;1356;559-418-164-424-422-417-1-111-20-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-444-442-46-419-138-160-420-559
;;22;79,577;30,2727;1781;1356;559-418-164-424-422-417-111-20-1-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-444-442-46-419-138-160-420-559
;;23;79,807;30,3237;1781;1356;559-418-420-164-424-422-417-111-20-1-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-444-442-46-419-138-160-559
;;24;79,807;30,3998;1781;1356;559-418-420-164-424-422-417-111-20-1-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-444-442-46-419-138-160-559
;;25;79,807;30,4341;1781;1356;559-418-420-164-424-422-417-1-111-20-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-444-442-46-419-138-160-559
;;26;79,807;30,5792;1781;1356;559-418-420-164-424-422-417-1-20-111-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-444-442-46-419-138-160-559
;;27;79,807;30,7934;1781;1356;559-418-420-164-424-422-417-1-20-111-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-444-442-46-419-138-160-559
;;28;79,807;30,9468;1781;1356;559-418-420-164-424-422-417-1-111-20-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-444-442-46-419-138-160-559
;;29;79,807;31,3848;1781;1356;559-418-420-164-424-422-417-20-111-1-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-444-442-46-419-138-160-559
;;30;79,807;31,3939;1781;1356;559-418-420-164-424-422-417-20-111-1-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-444-442-46-419-138-160-559
;;31;79,807;32,3215;1781;1356;559-418-420-164-424-422-417-20-111-1-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-442-444-46-419-138-160-559
;;32;79,807;32,3306;1781;1356;559-418-420-164-424-422-417-20-111-1-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-442-444-46-419-138-160-559
;;33;79,807;32,4409;1781;1356;559-418-420-164-424-422-417-1-20-111-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-442-444-46-419-138-160-559
;;34;79,807;32,4502;1781;1356;559-418-420-164-424-422-417-1-111-20-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-442-444-46-419-138-160-559
;;35;79,807;33,4461;1781;1356;559-418-420-164-424-422-417-1-111-20-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-442-444-46-419-138-160-559
;;36;79,807;33,4951;1781;1356;559-418-420-164-424-422-417-111-20-1-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-442-444-46-419-138-160-559
;;37;79,867;16,3417;1810;1354;559-418-421-46-442-444-155-488-334-34-124-55-83-335-519-517-33-0-74-253-332-32-513-111-20-1-417-422-424-164-138-160-420-559
;;38;79,802;9,02137;1812;1290;559-418-420-138-164-424-422-513-32-328-79-330-331-33-0-74-517-519-335-83-55-124-34-334-488-155-442-444-46-160-559
;;39;78,842;9,03612;1812;1290;559-418-160-420-138-164-424-422-513-32-328-79-330-331-33-0-74-517-519-335-83-55-124-34-334-488-155-444-442-46-559
;;40;78,842;9,04106;1812;1290;559-418-160-420-138-164-424-422-513-32-328-79-330-331-33-0-74-517-519-335-83-124-55-34-334-488-155-444-442-46-559
;;41;79,94;37,045;1887;1282;559-420-160-419-138-164-424-422-417-1-20-111-513-32-328-79-330-331-33-0-74-335-83-124-55-34-334-488-155-413-418-559
;;42;79,94;37,0491;1887;1282;559-420-160-419-138-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-335-83-124-55-34-334-488-155-413-418-559
;;43;79,88;37,0925;1887;1282;559-420-138-160-419-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-335-83-124-55-34-334-488-155-413-418-559
;;44;79,88;37,1078;1887;1282;559-420-138-160-419-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-418-559
;;45;79,94;37,4091;1887;1282;559-420-160-419-138-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-418-559
;;46;79,94;37,7909;1887;1282;559-420-160-419-138-164-424-422-417-111-20-1-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-418-559
;;47;79,94;38,1854;1887;1282;559-420-160-419-138-164-424-422-417-1-20-111-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-418-559
;;48;79,88;38,5293;1887;1282;559-420-138-160-419-164-424-422-417-1-20-111-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-418-559
;;49;79,88;38,9022;1887;1282;559-418-420-138-160-419-164-424-422-417-1-20-111-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-559
;;50;79,94;38,9103;1887;1282;559-418-420-160-419-138-164-424-422-417-1-20-111-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-559
;;51;79,94;39,5935;1887;1282;559-418-420-160-419-138-164-424-422-417-111-20-1-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-559
;;52;79,88;39,6068;1887;1282;559-418-420-138-160-419-164-424-422-417-111-20-1-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-559
;;53;79,88;39,9307;1887;1282;559-418-420-138-160-419-164-424-422-417-20-111-1-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-559
;;54;79,94;39,9423;1887;1282;559-418-420-160-419-138-164-424-422-417-20-111-1-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-559
;;55;79,94;40,0357;1887;1282;559-418-420-160-419-138-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-559
;;56;79,94;40,0435;1887;1282;559-418-420-160-419-138-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-335-83-124-55-34-334-488-155-413-559
;;57;79,88;40,3552;1887;1282;559-418-420-138-160-419-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-335-83-124-55-34-334-488-155-413-559
;;58;79,88;40,3761;1887;1282;559-418-420-138-160-419-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-559
;;59;79,12;36,8131;1955;1272;559-160-420-138-164-424-422-417-1-20-111-513-32-328-79-330-331-33-0-74-517-519-335-83-124-55-34-334-488-155-413-418-559

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;79,907;18,6378;1591;1373;559-418-420-424-164-138-160-423-419-46-442-444-412-155-488-334-34-55-124-83-335-519-33-0-74-253-332-32-513-422-559
;;2;79,977;34,2498;1632;1371;559-418-422-20-513-32-253-332-33-0-74-517-519-335-83-124-55-34-334-488-155-444-442-46-419-138-160-420-164-424-559
;;3;79,727;72,7977;1574;1379;559-418-420-424-164-138-160-423-419-421-46-442-444-155-488-334-34-124-55-83-335-519-517-33-0-74-253-332-32-513-422-559
;;4;79,867;72,8026;1781;1356;559-418-422-417-1-20-111-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-444-442-46-419-138-160-420-164-424-559
;;5;79,847;78,7683;1728;1362;559-418-422-417-111-20-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-444-442-46-419-423-138-160-420-164-424-559
;;6;79,395;82,3033;1928;1268;559-418-413-488-334-34-55-124-83-335-332-253-519-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-424-164-138-160-420-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;79,797;2,68732;1742;1364;559-418-164-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-444-442-46-421-419-138-160-420-559
;;2;79,797;2,69459;1742;1364;559-418-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-444-442-46-421-419-138-160-420-559
;;3;79,797;2,84762;1742;1364;559-418-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-444-442-46-421-419-138-160-420-559
;;4;79,797;2,87341;1742;1364;559-418-164-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-444-442-46-421-419-138-160-420-559
;;5;79,797;3,04775;1742;1364;559-418-164-424-422-417-20-111-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-444-442-46-421-419-138-160-420-559
;;6;79,797;3,05481;1742;1364;559-418-164-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-124-55-34-334-488-155-444-442-46-421-419-138-160-420-559
;;7;79,797;3,2321;1742;1364;559-418-164-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-444-442-46-421-419-138-160-420-559
;;8;79,797;3,4286;1742;1364;559-418-164-424-422-417-111-20-1-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-442-444-46-421-419-138-160-420-559
;;9;79,797;3,49174;1742;1364;559-418-164-424-422-417-1-111-20-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-442-444-46-421-419-138-160-420-559
;;10;79,797;3,51349;1742;1364;559-418-164-424-422-417-1-20-111-513-32-253-332-33-0-74-335-83-55-124-34-334-488-155-442-444-46-421-419-138-160-420-559
;;11;79,577;3,54961;1781;1356;559-418-164-424-422-417-1-20-111-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-444-442-46-419-138-160-420-559
;;12;79,577;3,71177;1781;1356;559-418-164-424-422-417-111-20-1-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-444-442-46-419-138-160-420-559
;;13;79,577;3,72468;1781;1356;559-418-164-424-422-417-111-20-1-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-444-442-46-419-138-160-420-559
;;14;79,577;3,75924;1781;1356;559-418-164-424-422-417-1-20-111-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-444-442-46-419-138-160-420-559
;;15;79,577;3,76328;1781;1356;559-418-164-424-422-417-1-111-20-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-444-442-46-419-138-160-420-559
;;16;79,577;3,7952;1781;1356;559-418-164-424-422-417-20-111-1-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-444-442-46-419-138-160-420-559
;;17;79,577;5,04656;1781;1356;559-418-164-424-422-417-20-111-1-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-442-444-46-419-138-160-420-559
;;18;79,807;5,05209;1781;1356;559-418-420-164-424-422-417-20-111-1-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-442-444-46-419-138-160-559
;;19;79,807;5,06399;1781;1356;559-418-420-164-424-422-417-111-20-1-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-442-444-46-419-138-160-559
;;20;79,807;5,06853;1781;1356;559-418-420-164-424-422-417-111-20-1-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-444-442-46-419-138-160-559
;;21;79,807;5,17202;1781;1356;559-418-420-164-424-422-417-1-20-111-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-444-442-46-419-138-160-559
;;22;79,807;5,22037;1781;1356;559-418-420-164-424-422-417-1-111-20-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-444-442-46-419-138-160-559
;;23;79,807;5,23899;1781;1356;559-418-420-164-424-422-417-20-111-1-513-32-253-332-33-0-74-519-335-83-124-55-34-334-488-155-444-442-46-419-138-160-559
;;24;79,807;5,56145;1781;1356;559-418-420-164-424-422-417-20-111-1-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-444-442-46-419-138-160-559
;;25;79,807;5,65703;1781;1356;559-418-420-164-424-422-417-1-20-111-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-444-442-46-419-138-160-559
;;26;79,807;5,71072;1781;1356;559-418-420-164-424-422-417-1-111-20-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-444-442-46-419-138-160-559
;;27;79,807;5,90189;1781;1356;559-418-420-164-424-422-417-1-111-20-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-442-444-46-419-138-160-559
;;28;79,807;6,13651;1781;1356;559-418-420-164-424-422-417-111-20-1-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-442-444-46-419-138-160-559
;;29;79,807;6,1642;1781;1356;559-418-420-164-424-422-417-111-20-1-513-32-253-332-33-0-74-519-335-83-55-124-34-334-488-155-444-442-46-419-138-160-559
;;30;79,877;1,39883;1810;1354;559-418-421-46-442-444-155-488-334-34-55-124-83-335-517-33-0-74-519-332-253-32-513-111-20-1-417-422-424-164-138-160-420-559
;;31;79,867;1,40684;1810;1354;559-418-421-46-442-444-155-488-334-34-55-124-83-335-519-517-33-0-74-253-332-32-513-111-20-1-417-422-424-164-138-160-420-559
;;32;79,867;1,45465;1810;1354;559-418-421-46-442-444-155-488-334-34-55-124-83-335-519-517-33-0-74-253-332-32-513-1-20-111-417-422-424-164-138-160-420-559
;;33;79,94;13,6866;1887;1282;559-418-420-160-419-138-164-424-422-417-1-20-111-513-32-328-79-330-331-33-0-74-335-83-124-55-34-334-488-155-413-559
;;34;79,94;13,6901;1887;1282;559-418-420-160-419-138-164-424-422-417-111-20-1-513-32-328-79-330-331-33-0-74-335-83-124-55-34-334-488-155-413-559
;;35;79,94;14,0725;1887;1282;559-418-420-160-419-138-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-335-83-124-55-34-334-488-155-413-559
;;36;79,88;14,2508;1887;1282;559-418-420-138-160-419-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-335-83-124-55-34-334-488-155-413-559
;;37;79,88;15,1872;1887;1282;559-418-420-138-160-419-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-559
;;38;79,94;15,2058;1887;1282;559-418-420-160-419-138-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-559
;;39;79,94;15,8785;1887;1282;559-418-420-160-419-138-164-424-422-417-1-20-111-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-559
;;40;79,94;15,9028;1887;1282;559-418-420-160-419-138-164-424-422-417-111-20-1-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-559
;;41;79,88;18,1193;1887;1282;559-418-420-138-160-419-164-424-422-417-111-20-1-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-559
;;42;79,88;18,2164;1887;1282;559-418-420-138-160-419-164-424-422-417-1-20-111-513-32-328-79-330-331-33-0-74-335-83-55-124-34-334-488-155-413-559
;;43;79,88;21,9343;1887;1282;559-418-420-138-160-419-164-424-422-417-1-20-111-513-32-328-79-330-331-33-0-74-335-83-124-55-34-334-488-155-413-559
;;44;79,88;23,1992;1887;1282;559-418-420-138-160-419-164-424-422-417-111-20-1-513-32-328-79-330-331-33-0-74-335-83-124-55-34-334-488-155-413-559
;;45;79,88;25,7645;1887;1282;559-418-420-138-160-419-164-424-422-417-20-111-1-513-32-328-79-330-331-33-0-74-335-83-124-55-34-334-488-155-413-559
