Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p562.txt;150;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;200,785;200,789;15;170;6;9;13;89;
2;198,971;198,98;12;263;10;1;6;258;
3;197,904;197,905;7;535;7;6;10;28;
4;199,136;199,138;10;336;8;5;8;336;
5;202,018;202,023;11;203;5;3;7;67;
6;202,948;202,949;11;1203;21;0;15;1203;
7;202,118;202,128;10;67;13;3;12;67;
8;202,88;202,884;7;802;4;2;5;90;
9;206,808;206,82;7;188;6;1;6;186;
10;199,127;199,131;17;473;10;0;9;473;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;149,808;12,3324;2146;2519;559-418-160-420-424-164-423-419-391-82-377-98-380-385-117-102-378-125-132-374-388-557-139-103-494-150-153-245-249-67-147-242-65-460-235-459-244-248-2-518-403-14-23-416-110-422-559
;;2;149,868;112,729;2419;2417;559-418-160-420-424-164-138-423-391-82-377-98-380-385-117-102-378-125-132-374-388-557-494-139-103-150-153-245-249-67-147-242-65-460-235-459-244-248-2-518-403-14-110-416-111-20-1-417-559
;;3;149,798;148,82;2426;2317;559-418-421-160-420-138-164-424-422-513-417-1-20-111-416-403-518-2-248-244-459-235-460-65-242-249-67-245-153-494-557-150-139-103-388-374-132-125-378-117-102-385-380-98-82-377-559
;;4;149,798;148,82;2426;2317;559-418-421-160-420-138-164-424-422-513-417-1-111-20-416-403-518-2-248-244-459-235-460-65-242-249-67-245-153-494-557-150-139-103-388-374-132-125-378-117-102-385-380-98-82-377-559
;;5;149,117;142,742;2449;2314;559-420-418-413-421-419-423-138-160-164-424-422-110-416-111-20-1-513-32-253-332-33-0-74-517-327-507-489-336-502-506-210-214-333-338-490-55-124-83-335-34-334-488-155-412-444-442-46-559
;;6;149,737;98,4677;2570;2305;559-418-413-160-420-138-419-423-164-424-422-110-416-417-111-20-1-513-32-253-332-519-33-0-74-517-327-489-336-502-506-210-214-487-333-338-490-124-55-83-335-34-334-488-155-412-444-442-46-421-559
;;7;149,967;56,3944;2926;2170;559-418-422-424-164-423-419-138-160-420-413-421-46-442-444-412-155-334-488-339-332-253-83-335-34-55-124-490-338-333-210-506-502-336-489-519-517-33-0-74-331-330-79-340-328-32-513-111-20-1-417-559
;;8;149,957;28,374;2962;2145;559-418-420-424-164-138-160-423-419-131-410-406-411-162-477-81-280-273-275-109-54-404-415-409-444-442-155-488-334-34-55-124-83-335-332-253-0-74-517-33-331-330-79-328-32-513-20-111-417-422-559
;;9;149,878;201,041;2397;2470;559-418-160-420-424-164-138-423-419-391-82-377-98-380-385-117-102-378-125-132-374-388-557-494-139-103-150-153-245-249-67-147-242-65-460-235-459-244-248-2-518-403-110-416-111-20-1-417-559
;;10;148,718;201,186;2200;2511;559-418-160-420-424-164-138-423-419-391-82-377-98-380-385-117-102-378-125-132-374-388-557-494-139-103-150-153-245-249-67-147-242-65-460-235-459-244-248-2-518-403-23-416-110-422-559
