Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p562.txt;135;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;170,349;170,361;10;92;15;2;9;49;
2;165,792;165,795;7;178;9;2;10;120;
3;167,311;167,315;10;180;18;1;9;179;
4;167,363;167,373;10;56;11;0;10;56;
5;167,744;167,752;18;161;9;0;14;161;
6;173,982;173,987;11;104;3;2;9;104;
7;168,013;168,015;9;121;7;0;12;121;
8;167,183;167,188;8;329;10;0;9;329;
9;168,698;168,706;12;315;6;0;3;315;
10;167,854;167,855;13;123;19;3;11;122;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;134,458;63,0003;1863;2246;559-418-424-164-160-420-138-423-419-391-82-377-98-380-385-117-102-378-125-132-374-388-557-494-139-103-150-153-245-249-67-65-460-235-2-518-403-416-422-559
;;2;134,037;38,9904;2473;2135;559-418-413-160-420-424-164-138-423-419-421-46-442-444-412-155-488-334-34-335-83-124-55-490-338-333-214-210-506-502-336-489-327-517-33-0-74-519-253-332-32-513-20-111-1-417-422-559
;;3;134,968;170,392;2008;2235;559-418-160-420-424-164-138-423-377-82-98-380-385-117-102-378-125-132-374-388-557-139-103-494-150-153-245-249-67-147-242-65-460-235-459-244-2-518-403-416-110-422-559
;;4;134,588;170,587;2061;2223;559-418-138-160-420-424-164-377-82-98-380-385-117-102-378-125-132-374-557-139-103-388-494-150-153-245-249-67-242-65-460-235-459-244-248-2-518-403-416-422-559
;;5;134,998;171,081;2007;2242;559-418-424-164-160-420-138-419-377-82-98-380-385-117-102-378-125-132-374-388-557-139-103-494-150-153-245-249-67-147-242-65-460-235-459-244-2-518-403-416-422-559
;;6;133,457;172,6;2681;2047;559-418-160-420-424-164-138-423-419-46-442-444-155-334-488-339-328-79-330-331-33-0-74-517-327-489-336-502-506-210-333-338-490-124-55-34-335-83-519-253-332-32-513-1-20-111-417-422-559
;;7;134,997;176,576;2664;2096;559-418-160-420-424-164-138-423-419-421-46-442-444-412-155-488-334-338-490-333-210-506-502-336-489-327-517-519-335-34-55-124-83-332-253-0-74-33-331-330-79-328-32-513-1-20-111-417-422-559
;;8;134,807;176,961;2625;2103;559-418-413-160-420-424-164-138-423-419-421-46-442-444-155-488-339-332-253-83-335-34-124-55-490-338-333-210-506-502-336-489-327-517-33-0-74-331-330-79-328-32-513-111-20-1-417-422-559
