Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p562.txt;120;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;142,136;142,143;10;146;5;0;7;146;
2;137,782;137,789;13;331;8;0;11;331;
3;139,057;139,062;12;119;2;0;8;119;
4;137,862;137,863;11;168;6;0;11;168;
5;138,838;138,845;8;111;2;2;8;25;
6;142,455;142,463;15;235;5;2;11;231;
7;137,671;137,673;13;316;3;0;12;316;
8;138,143;138,146;12;591;9;0;7;591;
9;138,232;138,239;14;82;4;0;10;82;
10;144,049;144,055;10;170;7;0;10;170;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;119,887;41,1479;2309;1858;559-413-421-46-442-444-155-488-334-34-335-83-55-124-490-338-333-506-502-336-489-327-517-331-33-0-74-253-332-32-513-1-111-20-417-424-164-419-138-160-420-418-559
;;2;119,197;92,4662;2481;1766;559-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-517-335-34-124-55-83-253-332-339-488-334-155-412-442-444-46-419-424-164-138-160-420-418-413-559
;;3;118,587;126,655;2531;1684;559-418-160-420-138-164-424-422-417-1-111-20-513-32-328-340-79-330-331-74-33-0-517-519-335-34-55-124-83-332-253-339-334-488-155-412-444-442-409-46-419-421-413-559
;;4;119,867;12,7451;2555;1634;559-109-54-404-415-409-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-517-0-74-33-331-330-79-328-32-513-20-111-417-422-424-164-138-160-420-418-559
;;5;119,797;149,482;2487;1753;559-422-110-416-417-1-111-20-513-32-328-340-79-330-331-33-0-74-517-519-335-34-124-55-83-332-253-339-334-488-155-444-442-46-421-419-423-424-164-138-160-420-418-413-559
;;6;119,857;157,585;2300;1956;559-418-420-424-164-138-160-423-419-421-46-442-444-412-155-488-334-490-338-333-210-506-502-336-489-327-517-33-0-74-519-335-34-55-124-83-332-253-32-513-1-20-111-417-559
;;7;119,707;163,572;2468;1825;559-418-413-420-424-164-138-160-423-419-421-46-442-444-412-155-488-334-339-332-253-335-34-55-124-83-519-489-336-327-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;119,767;0,54034;1779;1851;559-418-421-419-423-377-82-98-380-385-117-102-378-125-132-374-388-557-494-150-139-103-389-379-391-110-416-111-20-1-417-422-424-164-138-160-420-559
;;2;119,467;1,16481;1779;1851;559-418-421-419-423-377-82-98-380-385-117-102-378-125-132-557-494-150-139-103-388-374-389-379-391-110-416-111-20-1-417-422-424-164-138-160-420-559
;;3;119,467;1,17955;1779;1851;559-418-421-419-423-377-82-98-380-385-102-117-378-125-132-557-494-150-139-103-388-374-389-379-391-110-416-111-20-1-417-422-424-164-138-160-420-559
;;4;119,397;1,19575;1779;1851;559-418-421-419-423-377-82-98-380-385-102-117-378-125-132-374-557-494-150-139-103-388-389-379-391-110-416-111-20-1-417-422-424-164-138-160-420-559
;;5;119,457;131,621;2164;1829;559-418-413-421-415-409-46-442-444-412-155-488-334-34-55-124-83-335-519-517-33-0-74-253-332-32-513-1-20-111-414-416-110-422-424-164-423-419-138-160-420-559
;;6;119,457;134,263;2164;1829;559-418-413-421-415-409-46-442-444-412-155-488-334-34-55-124-83-335-519-517-33-0-74-253-332-32-513-1-111-20-414-416-110-422-424-164-423-419-138-160-420-559
;;7;119,457;137,15;2164;1829;559-418-413-421-415-409-46-442-444-412-155-488-334-34-124-55-83-335-519-517-33-0-74-253-332-32-513-1-111-20-414-416-110-422-424-164-423-419-138-160-420-559
;;8;118,767;79,7473;2334;1827;559-138-160-420-418-413-421-419-423-164-424-422-110-416-414-1-111-20-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-55-124-34-334-488-155-412-444-442-46-559
;;9;119,787;63,0533;2359;1820;559-418-413-420-160-423-419-138-164-424-422-110-416-414-20-111-1-417-513-32-328-79-330-331-33-0-74-517-253-332-335-83-124-55-34-334-488-155-412-442-444-46-421-559
;;10;119,667;63,8638;2359;1820;559-418-413-421-419-423-160-420-138-164-424-422-110-416-414-111-20-1-417-513-32-328-79-330-331-33-0-74-517-332-253-335-83-124-55-34-334-488-155-412-444-442-46-559
;;11;119,667;64,1736;2359;1820;559-418-413-421-419-423-160-420-138-164-424-422-110-416-414-20-111-1-417-513-32-328-79-330-331-33-0-74-517-332-253-335-83-124-55-34-334-488-155-412-444-442-46-559
;;12;119,397;68,65;2359;1820;559-418-413-421-419-423-138-160-420-164-424-422-417-110-416-414-20-111-1-513-32-328-79-330-331-33-0-74-517-332-253-335-83-124-55-34-334-488-155-412-444-442-46-559
;;13;119,397;69,3716;2359;1820;559-418-413-421-419-423-138-160-420-164-424-422-417-110-416-414-20-111-1-513-32-328-79-330-331-33-0-74-517-332-253-335-83-55-124-34-334-488-155-412-444-442-46-559
;;14;119,667;70,5326;2359;1820;559-418-413-421-419-423-160-420-138-164-424-422-110-416-414-1-111-20-417-513-32-328-79-330-331-33-0-74-517-332-253-335-83-55-124-34-334-488-155-412-444-442-46-559
;;15;119,667;70,8989;2359;1820;559-418-413-421-419-423-160-420-138-164-424-422-110-416-414-1-20-111-417-513-32-328-79-330-331-33-0-74-517-332-253-335-83-55-124-34-334-488-155-412-444-442-46-559
;;16;119,177;77,8518;2359;1820;559-418-413-421-419-423-138-160-420-164-424-422-110-416-414-1-111-20-417-513-32-328-79-330-331-33-0-74-517-332-253-335-83-55-124-34-334-488-155-412-444-442-46-559
;;17;119,887;79,6362;2359;1820;559-418-413-421-419-423-160-420-138-164-424-422-417-110-416-414-1-111-20-513-32-328-79-330-331-33-0-74-517-332-253-335-83-55-124-34-334-488-155-412-444-442-46-559
;;18;119,177;111,56;2359;1820;559-418-413-421-419-423-138-160-420-164-424-422-110-416-414-1-20-111-417-513-32-328-79-330-331-33-0-74-517-332-253-335-83-55-124-34-334-488-155-412-444-442-46-559
;;19;119,667;112,519;2359;1820;559-418-413-421-419-423-160-420-138-164-424-422-110-416-414-111-20-1-417-513-32-328-79-330-331-33-0-74-517-332-253-335-83-55-124-34-334-488-155-412-444-442-46-559
;;20;119,667;115,025;2359;1820;559-418-413-421-419-423-160-420-138-164-424-422-110-416-414-111-20-1-417-513-32-328-79-330-331-33-0-74-517-253-332-335-83-55-124-34-334-488-155-412-444-442-46-559
;;21;119,197;63,6161;2412;1814;559-418-413-421-419-138-160-420-164-424-422-110-416-414-1-20-111-417-513-32-328-79-330-331-33-0-74-517-519-332-253-335-83-124-55-34-334-488-155-412-444-442-46-559
