Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p562.txt;60;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;46,9113;46,9166;10;53;4;0;8;53;
2;48,1253;48,1256;5;50;4;0;4;50;
3;47,7049;47,7088;18;45;4;2;11;47;
4;47,7133;47,718;19;60;4;0;10;60;
5;48,0219;48,0242;17;50;4;0;9;50;
6;48,239;48,2396;9;43;4;0;9;43;
7;47,9574;47,9611;15;58;5;0;11;58;
8;48,8725;48,8811;20;36;8;1;12;36;
9;48,1413;48,1434;18;39;7;0;7;39;
10;47,6526;47,6556;18;41;4;1;11;42;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;59,445;6,17004;1147;1047;559-413-155-488-334-34-55-124-83-335-332-253-32-513-424-164-419-138-160-420-418-559
;;2;59,715;2,34293;1170;1041;559-418-421-46-155-488-334-34-124-55-83-335-253-332-32-513-422-424-164-138-160-420-559
;;3;59,715;20,7543;1170;1041;559-418-421-46-155-488-334-34-124-55-83-335-332-253-32-513-422-424-164-138-160-420-559
;;4;59,565;28,6604;1170;1041;559-421-46-155-488-334-34-55-124-83-335-253-332-32-513-422-424-164-138-160-420-418-559
;;5;59,885;46,9187;1198;1037;559-421-413-155-488-334-34-55-124-83-335-332-253-32-513-422-424-164-138-160-420-418-559
;;6;59,785;47,0143;1373;999;559-418-413-488-334-34-124-55-83-335-332-253-329-32-513-111-20-1-417-422-424-164-138-160-420-559
;;7;59,515;47,0212;1414;989;559-418-413-488-334-34-124-55-83-335-519-332-253-32-513-20-111-417-422-424-164-138-160-420-559
;;8;59,915;47,2993;1305;1035;559-418-413-155-488-334-34-124-55-83-335-332-253-32-513-1-111-20-424-164-138-160-420-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;59,93;36,3599;1091;1059;559-418-413-155-488-34-55-124-83-335-332-32-513-422-424-164-419-138-160-420-559
;;2;59,85;36,3752;1115;1051;559-418-413-155-488-334-34-55-124-83-332-32-513-422-424-164-419-138-160-420-559
;;3;59,595;1,68456;1147;1047;559-418-413-155-488-334-34-124-55-83-335-253-332-32-513-424-164-419-138-160-420-559
;;4;59,595;1,68666;1147;1047;559-418-413-155-488-334-34-55-124-83-335-253-332-32-513-424-164-419-138-160-420-559
;;5;59,595;1,69104;1147;1047;559-418-413-155-488-334-34-55-124-83-335-332-253-32-513-424-164-419-138-160-420-559
;;6;59,445;2,69299;1147;1047;559-413-155-488-334-34-55-124-83-335-332-253-32-513-424-164-419-138-160-420-418-559
;;7;59,445;13,1526;1147;1047;559-413-155-488-334-34-124-55-83-335-253-332-32-513-424-164-419-138-160-420-418-559
;;8;59,445;13,1565;1147;1047;559-413-155-488-334-34-55-124-83-335-253-332-32-513-424-164-419-138-160-420-418-559
;;9;59,445;13,2841;1147;1047;559-413-155-488-334-34-124-55-83-335-332-253-32-513-424-164-419-138-160-420-418-559
;;10;59,595;13,7369;1147;1047;559-418-413-155-488-334-34-124-55-83-335-332-253-32-513-424-164-419-138-160-420-559
;;11;59,715;2,44853;1170;1041;559-418-421-46-155-488-334-34-55-124-83-335-332-253-32-513-422-424-164-138-160-420-559
;;12;59,715;2,46337;1170;1041;559-418-421-46-155-488-334-34-55-124-83-335-253-332-32-513-422-424-164-138-160-420-559
;;13;59,715;2,46577;1170;1041;559-418-421-46-155-488-334-34-124-55-83-335-332-253-32-513-422-424-164-138-160-420-559
;;14;59,715;2,48287;1170;1041;559-418-421-46-155-488-334-34-124-55-83-335-253-332-32-513-422-424-164-138-160-420-559
;;15;59,565;2,71015;1170;1041;559-421-46-155-488-334-34-55-124-83-335-332-253-32-513-422-424-164-138-160-420-418-559
;;16;59,565;2,77864;1170;1041;559-421-46-155-488-334-34-124-55-83-335-332-253-32-513-422-424-164-138-160-420-418-559
;;17;59,565;2,9779;1170;1041;559-421-46-155-488-334-34-124-55-83-335-253-332-32-513-422-424-164-138-160-420-418-559
;;18;59,565;2,99916;1170;1041;559-421-46-155-488-334-34-55-124-83-335-253-332-32-513-422-424-164-138-160-420-418-559
;;19;59,885;2,71517;1198;1037;559-421-413-155-488-334-34-55-124-83-335-332-253-32-513-422-424-164-138-160-420-418-559
;;20;59,885;2,78378;1198;1037;559-421-413-155-488-334-34-124-55-83-335-332-253-32-513-422-424-164-138-160-420-418-559
;;21;59,885;2,99426;1198;1037;559-421-413-155-488-334-34-55-124-83-335-253-332-32-513-422-424-164-138-160-420-418-559
;;22;59,885;3,01417;1198;1037;559-421-413-155-488-334-34-124-55-83-335-253-332-32-513-422-424-164-138-160-420-418-559
;;23;59,965;29,7453;1207;1036;559-160-420-138-164-424-422-513-32-253-332-33-0-74-83-124-55-34-334-488-413-418-559
;;24;59,965;29,8154;1207;1036;559-160-420-138-164-424-422-513-32-253-332-33-0-74-83-55-124-34-334-488-413-418-559
;;25;59,965;29,8208;1207;1036;559-418-160-420-138-164-424-422-513-32-253-332-33-0-74-83-55-124-34-334-488-413-559
;;26;59,965;29,9768;1207;1036;559-418-160-420-138-164-424-422-513-32-253-332-33-0-74-83-124-55-34-334-488-413-559
;;27;59,765;3,11301;1305;1035;559-413-155-488-334-34-124-55-83-335-253-332-32-513-1-20-111-424-164-138-160-420-418-559
;;28;59,765;3,40875;1305;1035;559-413-155-488-334-34-55-124-83-335-253-332-32-513-1-20-111-424-164-138-160-420-418-559
;;29;59,765;3,53613;1305;1035;559-413-155-488-334-34-55-124-83-335-253-332-32-513-1-111-20-424-164-138-160-420-418-559
;;30;59,915;3,59691;1305;1035;559-418-413-155-488-334-34-55-124-83-335-332-253-32-513-1-111-20-424-164-138-160-420-559
;;31;59,915;3,67622;1305;1035;559-418-413-155-488-334-34-55-124-83-335-253-332-32-513-1-111-20-424-164-138-160-420-559
;;32;59,915;3,69329;1305;1035;559-418-413-155-488-334-34-124-55-83-335-332-253-32-513-1-111-20-424-164-138-160-420-559
;;33;59,915;3,80388;1305;1035;559-418-413-155-488-334-34-124-55-83-335-332-253-32-513-1-20-111-424-164-138-160-420-559
;;34;59,915;3,80643;1305;1035;559-418-413-155-488-334-34-124-55-83-335-253-332-32-513-1-20-111-424-164-138-160-420-559
;;35;59,915;14,8029;1305;1035;559-418-413-155-488-334-34-55-124-83-335-253-332-32-513-1-20-111-424-164-138-160-420-559
;;36;59,915;14,8577;1305;1035;559-418-413-155-488-334-34-55-124-83-335-332-253-32-513-1-20-111-424-164-138-160-420-559
;;37;59,915;3,48396;1314;1026;559-413-155-488-334-34-55-124-83-253-332-32-513-20-111-1-417-424-164-138-160-420-418-559
;;38;59,855;2,23868;1427;999;559-413-488-334-34-55-124-83-335-519-332-253-32-513-111-20-1-417-422-424-164-138-160-420-418-559
;;39;59,855;3,85064;1427;999;559-413-488-334-34-124-55-83-335-519-332-253-32-513-1-20-111-417-422-424-164-138-160-420-418-559
;;40;59,855;3,88469;1427;999;559-413-488-334-34-124-55-83-335-519-253-332-32-513-111-20-1-417-422-424-164-138-160-420-418-559
;;41;59,855;3,89278;1427;999;559-413-488-334-34-124-55-83-335-519-332-253-32-513-111-20-1-417-422-424-164-138-160-420-418-559
;;42;59,855;3,90317;1427;999;559-413-488-334-34-124-55-83-335-519-332-253-32-513-1-111-20-417-422-424-164-138-160-420-418-559
;;43;59,855;3,95244;1427;999;559-413-488-334-34-124-55-83-335-519-332-253-32-513-20-111-1-417-422-424-164-138-160-420-418-559
;;44;59,855;4,00446;1427;999;559-413-488-334-34-124-55-83-335-519-253-332-32-513-20-111-1-417-422-424-164-138-160-420-418-559
;;45;59,855;4,053;1427;999;559-413-488-334-34-55-124-83-335-519-332-253-32-513-20-111-1-417-422-424-164-138-160-420-418-559
;;46;59,855;4,10915;1427;999;559-413-488-334-34-55-124-83-335-519-253-332-32-513-20-111-1-417-422-424-164-138-160-420-418-559
;;47;59,855;4,19511;1427;999;559-413-488-334-34-55-124-83-335-519-253-332-32-513-111-20-1-417-422-424-164-138-160-420-418-559
;;48;59,855;4,59688;1427;999;559-413-488-334-34-55-124-83-335-519-253-332-32-513-1-111-20-417-422-424-164-138-160-420-418-559
;;49;59,855;4,60903;1427;999;559-413-488-334-34-124-55-83-335-519-253-332-32-513-1-111-20-417-422-424-164-138-160-420-418-559
;;50;59,855;5,16372;1427;999;559-413-488-334-34-55-124-83-335-519-332-253-32-513-1-111-20-417-422-424-164-138-160-420-418-559
;;51;59,855;5,34806;1427;999;559-413-488-334-34-55-124-83-335-519-332-253-32-513-1-20-111-417-422-424-164-138-160-420-418-559
;;52;59,855;5,47584;1427;999;559-413-488-334-34-55-124-83-335-519-253-332-32-513-1-20-111-417-422-424-164-138-160-420-418-559
;;53;59,855;5,7813;1427;999;559-413-488-334-34-124-55-83-335-519-253-332-32-513-1-20-111-417-422-424-164-138-160-420-418-559

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;59,665;17,2932;1215;1049;559-418-413-155-488-334-34-55-124-83-335-332-253-328-32-513-422-424-164-138-160-420-559
;;2;59,795;10,6277;1237;1029;559-418-160-420-138-164-424-422-513-32-253-332-519-335-83-124-55-34-334-488-155-413-559
;;3;59,5;48,8469;1411;977;559-418-413-488-334-34-124-55-83-335-519-332-32-513-111-20-1-417-422-424-164-138-160-420-559
;;4;59,785;48,9802;1373;999;559-418-413-488-334-34-55-124-83-335-332-253-329-32-513-111-20-1-417-422-424-164-138-160-420-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;59,995;14,5799;1012;1066;559-413-155-488-34-55-124-83-335-253-332-32-422-424-164-419-138-160-420-418-559
;;2;59,915;14,2623;1036;1058;559-413-155-488-334-34-55-124-83-253-332-32-422-424-164-419-138-160-420-418-559
;;3;59,85;11,2548;1115;1051;559-418-413-155-488-334-34-55-124-83-332-32-513-422-424-164-419-138-160-420-559
;;4;59,445;1,75164;1147;1047;559-413-155-488-334-34-124-55-83-335-332-253-32-513-424-164-419-138-160-420-418-559
;;5;59,595;11,2705;1147;1047;559-418-413-155-488-334-34-124-55-83-335-253-332-32-513-424-164-419-138-160-420-559
;;6;59,595;11,28;1147;1047;559-418-413-155-488-334-34-124-55-83-335-332-253-32-513-424-164-419-138-160-420-559
;;7;59,595;11,3014;1147;1047;559-418-413-155-488-334-34-55-124-83-335-332-253-32-513-424-164-419-138-160-420-559
;;8;59,595;11,5614;1147;1047;559-418-413-155-488-334-34-55-124-83-335-253-332-32-513-424-164-419-138-160-420-559
;;9;59,445;14,5822;1147;1047;559-413-155-488-334-34-55-124-83-335-332-253-32-513-424-164-419-138-160-420-418-559
;;10;59,445;15,2134;1147;1047;559-413-155-488-334-34-55-124-83-335-253-332-32-513-424-164-419-138-160-420-418-559
;;11;59,445;15,3176;1147;1047;559-413-155-488-334-34-124-55-83-335-253-332-32-513-424-164-419-138-160-420-418-559
;;12;59,565;1,78254;1170;1041;559-421-46-155-488-334-34-124-55-83-335-253-332-32-513-422-424-164-138-160-420-418-559
;;13;59,565;1,79239;1170;1041;559-421-46-155-488-334-34-124-55-83-335-332-253-32-513-422-424-164-138-160-420-418-559
;;14;59,565;1,83707;1170;1041;559-421-46-155-488-334-34-55-124-83-335-332-253-32-513-422-424-164-138-160-420-418-559
;;15;59,565;2,13024;1170;1041;559-421-46-155-488-334-34-55-124-83-335-253-332-32-513-422-424-164-138-160-420-418-559
;;16;59,715;2,3598;1170;1041;559-418-421-46-155-488-334-34-55-124-83-335-332-253-32-513-422-424-164-138-160-420-559
;;17;59,715;2,36611;1170;1041;559-418-421-46-155-488-334-34-124-55-83-335-332-253-32-513-422-424-164-138-160-420-559
;;18;59,715;2,41007;1170;1041;559-418-421-46-155-488-334-34-124-55-83-335-253-332-32-513-422-424-164-138-160-420-559
;;19;59,715;2,49024;1170;1041;559-418-421-46-155-488-334-34-55-124-83-335-253-332-32-513-422-424-164-138-160-420-559
;;20;59,885;1,78769;1198;1037;559-421-413-155-488-334-34-124-55-83-335-253-332-32-513-422-424-164-138-160-420-418-559
;;21;59,885;1,7972;1198;1037;559-421-413-155-488-334-34-124-55-83-335-332-253-32-513-422-424-164-138-160-420-418-559
;;22;59,885;1,84812;1198;1037;559-421-413-155-488-334-34-55-124-83-335-332-253-32-513-422-424-164-138-160-420-418-559
;;23;59,885;2,1353;1198;1037;559-421-413-155-488-334-34-55-124-83-335-253-332-32-513-422-424-164-138-160-420-418-559
;;24;59,765;2,30713;1305;1035;559-413-155-488-334-34-55-124-83-335-332-253-32-513-1-20-111-424-164-138-160-420-418-559
;;25;59,915;2,34084;1305;1035;559-418-413-155-488-334-34-55-124-83-335-332-253-32-513-1-20-111-424-164-138-160-420-559
;;26;59,915;11,7728;1305;1035;559-418-413-155-488-334-34-55-124-83-335-253-332-32-513-1-20-111-424-164-138-160-420-559
;;27;59,915;11,8546;1305;1035;559-418-413-155-488-334-34-124-55-83-335-253-332-32-513-1-20-111-424-164-138-160-420-559
;;28;59,915;11,8574;1305;1035;559-418-413-155-488-334-34-124-55-83-335-332-253-32-513-1-20-111-424-164-138-160-420-559
;;29;59,915;11,8633;1305;1035;559-418-413-155-488-334-34-124-55-83-335-332-253-32-513-1-111-20-424-164-138-160-420-559
;;30;59,915;11,8687;1305;1035;559-418-413-155-488-334-34-55-124-83-335-332-253-32-513-1-111-20-424-164-138-160-420-559
;;31;59,915;11,8983;1305;1035;559-418-413-155-488-334-34-55-124-83-335-253-332-32-513-1-111-20-424-164-138-160-420-559
;;32;59,915;11,925;1305;1035;559-418-413-155-488-334-34-124-55-83-335-253-332-32-513-1-111-20-424-164-138-160-420-559
;;33;59,765;26,6325;1305;1035;559-413-155-488-334-34-124-55-83-335-332-253-32-513-1-111-20-424-164-138-160-420-418-559
;;34;59,765;26,654;1305;1035;559-413-155-488-334-34-124-55-83-335-332-253-32-513-1-20-111-424-164-138-160-420-418-559
;;35;59,995;26,6393;1310;1011;559-413-155-488-334-34-124-55-83-335-332-253-32-513-1-111-417-424-164-138-160-420-418-559
;;36;59,855;0,950481;1427;999;559-413-488-334-34-124-55-83-335-519-332-253-32-513-111-20-1-417-422-424-164-138-160-420-418-559
;;37;59,855;0,985483;1427;999;559-413-488-334-34-124-55-83-335-519-332-253-32-513-20-111-1-417-422-424-164-138-160-420-418-559
;;38;59,855;1,10185;1427;999;559-413-488-334-34-124-55-83-335-519-253-332-32-513-20-111-1-417-422-424-164-138-160-420-418-559
;;39;59,855;1,12248;1427;999;559-413-488-334-34-124-55-83-335-519-253-332-32-513-111-20-1-417-422-424-164-138-160-420-418-559
;;40;59,855;1,12503;1427;999;559-413-488-334-34-55-124-83-335-519-253-332-32-513-111-20-1-417-422-424-164-138-160-420-418-559
;;41;59,855;1,13042;1427;999;559-413-488-334-34-55-124-83-335-519-332-253-32-513-111-20-1-417-422-424-164-138-160-420-418-559
;;42;59,855;1,15066;1427;999;559-413-488-334-34-55-124-83-335-519-332-253-32-513-1-20-111-417-422-424-164-138-160-420-418-559
;;43;59,855;1,16303;1427;999;559-413-488-334-34-124-55-83-335-519-332-253-32-513-1-20-111-417-422-424-164-138-160-420-418-559
;;44;59,855;1,17663;1427;999;559-413-488-334-34-124-55-83-335-519-332-253-32-513-1-111-20-417-422-424-164-138-160-420-418-559
;;45;59,855;1,18201;1427;999;559-413-488-334-34-55-124-83-335-519-332-253-32-513-1-111-20-417-422-424-164-138-160-420-418-559
;;46;59,855;1,18491;1427;999;559-413-488-334-34-55-124-83-335-519-332-253-32-513-20-111-1-417-422-424-164-138-160-420-418-559
;;47;59,855;1,19842;1427;999;559-413-488-334-34-55-124-83-335-519-253-332-32-513-20-111-1-417-422-424-164-138-160-420-418-559
;;48;59,855;1,59048;1427;999;559-413-488-334-34-55-124-83-335-519-253-332-32-513-1-20-111-417-422-424-164-138-160-420-418-559
;;49;59,855;14,0648;1427;999;559-413-488-334-34-124-55-83-335-519-253-332-32-513-1-111-20-417-422-424-164-138-160-420-418-559
;;50;59,855;14,1045;1427;999;559-413-488-334-34-55-124-83-335-519-253-332-32-513-1-111-20-417-422-424-164-138-160-420-418-559

Run;3
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;59,715;4,7838;1170;1041;559-418-421-46-155-488-334-34-124-55-83-335-253-332-32-513-422-424-164-138-160-420-559
;;2;59,715;8,6114;1170;1041;559-418-421-46-155-488-334-34-124-55-83-335-332-253-32-513-422-424-164-138-160-420-559
;;3;59,565;14,8107;1170;1041;559-421-46-155-488-334-34-124-55-83-335-332-253-32-513-422-424-164-138-160-420-418-559
;;4;59,715;22,903;1170;1041;559-418-421-46-155-488-334-34-55-124-83-335-332-253-32-513-422-424-164-138-160-420-559
;;5;59,645;1,9425;1193;1039;559-418-413-155-412-488-334-34-124-55-83-335-332-253-32-513-424-164-138-160-420-559
;;6;59,862;4,78381;1393;854;559-418-420-424-164-138-160-46-442-444-412-155-334-488-339-32-513-111-20-1-417-422-559
;;7;59,802;9,07328;1393;854;559-418-420-46-442-444-412-155-334-488-339-32-513-111-20-1-417-422-424-164-138-160-559
;;8;59,802;17,1704;1393;854;559-418-420-46-442-444-412-155-488-334-339-32-513-111-20-1-417-422-424-164-138-160-559
;;9;59,802;33,8727;1393;854;559-418-420-46-442-444-412-155-488-334-339-32-513-1-20-111-417-422-424-164-138-160-559
;;10;59,915;48,0187;1305;1035;559-418-413-155-488-334-34-55-124-83-335-332-253-32-513-1-111-20-424-164-138-160-420-559
;;11;59,785;49,3585;1373;999;559-418-413-488-334-34-55-124-83-335-332-253-329-32-513-111-20-1-417-422-424-164-138-160-420-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;59,705;18,4856;1037;1066;559-413-155-488-334-34-55-124-83-332-253-32-513-422-424-164-419-160-420-418-559
;;2;59,805;37,3832;1056;1051;559-418-413-155-412-34-55-124-83-335-332-253-32-513-424-164-419-138-160-420-559
;;3;59,445;17,7638;1147;1047;559-413-155-488-334-34-55-124-83-335-332-253-32-513-424-164-419-138-160-420-418-559
;;4;59,445;17,7701;1147;1047;559-413-155-488-334-34-124-55-83-335-332-253-32-513-424-164-419-138-160-420-418-559
;;5;59,445;17,8047;1147;1047;559-413-155-488-334-34-124-55-83-335-253-332-32-513-424-164-419-138-160-420-418-559
;;6;59,445;17,8067;1147;1047;559-413-155-488-334-34-55-124-83-335-253-332-32-513-424-164-419-138-160-420-418-559
;;7;59,595;19,4505;1147;1047;559-418-413-155-488-334-34-55-124-83-335-332-253-32-513-424-164-419-138-160-420-559
;;8;59,595;19,4836;1147;1047;559-418-413-155-488-334-34-124-55-83-335-332-253-32-513-424-164-419-138-160-420-559
;;9;59,595;19,5438;1147;1047;559-418-413-155-488-334-34-124-55-83-335-253-332-32-513-424-164-419-138-160-420-559
;;10;59,595;19,8291;1147;1047;559-418-413-155-488-334-34-55-124-83-335-253-332-32-513-424-164-419-138-160-420-559
;;11;59,715;2,54012;1170;1041;559-418-421-46-155-488-334-34-124-55-83-335-332-253-32-513-422-424-164-138-160-420-559
;;12;59,715;2,54714;1170;1041;559-418-421-46-155-488-334-34-124-55-83-335-253-332-32-513-422-424-164-138-160-420-559
;;13;59,715;2,6052;1170;1041;559-418-421-46-155-488-334-34-55-124-83-335-253-332-32-513-422-424-164-138-160-420-559
;;14;59,715;2,61007;1170;1041;559-418-421-46-155-488-334-34-55-124-83-335-332-253-32-513-422-424-164-138-160-420-559
;;15;59,565;3,68229;1170;1041;559-421-46-155-488-334-34-124-55-83-335-332-253-32-513-422-424-164-138-160-420-418-559
;;16;59,565;3,7071;1170;1041;559-421-46-155-488-334-34-124-55-83-335-253-332-32-513-422-424-164-138-160-420-418-559
;;17;59,565;3,74072;1170;1041;559-421-46-155-488-334-34-55-124-83-335-253-332-32-513-422-424-164-138-160-420-418-559
;;18;59,565;3,77893;1170;1041;559-421-46-155-488-334-34-55-124-83-335-332-253-32-513-422-424-164-138-160-420-418-559
;;19;59,885;3,67705;1198;1037;559-421-413-155-488-334-34-124-55-83-335-332-253-32-513-422-424-164-138-160-420-418-559
;;20;59,885;3,6977;1198;1037;559-421-413-155-488-334-34-124-55-83-335-253-332-32-513-422-424-164-138-160-420-418-559
;;21;59,885;3,73544;1198;1037;559-421-413-155-488-334-34-55-124-83-335-253-332-32-513-422-424-164-138-160-420-418-559
;;22;59,885;3,76152;1198;1037;559-421-413-155-488-334-34-55-124-83-335-332-253-32-513-422-424-164-138-160-420-418-559
;;23;59,915;18,5309;1305;1035;559-418-413-155-488-334-34-124-55-83-335-332-253-32-513-1-111-20-424-164-138-160-420-559
;;24;59,915;18,5361;1305;1035;559-418-413-155-488-334-34-124-55-83-335-253-332-32-513-1-111-20-424-164-138-160-420-559
;;25;59,915;18,5449;1305;1035;559-418-413-155-488-334-34-124-55-83-335-253-332-32-513-1-20-111-424-164-138-160-420-559
;;26;59,915;18,5477;1305;1035;559-418-413-155-488-334-34-124-55-83-335-332-253-32-513-1-20-111-424-164-138-160-420-559
