Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p562.txt;95;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;91,0932;91,0976;8;62;0;0;8;62;
2;88,682;88,6854;11;30;2;1;9;15;
3;89,4597;89,4617;10;154;2;4;9;111;
4;88,1461;88,1509;7;183;3;3;8;59;
5;88,2354;88,2395;12;104;6;1;12;104;
6;91,0878;91,0906;10;98;5;3;9;101;
7;90,4608;90,4614;9;166;2;0;9;166;
8;90,169;90,1736;9;107;8;1;11;95;
9;89,7749;89,777;10;234;1;2;11;113;
10;88,6015;88,6153;8;36;7;0;8;36;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;94,067;67,2018;1906;1562;559-418-420-424-164-138-160-423-419-46-442-444-155-488-334-34-55-124-83-335-519-489-336-327-517-33-0-74-253-332-32-513-20-111-1-417-422-559
;;2;94,987;73,6618;1916;1541;559-413-421-423-419-46-442-444-412-155-488-334-34-124-55-83-335-517-33-0-74-253-332-32-513-111-20-1-417-422-418-424-164-138-160-420-559
;;3;94,627;66,3231;1975;1540;559-418-420-160-423-419-138-164-424-422-513-32-328-79-330-331-33-0-74-517-335-34-55-124-83-253-332-339-488-334-155-412-444-442-46-559
;;4;94,887;46,505;2085;1529;559-418-160-420-424-164-138-423-419-421-46-442-444-155-488-334-34-55-124-83-335-332-253-0-74-517-33-331-330-79-328-32-513-1-20-111-417-422-559
;;5;94,887;53,6897;2085;1529;559-418-160-420-424-164-138-423-419-421-46-442-444-155-488-334-34-55-124-83-335-332-253-0-74-517-33-331-330-79-328-32-513-111-20-1-417-422-559
;;6;94,887;55,482;2085;1529;559-418-160-420-424-164-138-423-419-421-46-442-444-155-488-334-34-124-55-83-335-332-253-0-74-517-33-331-330-79-328-32-513-111-20-1-417-422-559
;;7;94,982;87,4338;2141;1490;559-422-417-111-20-1-513-32-328-79-330-331-33-0-74-335-83-124-55-34-334-488-155-412-444-442-46-419-423-424-164-138-160-420-418-413-559
;;8;94,532;71,834;2163;1488;559-413-418-422-417-1-111-20-513-32-328-79-330-331-33-0-74-517-519-335-83-55-124-34-334-488-155-442-444-46-419-423-164-424-138-160-420-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;94,907;6,01354;1868;1583;559-423-419-421-46-442-444-155-488-334-34-55-124-83-335-519-517-33-0-74-253-332-328-32-513-1-20-111-416-110-422-424-164-138-160-420-418-559
;;2;94,157;6,09822;1868;1583;559-422-110-416-111-20-1-513-32-328-253-332-33-0-74-517-519-335-83-124-55-34-334-488-155-444-442-46-421-419-423-424-164-138-160-420-418-559
;;3;94,537;6,12365;1868;1583;559-418-422-110-416-111-20-1-513-32-328-253-332-33-0-74-517-519-335-83-124-55-34-334-488-155-444-442-46-421-419-423-420-424-164-138-160-559
;;4;94,537;6,13305;1868;1583;559-418-422-110-416-20-111-1-513-32-328-253-332-33-0-74-517-519-335-83-124-55-34-334-488-155-444-442-46-421-419-423-420-424-164-138-160-559
;;5;94,637;10,6522;1868;1583;559-418-420-138-164-424-422-110-416-111-20-1-513-32-328-253-332-33-0-74-517-519-335-83-124-55-34-334-488-155-442-444-46-421-419-423-160-559
;;6;94,637;10,7966;1868;1583;559-418-420-138-164-424-422-110-416-20-111-1-513-32-328-253-332-33-0-74-517-519-335-83-124-55-34-334-488-155-442-444-46-421-419-423-160-559
;;7;94,637;11,0216;1868;1583;559-418-420-138-164-424-422-110-416-20-111-1-513-32-328-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-442-444-46-421-419-423-160-559
;;8;94,637;11,0464;1868;1583;559-418-420-138-164-424-422-110-416-111-20-1-513-32-328-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-442-444-46-421-419-423-160-559
;;9;94,797;11,0978;1878;1557;559-418-420-138-164-424-422-110-416-417-111-20-1-513-32-328-253-332-33-0-74-517-335-83-124-55-34-334-488-155-444-442-46-419-423-160-559
;;10;94,797;11,5531;1878;1557;559-418-420-138-164-424-422-110-416-417-111-20-1-513-32-328-253-332-33-0-74-517-335-83-55-124-34-334-488-155-444-442-46-419-423-160-559
;;11;94,657;6,13756;1915;1556;559-418-422-110-416-417-20-111-1-513-32-253-332-33-0-74-517-519-335-83-124-55-34-334-488-155-444-442-46-421-419-423-420-424-164-138-160-559
;;12;94,657;6,16205;1915;1556;559-418-422-110-416-111-20-1-417-513-32-253-332-33-0-74-517-519-335-83-124-55-34-334-488-155-444-442-46-421-419-423-420-424-164-138-160-559
;;13;94,657;6,22766;1915;1556;559-418-422-110-416-417-1-20-111-513-32-253-332-33-0-74-517-519-335-83-124-55-34-334-488-155-444-442-46-421-419-423-420-424-164-138-160-559
;;14;94,877;6,29417;1915;1556;559-418-138-164-424-422-110-416-417-1-20-111-513-32-253-332-33-0-74-517-519-335-83-124-55-34-334-488-155-444-442-46-421-419-423-160-420-559
;;15;94,877;6,40572;1915;1556;559-418-138-164-424-422-110-416-111-20-1-417-513-32-253-332-33-0-74-517-519-335-83-124-55-34-334-488-155-444-442-46-421-419-423-160-420-559
;;16;94,877;6,41511;1915;1556;559-418-138-164-424-422-110-416-417-111-20-1-513-32-253-332-33-0-74-517-519-335-83-124-55-34-334-488-155-444-442-46-421-419-423-160-420-559
;;17;94,877;6,68495;1915;1556;559-418-138-164-424-422-110-416-417-111-20-1-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-444-442-46-421-419-423-160-420-559
;;18;94,877;6,72533;1915;1556;559-418-138-164-424-422-110-416-417-111-20-1-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-442-444-46-421-419-423-160-420-559
;;19;94,877;6,73527;1915;1556;559-418-138-164-424-422-110-416-417-1-111-20-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-442-444-46-421-419-423-160-420-559
;;20;94,877;6,74955;1915;1556;559-418-138-164-424-422-110-416-20-111-1-417-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-442-444-46-421-419-423-160-420-559
;;21;94,877;6,8006;1915;1556;559-418-138-164-424-422-110-416-417-1-20-111-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-442-444-46-421-419-423-160-420-559
;;22;94,877;6,87175;1915;1556;559-418-138-164-424-422-110-416-111-20-1-417-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-442-444-46-421-419-423-160-420-559
;;23;94,877;7,14855;1915;1556;559-418-138-164-424-422-110-416-111-20-1-417-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-444-442-46-421-419-423-160-420-559
;;24;94,877;7,15317;1915;1556;559-418-138-164-424-422-110-416-20-111-1-417-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-444-442-46-421-419-423-160-420-559
;;25;94,757;7,45498;1915;1556;559-418-420-138-164-424-422-110-416-20-111-1-417-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-444-442-46-421-419-423-160-559
;;26;94,757;7,46;1915;1556;559-418-420-138-164-424-422-110-416-20-111-1-417-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-442-444-46-421-419-423-160-559
;;27;94,757;7,65345;1915;1556;559-418-420-138-164-424-422-110-416-111-20-1-417-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-442-444-46-421-419-423-160-559
;;28;94,757;7,96299;1915;1556;559-418-420-138-164-424-422-110-416-417-111-20-1-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-442-444-46-421-419-423-160-559
;;29;94,757;8,25845;1915;1556;559-418-420-138-164-424-422-110-416-417-111-20-1-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-444-442-46-421-419-423-160-559
;;30;94,757;8,27884;1915;1556;559-418-420-138-164-424-422-110-416-417-20-111-1-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-444-442-46-421-419-423-160-559
;;31;94,757;8,31584;1915;1556;559-418-420-138-164-424-422-110-416-111-20-1-417-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-444-442-46-421-419-423-160-559
;;32;94,757;8,45425;1915;1556;559-418-420-138-164-424-422-110-416-417-1-20-111-513-32-253-332-33-0-74-517-519-335-83-55-124-34-334-488-155-444-442-46-421-419-423-160-559
;;33;94,757;8,68088;1915;1556;559-418-420-138-164-424-422-110-416-417-1-20-111-513-32-253-332-33-0-74-517-519-335-83-124-55-34-334-488-155-444-442-46-421-419-423-160-559
;;34;94,757;8,68559;1915;1556;559-418-420-138-164-424-422-110-416-417-111-20-1-513-32-253-332-33-0-74-517-519-335-83-124-55-34-334-488-155-444-442-46-421-419-423-160-559
