Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p562.txt;105;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;112,394;112,403;15;93;4;2;8;24;
2;109,286;109,292;12;80;3;4;13;24;
3;110,595;110,597;10;165;9;0;9;165;
4;110,12;110,122;9;29;7;0;8;29;
5;110,818;110,821;12;58;12;1;6;7;
6;114,201;114,212;11;87;1;0;11;87;
7;112,201;112,212;9;78;10;1;12;79;
8;109,729;109,73;12;126;6;2;13;46;
9;110,676;110,677;11;60;2;2;9;47;
10;111,108;111,126;10;33;2;0;9;33;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;104,755;11,2986;1658;1714;559-418-420-138-160-421-419-423-164-424-422-513-32-253-332-335-34-55-124-83-33-0-74-517-327-489-336-502-506-210-338-412-155-46-559
;;2;104,547;11,2986;2299;1630;559-418-420-421-419-423-138-160-164-424-422-417-111-20-1-513-32-328-79-330-331-33-0-74-517-519-335-34-55-124-83-253-332-339-488-334-155-412-442-444-46-559
;;3;103,207;63,0741;2299;1630;559-418-420-160-423-419-138-164-424-422-417-1-20-111-513-32-328-79-330-331-33-0-74-517-519-335-34-55-124-83-253-332-339-334-488-155-412-444-442-46-421-559
;;4;104,317;85,3526;2299;1630;559-418-138-160-420-424-164-423-419-421-46-442-444-412-155-334-488-339-332-253-335-34-55-124-83-519-517-0-74-33-331-330-79-328-32-513-111-20-1-417-422-559
;;5;104,832;25,8597;2323;1578;559-418-160-420-138-423-419-164-424-422-417-1-111-20-513-32-328-79-330-331-33-0-74-517-519-335-83-124-55-34-339-488-334-155-412-442-444-46-413-559
;;6;104,632;7,92652;2349;1540;559-418-419-421-46-442-444-412-155-334-488-339-34-55-124-83-335-519-517-33-0-74-331-330-79-340-328-32-513-111-20-1-417-422-424-164-138-160-420-559
;;7;104,447;121,272;2210;1713;559-418-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-412-444-442-46-421-419-423-424-164-138-160-420-559
;;8;104,887;122,87;2280;1653;559-418-413-423-419-421-46-442-444-412-155-488-334-34-124-55-83-335-332-253-519-517-33-0-74-331-330-79-328-32-513-1-20-111-417-422-424-164-138-160-420-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;104,807;2,83725;2009;1696;559-418-413-160-420-424-164-138-423-419-421-46-442-444-412-155-488-334-34-55-124-83-335-519-517-33-0-74-332-253-328-32-513-1-111-20-416-110-422-559
;;2;104,807;2,90034;2009;1696;559-418-413-160-420-424-164-138-423-419-421-46-442-444-412-155-488-334-34-124-55-83-335-519-517-33-0-74-332-253-328-32-513-1-111-20-416-110-422-559
;;3;104,422;8,95181;2233;1644;559-418-413-160-420-138-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-335-83-55-124-34-334-488-155-412-442-444-46-419-559
;;4;104,422;8,95761;2233;1644;559-418-413-160-420-138-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-335-83-55-124-34-334-488-155-412-444-442-46-419-559
;;5;104,422;9,12772;2233;1644;559-418-413-160-420-138-164-424-422-110-416-111-20-1-513-32-328-79-330-331-33-0-74-517-519-335-83-55-124-34-334-488-155-412-444-442-46-419-559
;;6;104,362;4,63864;2239;1632;559-164-424-422-110-416-20-111-1-513-32-328-79-330-331-33-0-74-517-519-335-83-124-55-34-334-488-155-412-444-442-409-46-421-419-423-138-160-420-418-559
;;7;103,302;4,75251;2251;1631;559-418-164-424-422-110-416-417-20-111-1-513-32-328-79-330-331-33-0-74-517-519-335-83-124-55-34-334-488-155-412-444-442-46-421-419-423-138-160-420-559
;;8;104,632;14,1891;2263;1607;559-420-160-419-138-164-424-422-110-416-111-20-1-417-513-32-328-79-330-331-33-0-74-517-519-335-83-55-124-34-334-488-155-442-444-46-421-413-418-559
;;9;104,632;14,2465;2263;1607;559-420-160-419-138-164-424-422-110-416-111-20-1-417-513-32-328-79-330-331-33-0-74-517-519-335-83-124-55-34-334-488-155-442-444-46-421-413-418-559
;;10;104,632;14,2726;2263;1607;559-420-160-419-138-164-424-422-110-416-20-111-1-417-513-32-328-79-330-331-33-0-74-517-519-335-83-124-55-34-334-488-155-442-444-46-421-413-418-559
;;11;104,632;14,6193;2263;1607;559-418-420-160-419-138-164-424-422-110-416-20-111-1-417-513-32-328-79-330-331-33-0-74-517-519-335-83-124-55-34-334-488-155-442-444-46-421-413-559
;;12;104,862;14,9804;2263;1607;559-418-160-420-138-419-164-424-422-110-416-20-111-1-417-513-32-328-79-330-331-33-0-74-517-519-335-83-124-55-34-334-488-155-442-444-46-421-413-559
;;13;104,862;15,064;2263;1607;559-418-160-420-138-419-164-424-422-110-416-20-111-1-417-513-32-328-79-330-331-33-0-74-517-519-335-83-124-55-34-334-488-155-444-442-46-421-413-559
;;14;104,632;15,1138;2263;1607;559-418-420-160-419-138-164-424-422-110-416-20-111-1-417-513-32-328-79-330-331-33-0-74-517-519-335-83-124-55-34-334-488-155-444-442-46-421-413-559
;;15;104,632;15,8324;2263;1607;559-418-420-160-419-138-164-424-422-110-416-111-20-1-417-513-32-328-79-330-331-33-0-74-517-519-335-83-124-55-34-334-488-155-444-442-46-421-413-559
;;16;104,862;16,9567;2263;1607;559-418-160-420-138-419-164-424-422-110-416-111-20-1-417-513-32-328-79-330-331-33-0-74-517-519-335-83-124-55-34-334-488-155-444-442-46-421-413-559
;;17;104,862;17,6474;2263;1607;559-418-160-420-138-419-164-424-422-110-416-111-20-1-417-513-32-328-79-330-331-33-0-74-517-519-335-83-124-55-34-334-488-155-442-444-46-421-413-559
;;18;104,632;18,0717;2263;1607;559-418-420-160-419-138-164-424-422-110-416-111-20-1-417-513-32-328-79-330-331-33-0-74-517-519-335-83-124-55-34-334-488-155-442-444-46-421-413-559
;;19;104,157;52,4072;2268;1606;559-418-413-160-420-138-164-424-422-110-416-111-20-1-417-513-32-328-79-330-331-33-0-74-517-519-253-332-335-83-55-124-34-334-488-155-444-442-46-559
