Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p562.txt;15;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;10,3191;10,3192;11;13;0;0;11;13;
2;10,0684;10,069;12;19;0;0;12;19;
3;10,0904;10,0905;10;10;0;0;10;10;
4;10,1573;10,1574;9;21;0;0;9;21;
5;10,1027;10,1032;12;15;0;0;12;15;
6;10,0982;10,0986;10;12;0;0;10;12;
7;10,0943;10,0943;10;13;0;0;10;13;
8;10,1625;10,1631;10;14;0;0;10;14;
9;10,2498;10,25;12;16;0;0;12;16;
10;10,1562;10,1562;9;18;0;0;9;18;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;14,92;0,103051;424;380;559-418-421-419-420-424-164-138-160-559
;;2;14,59;0,103053;424;380;559-418-421-419-138-160-420-164-424-559
;;3;14,67;0,103056;424;380;559-418-160-420-424-164-138-419-421-559
;;4;14,38;0,415725;424;380;559-418-420-424-164-138-160-419-421-559
;;5;14,55;0,719286;424;380;559-418-421-419-424-164-138-160-420-559
;;6;14,95;1,7454;424;380;559-421-419-160-420-138-164-424-418-559
;;7;14,67;2,87887;424;380;559-160-420-424-164-138-419-421-418-559
;;8;14,35;0,103052;446;349;559-418-422-424-164-423-138-160-420-559
;;9;14,34;0,821322;446;349;559-422-424-164-423-138-160-420-418-559
;;10;13,38;0,307933;468;346;559-413-418-424-164-138-160-420-559
;;11;13,66;0,719281;468;346;559-413-420-424-164-138-160-418-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;14,92;0,000704;424;380;559-418-421-419-420-424-164-138-160-559
;;2;14,55;0,005375;424;380;559-418-421-419-164-424-138-160-420-559
;;3;14,92;0,021502;424;380;559-421-419-420-424-164-138-160-418-559
;;4;14,67;0,381034;424;380;559-160-420-424-164-138-419-421-418-559
;;5;14,38;0,385408;424;380;559-420-424-164-138-160-419-421-418-559
;;6;14,38;0,385876;424;380;559-418-420-424-164-138-160-419-421-559
;;7;14,67;0,386347;424;380;559-418-160-420-424-164-138-419-421-559
;;8;14,35;0,008977;446;349;559-418-422-424-164-423-138-160-420-559
;;9;14,34;0,0109;446;349;559-422-424-164-423-138-160-420-418-559
;;10;13,66;0,006375;468;346;559-418-413-420-424-164-138-160-559
;;11;13,38;0,040548;468;346;559-413-418-424-164-138-160-420-559
;;12;13,66;0,096575;468;346;559-413-420-424-164-138-160-418-559
;;13;13,37;0,301059;468;346;559-413-424-164-138-160-420-418-559

Run;2
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;14,92;0,099789;424;380;559-418-421-419-420-424-164-138-160-559
;;2;14,38;0,099791;424;380;559-418-420-424-164-138-160-419-421-559
;;3;14,55;0,200404;424;380;559-418-421-419-424-164-138-160-420-559
;;4;14,59;0,7017;424;380;559-418-421-419-138-160-420-164-424-559
;;5;14,67;1,11058;424;380;559-418-160-420-424-164-138-419-421-559
;;6;14,55;3,82264;424;380;559-418-421-419-164-424-138-160-420-559
;;7;14,95;4,54253;424;380;559-418-424-164-160-420-138-419-421-559
;;8;14,38;8,06103;424;380;559-420-424-164-138-160-419-421-418-559
;;9;14,35;0,099786;446;349;559-418-422-424-164-423-138-160-420-559
;;10;14,34;0,400385;446;349;559-422-424-164-423-138-160-420-418-559
;;11;13,38;0,200402;468;346;559-413-418-424-164-138-160-420-559
;;12;13,66;0,300633;468;346;559-413-420-424-164-138-160-418-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;14,92;0,000663;424;380;559-418-421-419-420-424-164-138-160-559
;;2;14,59;0,009627;424;380;559-418-421-419-138-160-420-164-424-559
;;3;14,92;0,027631;424;380;559-421-419-420-424-164-138-160-418-559
;;4;14,67;0,777071;424;380;559-418-160-420-424-164-138-419-421-559
;;5;14,38;0,783703;424;380;559-418-420-424-164-138-160-419-421-559
;;6;14,95;0,792158;424;380;559-421-419-160-420-138-164-424-418-559
;;7;14,45;0,797958;424;380;559-421-419-138-160-420-164-424-418-559
;;8;14,38;0,799523;424;380;559-420-424-164-138-160-419-421-418-559
;;9;14,67;0,825333;424;380;559-160-420-424-164-138-419-421-418-559
;;10;14,4;0,906561;424;380;559-421-419-424-164-138-160-420-418-559
;;11;14,4;0,907096;424;380;559-421-419-164-424-138-160-420-418-559
;;12;14,55;0,908134;424;380;559-418-421-419-164-424-138-160-420-559
;;13;14,55;0,917545;424;380;559-418-421-419-424-164-138-160-420-559
;;14;14,34;0,011495;446;349;559-422-424-164-423-138-160-420-418-559
;;15;14,35;0,038711;446;349;559-418-422-424-164-423-138-160-420-559
;;16;13,37;0,018957;468;346;559-413-424-164-138-160-420-418-559
;;17;13,66;0,032823;468;346;559-418-413-420-424-164-138-160-559
;;18;13,66;0,053878;468;346;559-413-420-424-164-138-160-418-559
;;19;13,38;0,142746;468;346;559-413-418-424-164-138-160-420-559

Run;3
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;14,92;0,099734;424;380;559-418-421-419-420-424-164-138-160-559
;;2;14,67;0,099734;424;380;559-418-160-420-424-164-138-419-421-559
;;3;14,55;0,702766;424;380;559-418-421-419-424-164-138-160-420-559
;;4;14,38;0,702773;424;380;559-418-420-424-164-138-160-419-421-559
;;5;14,59;1,70826;424;380;559-418-421-419-138-160-420-164-424-559
;;6;14,4;4,45908;424;380;559-421-419-424-164-138-160-420-418-559
;;7;14,35;0,099728;446;349;559-418-422-424-164-423-138-160-420-559
;;8;14,34;1,40293;446;349;559-422-424-164-423-138-160-420-418-559
;;9;13,66;0,201068;468;346;559-413-420-424-164-138-160-418-559
;;10;13,66;1,09997;468;346;559-418-413-420-424-164-138-160-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;14,92;0,000675;424;380;559-418-421-419-420-424-164-138-160-559
;;2;14,92;0,001711;424;380;559-421-419-420-424-164-138-160-418-559
;;3;14,38;0,197587;424;380;559-420-424-164-138-160-419-421-418-559
;;4;14,38;0,201636;424;380;559-418-420-424-164-138-160-419-421-559
;;5;14,67;0,220579;424;380;559-418-160-420-424-164-138-419-421-559
;;6;14,35;0,020122;446;349;559-418-422-424-164-423-138-160-420-559
;;7;14,34;0,041229;446;349;559-422-424-164-423-138-160-420-418-559
;;8;13,66;0,003453;468;346;559-418-413-420-424-164-138-160-559
;;9;13,38;0,057456;468;346;559-413-418-424-164-138-160-420-559
;;10;13,66;0,127462;468;346;559-413-420-424-164-138-160-418-559

Run;4
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;14,92;0,100519;424;380;559-418-421-419-420-424-164-138-160-559
;;2;14,67;0,300704;424;380;559-418-160-420-424-164-138-419-421-559
;;3;14,38;0,401697;424;380;559-418-420-424-164-138-160-419-421-559
;;4;14,55;0,708371;424;380;559-418-421-419-424-164-138-160-420-559
;;5;14,59;2,4224;424;380;559-418-421-419-138-160-420-164-424-559
;;6;14,95;5,80353;424;380;559-418-424-164-160-420-138-419-421-559
;;7;14,35;0,100515;446;349;559-418-422-424-164-423-138-160-420-559
;;8;14,34;2,73033;446;349;559-422-424-164-423-138-160-420-418-559
;;9;13,66;5,39646;468;346;559-413-420-424-164-138-160-418-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;14,92;0,000669;424;380;559-418-421-419-420-424-164-138-160-559
;;2;14,92;0,00119;424;380;559-421-419-420-424-164-138-160-418-559
;;3;14,4;0,001699;424;380;559-421-419-164-424-138-160-420-418-559
;;4;14,4;0,002769;424;380;559-421-419-424-164-138-160-420-418-559
;;5;14,55;0,003723;424;380;559-418-421-419-424-164-138-160-420-559
;;6;14,55;0,005535;424;380;559-418-421-419-164-424-138-160-420-559
;;7;14,38;0,009737;424;380;559-418-420-424-164-138-160-419-421-559
;;8;14,67;0,010271;424;380;559-418-160-420-424-164-138-419-421-559
;;9;15;4,43475;424;380;559-424-164-138-160-419-421-420-418-559
;;10;14,67;4,43522;424;380;559-160-420-424-164-138-419-421-418-559
;;11;14,38;4,44039;424;380;559-420-424-164-138-160-419-421-418-559
;;12;14,95;4,47736;424;380;559-421-419-160-420-138-164-424-418-559
;;13;14,45;4,48004;424;380;559-421-419-138-160-420-164-424-418-559
;;14;14,59;4,49051;424;380;559-418-421-419-138-160-420-164-424-559
;;15;14,95;4,54162;424;380;559-418-424-164-160-420-138-419-421-559
;;16;14,35;0,021944;446;349;559-418-422-424-164-423-138-160-420-559
;;17;14,34;0,035675;446;349;559-422-424-164-423-138-160-420-418-559
;;18;13,66;0,026152;468;346;559-418-413-420-424-164-138-160-559
;;19;13,66;0,037709;468;346;559-413-420-424-164-138-160-418-559
;;20;13,37;0,071091;468;346;559-413-424-164-138-160-420-418-559
;;21;13,38;0,138783;468;346;559-413-418-424-164-138-160-420-559

Run;5
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;14,92;0,100118;424;380;559-418-421-419-420-424-164-138-160-559
;;2;14,67;0,100119;424;380;559-418-160-420-424-164-138-419-421-559
;;3;14,38;0,915909;424;380;559-418-420-424-164-138-160-419-421-559
;;4;14,59;2,22638;424;380;559-418-421-419-138-160-420-164-424-559
;;5;14,38;2,62976;424;380;559-420-424-164-138-160-419-421-418-559
;;6;14,55;3,03024;424;380;559-418-421-419-424-164-138-160-420-559
;;7;14,95;4,94239;424;380;559-418-424-164-160-420-138-419-421-559
;;8;14,4;9,39981;424;380;559-421-419-424-164-138-160-420-418-559
;;9;14,35;0,100116;446;349;559-418-422-424-164-423-138-160-420-559
;;10;14,34;0,407653;446;349;559-422-424-164-423-138-160-420-418-559
;;11;13,66;0,610082;468;346;559-413-420-424-164-138-160-418-559
;;12;13,66;6,87206;468;346;559-418-413-420-424-164-138-160-559

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;14,92;0,000657;424;380;559-418-421-419-420-424-164-138-160-559
;;2;14,92;0,739329;424;380;559-421-419-420-424-164-138-160-418-559
;;3;14,4;0,739835;424;380;559-421-419-164-424-138-160-420-418-559
;;4;14,67;0,740804;424;380;559-160-420-424-164-138-419-421-418-559
;;5;14,38;0,74451;424;380;559-420-424-164-138-160-419-421-418-559
;;6;14,95;0,752493;424;380;559-421-419-160-420-138-164-424-418-559
