Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p2143.txt;95;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;3.868,5;3.868,73;3;16;3;1;5;16;
2;3.888,5;3.888,53;5;14;1;3;4;14;
3;3.939,53;3.939,86;5;14;3;8;7;9;
4;3.879,66;3.879,74;5;23;5;17;6;17;
5;3.508,64;3.508,66;5;39;0;15;5;29;
6;3.572,16;3.572,32;7;31;21;9;8;16;
7;3.483,35;3.483,7;6;30;8;5;7;11;
8;3.635,67;3.635,75;3;2;3;1;3;2;
9;3.572,48;3.572,54;6;22;25;7;7;20;
10;3.569,79;3.569,92;4;45;6;2;6;34;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;94,937;1.148,83;5892;5783;0-944-862-1303-627-635-1360-868-450-529-127-1643-2128-1997-1550-1971-1822-1529-1967-1476-1595-1676-1910-1950-1962-2008-2123-2004-1784-1376-1352-1889-1799-1522-2079-1817-1613-2018-1403-2084-2026-2076-1961-2038-1688-1730-1948-1669-1821-2029-1498-1378-1358-1367-1021-540-755-1364-273-1708-2009-1968-2088-2011-1513-1998-2086-1894-1581-2089-1422-1746-933-680-2041-1973-2083-1726-2005-250-1775-1713-1850-2031-1914-1521-426-2074-2002-1958-1917-2053-2054-1943-1744-2028-2117-1445-2003-1959-1435-2063-146-2019-2013-1663-1955-2116-419-895-1074-780-640-0
;;2;94,557;1.072,47;5969;5659;0-1360-868-640-651-1093-628-450-529-127-1244-1691-1643-2128-1997-1550-1971-1822-1967-1529-1950-2123-1476-1595-1676-1910-1962-2004-2008-1376-1352-1784-1502-1514-1889-1799-1522-1375-780-1074-895-635-627-944-862-1303-419-2079-1519-2084-1403-2018-1613-1817-2022-2026-1688-1730-2076-1961-2038-1948-1669-1821-1021-755-540-1364-2011-2088-1968-2009-273-1708-1498-1378-1358-1367-2029-1513-1998-2086-1894-1581-1746-2089-1422-1594-680-933-2041-1973-2083-1726-2005-426-2074-2002-1917-1958-2117-2028-1744-1943-2053-2054-1445-2003-1959-1435-146-2063-2019-1663-2013-2116-0
;;3;94,877;3.868,58;5909;5761;0-944-862-1303-627-635-1360-868-651-450-529-127-1643-2128-1997-1550-1971-1822-1529-1967-1476-1595-1676-1910-1950-1962-2008-2123-2004-1784-1376-1352-1514-1889-1799-1522-2079-1817-1613-2018-1403-2084-2026-2076-1961-2038-1688-1730-1948-1669-1821-2029-1498-1378-1358-1367-1021-540-755-1364-273-1708-2009-1968-2088-2011-1513-1998-2086-1894-1581-2089-1422-1746-933-680-1594-2041-1973-1726-2083-2005-1775-1713-1850-2031-1914-1521-426-2074-2002-1958-1917-2053-2054-1943-1744-2028-2117-1445-2003-1959-1435-2063-146-2019-2013-1663-1955-2116-419-895-1074-780-640-0
;;4;94,987;3.868,69;5936;5736;0-944-862-1303-627-635-1360-868-450-529-127-1691-1643-2128-1997-1550-1971-1822-1529-1967-1476-1595-1676-1910-1950-1962-2008-2123-2004-1784-1376-1352-1889-1799-1522-2079-1817-1613-2018-1403-2084-2026-2076-1961-2038-1688-1730-1948-1669-1821-2029-1498-1378-1358-1367-1021-540-755-1364-273-1708-2009-1968-2088-2011-1513-1998-2086-1894-1581-2089-1422-1746-933-680-1594-2041-1973-1726-2083-2005-1775-1713-1850-2031-1521-426-2074-2002-1917-1958-1943-2054-2053-1744-2117-2028-1445-2003-1959-1435-2063-146-2019-1663-2013-1955-2116-1245-419-895-1074-780-640-0
;;5;94,937;3.906,42;5987;5471;0-944-862-1303-895-1074-635-627-640-1360-868-780-390-1669-1821-1021-755-540-273-1708-2011-2088-2009-1968-1364-1498-1378-1367-1358-2029-1513-1998-1726-2083-2086-1581-1894-1746-1994-2089-1422-1594-933-680-2041-1973-2005-426-2074-2002-1958-1917-1943-2053-2054-1445-1955-1663-2013-2019-146-2063-1435-1959-2003-2117-2028-1744-2022-1817-1613-2018-1403-2084-1519-2079-2026-1688-1730-2076-1961-2038-1948-1245-1977-1375-1522-1799-1889-1376-1352-1784-2123-2008-2004-1950-1910-1676-1595-1476-1962-1967-1529-1822-1971-1550-1997-2128-1643-1113-127-529-450-1093-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;94,997;1.000,57;5937;5607;0-944-862-1303-627-635-1360-868-640-651-450-529-127-1244-628-1093-780-1074-895-390-419-2079-1519-2084-1403-2018-1613-1817-2022-1400-2026-2076-1961-2038-1730-1688-1948-1669-1821-2029-1513-1998-1726-2083-2086-1894-1581-1746-1422-1594-2089-1994-1498-1358-1378-1367-1021-755-540-273-1364-1708-2011-2088-2009-1968-933-680-2041-1973-2005-426-2074-2002-1917-1958-1744-2028-2117-2053-1943-2054-1445-2003-1959-1435-2063-146-2019-2013-1663-1955-2116-1375-1522-1514-1799-1889-1784-1376-1352-2004-1962-1910-2123-1676-1950-2008-1595-1967-1529-1971-1550-2128-1997-1822-0
;;2;94,997;1.000,74;5937;5607;0-944-862-1303-627-635-1360-868-640-651-450-529-127-1244-628-1093-780-1074-895-390-419-2079-1519-2084-1403-2018-1613-1817-2022-1400-2026-2076-1961-2038-1730-1688-1948-1669-1821-2029-1513-1998-1726-2083-2086-1894-1581-1746-1422-1594-2089-1994-1498-1358-1378-1367-1021-755-540-273-1364-1708-2011-2088-2009-1968-933-680-2041-1973-2005-426-2074-2002-1917-1958-1744-2028-2117-2053-1943-2054-1445-2003-1959-1435-146-2063-2019-2013-1663-1955-2116-1375-1522-1514-1799-1889-1784-1376-1352-2004-1962-1910-2123-1676-1950-2008-1595-1967-1529-1971-1550-2128-1997-1822-0
