Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p2143.txt;15;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;369,555;369,608;20;139;8;18;19;148;
2;374,75;374,756;25;252;10;22;30;201;
3;371,504;371,53;24;271;30;1;25;185;
4;380,02;380,051;19;116;23;18;20;103;
5;370,473;370,502;28;161;21;18;30;123;
6;376,991;377,058;25;291;9;4;20;206;
7;378,797;378,823;19;321;17;5;23;294;
8;382,397;382,412;30;167;29;10;30;156;
9;383,699;383,709;12;121;17;9;18;94;
10;366,303;366,305;33;298;15;4;17;295;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;14,99;242,927;830;985;0-944-862-1303-1688-2076-1961-1817-1403-2084-419-895-1074-780-640-635-0
;;2;14,98;85,5464;832;968;0-944-862-1688-1730-2076-1961-2022-1817-1613-2018-1403-2084-2079-895-640-0
;;3;14,98;291,345;832;968;0-944-862-1688-1730-2076-1961-2022-1613-1817-2018-1403-2084-2079-895-640-0
;;4;14,98;168,045;842;964;0-944-862-1303-1688-1730-2076-1961-2022-1613-1817-2018-1403-2084-895-640-0
;;5;14,68;268,818;849;960;0-944-862-419-1948-1688-1730-2076-1961-2022-1613-1817-2018-1403-2084-2079-0
;;6;14,62;265,366;902;953;0-944-862-1303-1948-1688-2076-1961-2022-1613-1817-2018-1403-2084-2079-419-0
;;7;14,69;48,2108;929;887;0-862-1303-419-1948-1688-2076-1961-2022-1817-1613-2018-1403-2084-1519-2079-0
;;8;14,64;224,655;940;822;0-1303-1948-2038-1688-2076-1961-2022-1613-1817-2018-1403-2084-1519-2079-862-0
;;9;14,95;287,603;956;778;0-944-862-640-1784-1676-1950-2128-1997-1550-1971-2008-2123-1352-0
;;10;14,86;302,899;970;766;0-1303-862-640-1784-1950-1676-1971-1550-1822-1962-2008-2123-1352-0
;;11;14,84;239,329;986;747;0-640-1784-2123-2008-1962-2004-1676-1950-1971-1550-2128-1997-1352-0
;;12;14,88;164,243;1021;714;0-640-1352-1784-2123-1962-2008-1676-1950-1971-1550-2128-1997-1799-0
;;13;14,87;369,681;787;1034;0-944-862-1303-2022-1817-1613-2018-1403-2084-2079-419-895-1074-780-640-635-0
;;14;14,83;369,797;758;1035;0-944-862-1303-2026-2022-1613-1817-2018-1403-2084-2079-419-895-1074-780-640-0
;;15;14,82;369,94;794;1025;0-862-1303-1688-2076-2022-1613-1817-2018-1403-2084-419-895-1074-780-640-0
;;16;14,82;370,055;812;1014;0-862-1303-1688-2076-2022-1613-1817-1403-2084-2079-419-895-1074-780-640-0
;;17;14,84;385,087;1004;724;0-640-1522-1784-1962-1676-1950-2128-1997-1550-1971-2008-2123-1352-0
;;18;14,96;386,098;976;762;0-862-640-1784-1676-2123-1962-2008-1971-1550-2128-1950-2004-1352-0
;;19;14,96;386,269;1041;709;0-862-640-1784-1676-2123-1962-2008-1950-1971-1550-1997-2128-1352-0

;Tours VNS
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;14,99;0,93273;908;948;0-862-1303-1688-2076-1961-2022-1613-1817-1403-2084-2079-419-895-640-635-0
;;2;14,86;5,76931;919;806;0-1303-862-640-1522-2123-2008-1676-1822-1550-1971-1950-1784-1352-0
;;3;14,86;6,18082;919;806;0-1303-862-640-1522-2008-1676-2123-1822-1550-1971-1950-1784-1352-0
;;4;14,86;7,77299;919;806;0-1303-862-640-1522-2008-2123-1676-1822-1550-1971-1950-1784-1352-0
;;5;14,86;128,526;919;806;0-1303-862-640-1522-2008-1950-1971-1550-1822-1676-2123-1784-1352-0
;;6;14,86;306,992;919;806;0-1303-862-640-1522-2008-1950-1971-1550-1822-2123-1676-1784-1352-0
;;7;14,87;307,212;919;806;0-1303-862-640-1522-2008-2123-1676-1950-1822-1971-1550-1784-1352-0
;;8;14,87;307,379;919;806;0-1303-862-640-1522-2008-1950-1676-2123-1822-1971-1550-1784-1352-0
;;9;14,99;10,5073;926;798;0-944-862-640-1352-2123-1676-2008-2128-1550-1971-1950-1784-1799-0
;;10;14,99;13,496;926;798;0-944-862-640-1799-1352-2008-1676-2123-1950-1971-2128-1550-1784-0
;;11;14,99;18,9033;926;798;0-944-862-640-1352-1784-2008-2123-1950-1676-1971-1550-2128-1799-0
;;12;14,99;22,496;926;798;0-944-862-640-1784-1352-1950-2123-1676-1971-2128-1550-2008-1799-0
;;13;14,99;42,4861;926;798;0-944-862-640-1352-1676-2123-2008-1971-2128-1550-1950-1784-1799-0
;;14;14,99;44,0278;926;798;0-944-862-640-1352-1784-1950-1550-2128-1971-2008-2123-1676-1799-0
;;15;14,99;49,6078;926;798;0-944-862-640-1799-1352-2008-2123-1676-2128-1550-1971-1950-1784-0
;;16;14,99;59,2145;926;798;0-944-862-640-1799-1352-2008-1676-1950-2123-1971-2128-1550-1784-0
;;17;14,99;65,8105;926;798;0-944-862-640-1352-1784-1550-2128-1971-2123-2008-1950-1676-1799-0
;;18;14,99;70,6229;926;798;0-944-862-640-1352-2128-1550-1971-1950-2123-1676-2008-1784-1799-0
;;19;14,99;73,5932;926;798;0-944-862-640-1799-1352-2008-2128-1550-1971-1676-2123-1950-1784-0
;;20;14,99;76,9973;926;798;0-944-862-640-1784-1352-1950-2008-1971-1550-2128-2123-1676-1799-0
;;21;14,99;93,7611;926;798;0-944-862-640-1352-1676-1950-2123-2128-1550-1971-2008-1784-1799-0
;;22;14,99;127,943;926;798;0-944-862-640-1352-2123-1676-1950-2008-1971-2128-1550-1784-1799-0
;;23;14,99;150,602;926;798;0-944-862-640-1352-1676-2123-1971-2128-1550-1950-2008-1784-1799-0
;;24;14,99;198,328;926;798;0-944-862-640-1352-2008-1676-2128-1550-1971-2123-1950-1784-1799-0
;;25;14,99;226,138;926;798;0-944-862-640-1352-1676-2123-2128-1550-1971-1950-2008-1784-1799-0
;;26;14,99;227,563;926;798;0-944-862-640-1784-2128-1550-1971-1950-2008-2123-1676-1352-1799-0
;;27;14,99;231,912;926;798;0-944-862-640-1784-1676-2123-1950-1971-2128-1550-2008-1352-1799-0
;;28;14,91;3,00892;937;784;0-1303-862-640-1522-1352-2123-2008-1550-1971-1676-1950-1784-1799-0
;;29;14,91;3,20388;937;784;0-1303-862-640-1522-1352-2123-1676-1971-1550-2008-1950-1784-1799-0
;;30;14,91;4,45341;937;784;0-1303-862-640-1522-1352-2008-2123-1676-1550-1971-1950-1784-1799-0
;;31;14,91;6,22017;937;784;0-1303-862-640-1522-1352-2123-2008-1676-1550-1971-1950-1784-1799-0
;;32;14,91;7,87423;937;784;0-1303-862-640-1522-1352-1676-2123-2008-1971-1550-1950-1784-1799-0
;;33;14,91;8,33362;937;784;0-1303-862-640-1522-1352-2008-1676-2123-1550-1971-1950-1784-1799-0
;;34;14,91;11,8006;937;784;0-1303-862-640-1522-1352-1950-2123-1676-2008-1971-1550-1784-1799-0
;;35;14,91;18,3426;937;784;0-1303-862-640-1522-1352-1550-1971-1676-1950-2123-2008-1784-1799-0
;;36;14,91;19,2013;937;784;0-1303-862-640-1522-1784-2008-2123-1950-1676-1971-1550-1352-1799-0
;;37;14,91;19,586;937;784;0-1303-862-640-1522-1352-2008-1550-1971-1676-1950-2123-1784-1799-0
;;38;14,91;19,7353;937;784;0-1303-862-640-1522-1352-2008-2123-1676-1950-1971-1550-1784-1799-0
;;39;14,91;22,0742;937;784;0-1303-862-640-1522-1352-2008-2123-1950-1676-1971-1550-1784-1799-0
;;40;14,91;25,1067;937;784;0-1303-862-640-1522-1352-2008-2123-1550-1971-1676-1950-1784-1799-0
;;41;14,91;25,7572;937;784;0-1303-862-640-1522-1352-2123-2008-1550-1971-1950-1676-1784-1799-0
;;42;14,91;26,0462;937;784;0-1303-862-640-1522-1352-2123-2008-1950-1971-1550-1676-1784-1799-0
;;43;14,91;27,6637;937;784;0-1303-862-640-1522-1352-1676-2123-2008-1950-1971-1550-1784-1799-0
;;44;14,91;29,6472;937;784;0-1303-862-640-1522-1352-1676-2123-1550-1971-2008-1950-1784-1799-0
;;45;14,91;30,4211;937;784;0-1303-862-640-1522-1352-2123-2008-1676-1950-1971-1550-1784-1799-0
;;46;14,91;35,6056;937;784;0-1303-862-640-1522-1352-1676-2008-2123-1971-1550-1950-1784-1799-0
;;47;14,91;37,6148;937;784;0-1303-862-640-1522-1352-1676-1550-1971-2008-2123-1950-1784-1799-0
;;48;14,91;37,7668;937;784;0-1303-862-640-1522-1352-2123-2008-1971-1550-1676-1950-1784-1799-0
