Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p2143.txt;45;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;1.121,01;1.121,03;6;18;10;22;9;16;
2;1.122,39;1.122,44;12;25;22;33;9;16;
3;1.134,56;1.134,63;13;19;20;19;12;18;
4;1.268,3;1.268,37;17;57;5;10;6;12;
5;1.359,63;1.359,72;15;61;22;8;10;32;
6;1.293,51;1.293,6;14;29;17;18;13;30;
7;1.381,25;1.381,31;11;38;16;26;10;19;
8;1.290,69;1.290,75;14;38;31;15;16;35;
9;1.381,2;1.381,21;11;35;16;29;14;34;
10;1.278,77;1.278,83;13;28;13;16;10;9;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;44,917;178,899;2736;2978;0-944-862-1303-627-640-1360-868-635-780-1074-895-390-419-2079-1519-2084-1403-2018-1817-1613-2022-1961-2076-1730-1688-2038-1669-1821-2029-755-540-1364-273-1708-2011-2088-2009-1968-1021-1367-1358-1378-1498-2089-1422-1746-1581-1894-2086-1726-2083-1998-1513-1948-0
;;2;44,937;244,787;2836;2846;0-944-635-862-1303-419-2079-1519-2084-1403-2018-1613-1817-2022-1961-2076-1688-2038-1498-1378-1367-1358-1021-755-540-273-1364-1708-2011-2088-2009-1968-933-680-2041-1973-2005-1726-2083-1594-1422-2089-1746-1894-1581-2086-1998-1513-2029-1821-1669-1948-640-0
;;3;44,957;953,252;2844;2819;0-1303-862-640-635-780-1074-2079-1519-2084-1403-2018-1613-1817-2022-1400-1961-2076-1730-1688-2038-1948-1821-2029-1021-755-540-1364-273-1708-2011-2088-2009-1968-933-680-2041-1594-2089-1422-1994-1498-1378-1358-1367-1746-1581-1894-2086-1726-2083-1998-1513-1669-419-0
;;4;44,96;491,434;2875;2716;0-944-862-1303-1948-2038-1688-1730-2026-2076-1961-1400-2022-1817-1613-2018-1403-2084-1519-2079-419-895-1074-780-635-627-868-1360-640-651-1093-628-450-127-1643-2128-1997-1550-1971-1822-1529-1967-2004-2123-2008-1962-1950-1910-1676-1595-1376-1784-1352-1799-1522-0
;;5;44,967;1.121,31;2729;3019;0-944-862-1303-627-640-1360-868-635-780-1074-895-419-2079-1519-2084-1403-2018-1817-1613-2022-1961-2076-1730-1688-2038-1669-1821-2029-755-540-1364-273-1708-2011-2088-2009-1968-1021-1498-1378-1358-1367-2086-1894-1581-1746-1422-2089-2041-1726-2083-1998-1513-1948-0
;;6;44,937;1.128,69;2748;2972;0-944-862-1303-627-640-1360-868-635-780-1074-419-2079-1519-2084-1403-2018-1817-1613-2022-1961-2076-1730-1688-2038-1669-1821-2029-755-540-1364-273-1708-2011-2088-2009-1968-1021-1367-1358-1378-1498-1994-2086-1894-1581-1746-2089-1422-2041-1973-1726-2083-1998-1513-1948-0
;;7;44,877;1.128,78;2822;2940;0-944-862-1303-627-640-1360-868-635-780-1074-419-2079-1519-2084-1403-2018-1817-1613-2022-2076-1961-2038-1730-1688-1669-1821-2029-1367-1358-1378-1498-1021-755-540-1364-273-1708-2011-2088-2009-1968-933-680-1594-2089-1422-1746-1894-1581-2086-1726-2083-1998-1513-1948-0
;;8;44,967;1.128,96;2801;2959;0-944-862-1303-627-640-1360-868-635-780-1074-419-2079-1519-2084-1403-2018-1817-1613-2022-2076-1961-2038-1730-1688-1669-1821-2029-1367-1358-1378-1498-1021-755-540-1364-273-1708-2011-2088-2009-1968-933-2041-1594-2089-1422-1746-1894-1581-2086-1726-2083-1998-1513-1948-0
;;9;44,947;1.130,58;2812;2953;0-944-862-1303-627-640-1360-868-635-780-1074-419-2079-1519-2084-1403-2018-1817-1613-2022-2026-2076-1961-2038-1730-1688-1669-1821-2029-1498-1378-1358-1367-1021-540-755-1708-273-1364-2011-2088-2009-1968-933-680-2089-1422-1746-1894-1581-2086-1726-2083-1998-1513-1948-0

