Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p2143.txt;150;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;7.689,06;7.689,09;8;2;31;0;11;2;
2;7.831,44;7.831,77;10;176;17;1;9;177;
3;7.774,18;7.774,52;6;5;6;0;10;5;
4;7.803,49;7.803,59;7;1768;8;0;8;1768;
5;7.415,81;7.416,1;6;113;36;2;11;18;
6;7.461,92;7.461,98;11;114;38;0;10;114;
7;7.437,46;7.437,69;8;9;9;8;6;2;
8;7.447,03;7.447,56;6;636;12;4;8;591;
9;7.374,99;7.375,2;5;19;8;0;5;19;
10;7.387,65;7.387,81;7;59;27;1;11;45;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;149,787;2.267,67;8669;7829;0-944-627-862-1303-895-635-1360-868-640-651-450-529-127-780-1074-390-419-1245-2079-2084-1403-2018-1817-1613-2022-1400-2076-1961-2038-1688-1730-1948-1669-1821-1513-1998-2086-1581-1894-1746-1422-2089-1994-1358-1367-1378-1498-2029-1021-755-540-273-1364-1708-2011-2088-2009-1968-933-680-1594-2041-1973-2083-1726-2005-250-1713-1775-2061-1850-2031-1914-1521-426-2074-2002-1958-1917-2117-2028-1744-1943-2053-2054-1445-2003-1959-1435-2063-146-2019-2013-1955-1663-2006-2078-2093-2092-2044-1354-2023-1798-1829-1834-1665-1721-984-1995-1940-1963-1921-1456-1382-1533-1833-1841-1554-1819-1488-1847-1555-527-1557-1480-1421-1379-1923-1987-2097-795-1530-1497-1502-1376-1352-1784-2123-2008-2004-1962-1910-1676-1595-1476-1950-1967-1529-1822-1971-1550-1997-2128-1514-1799-1889-1522-628-1093-0
;;2;149,747;4.012,35;8683;7516;0-944-862-1303-627-635-1360-868-640-651-450-529-127-628-1093-780-1074-895-390-419-1245-1948-2038-1688-1730-2026-2076-1961-2022-2084-2079-1519-1403-2018-1817-1613-1400-1445-1663-1955-2013-2019-146-2063-1435-1959-2003-2028-1744-2117-1943-2054-2053-1917-1958-2002-2074-426-2005-2041-1726-2083-2086-1894-1581-1746-2089-1422-1594-680-933-2009-2088-2011-1708-273-1364-540-755-1021-1498-1378-1367-1358-2029-1513-1998-1821-1669-1522-1889-1799-1514-2123-1971-1550-2128-1997-1822-1529-1967-1676-1476-1595-1910-1950-1962-2004-2008-1376-1352-1784-1502-1530-795-2097-1987-1533-1923-1833-1841-1480-1557-527-1555-1554-1819-1847-1488-1815-2132-1450-1556-1805-1989-1567-2087-724-869-1580-655-1560-1573-1568-56-984-1829-1834-1721-1665-1995-1940-1921-1456-1382-1497-0
;;3;149,957;7.742,65;8466;8133;0-944-862-1303-895-1074-780-635-627-868-1360-640-651-450-529-127-628-1093-390-419-2079-1519-2084-1403-2018-1613-1817-2022-1400-1961-2076-1730-1688-2038-1948-1669-1821-1513-1998-2086-1894-1581-1746-1422-2089-1498-1378-1358-1367-2029-1021-755-540-273-1708-1364-2011-2088-2009-1968-933-680-1594-2041-1973-2083-1726-2005-250-1775-1713-1850-2031-1914-1521-426-2074-2002-1917-1958-1943-2054-2053-2028-1744-2117-1445-2003-1959-1435-2063-146-2019-1663-2013-1955-2116-1245-1375-1522-1799-1376-1352-1784-2008-1962-1950-1910-1676-2004-2123-1822-1529-1967-1971-1550-2128-1997-1643-1691-1497-1530-795-2097-1987-1533-1923-1379-1421-1480-1557-1833-1841-1555-527-1554-1819-1847-1488-1815-2132-1450-1805-1556-1989-1463-1567-869-724-545-60-41-984-1721-1834-1665-1995-1940-1963-0
;;4;149,777;7.753,57;8423;8171;0-944-862-1303-895-1074-780-635-627-868-1360-640-651-450-529-127-1244-628-1093-419-2079-1519-2084-1403-2018-1817-1613-2022-2026-2076-1961-2038-1730-1688-1948-1669-1821-1513-1998-2086-1894-1581-1746-1422-2089-1498-1378-1358-1367-2029-1021-755-540-273-1708-1364-2011-2088-2009-1968-933-680-1594-2041-1973-2083-1726-2005-250-1775-1713-1850-2031-1914-1521-426-2074-2002-1917-1958-1943-2054-2053-2028-1744-2117-1445-2003-1959-1435-2063-146-2019-1663-2013-1955-2116-1375-1522-1889-1799-1376-1352-1784-2008-1962-1950-1910-1676-2004-2123-1822-1529-1967-1971-1550-2128-1997-1643-1691-1497-1530-795-2097-1987-1533-1923-1379-1421-1480-1557-1833-1841-1555-527-1554-1819-1847-1488-1815-2132-1450-1805-1556-1989-1463-1567-869-724-545-60-41-984-1721-1834-1665-1995-1940-1963-0
;;5;149,977;7.759,42;8460;8134;0-944-862-1303-895-1074-780-635-627-868-1360-640-651-450-529-127-628-1093-390-419-2079-1519-2084-1403-2018-1613-1817-2022-1961-2076-1730-1688-2038-1948-1669-1821-1513-1998-2086-1894-1581-1746-1994-1367-1358-1378-1498-2029-1021-755-540-273-1708-1364-2011-2088-2009-1968-933-680-2089-1422-1594-2041-1973-1726-2083-2005-250-1775-1713-1850-2031-1914-1521-426-2074-2002-1917-1958-1943-2054-2053-2028-1744-2117-1445-2003-1959-1435-2063-146-2019-1663-2013-1955-2116-1245-1375-1522-1799-1376-1352-1784-2008-1962-1950-1910-1676-2004-2123-1822-1529-1967-1971-1550-2128-1997-1643-1691-1497-1530-795-2097-1987-1533-1923-1379-1421-1480-1557-1833-1841-1555-527-1554-1819-1847-1488-1815-2132-1450-1805-1556-1989-1463-1567-869-724-545-60-41-984-1721-1834-1665-1995-1940-1963-0
;;6;149,937;7.775,01;8627;8090;0-944-862-1303-895-1074-780-635-627-868-1360-640-651-450-529-127-628-1093-419-2079-1519-2084-1403-2018-1817-1613-2022-1400-2026-2076-1961-2038-1730-1688-1948-1669-1821-1513-1998-2086-1894-1581-1746-1422-2089-1994-1498-1378-1358-1367-2029-1021-755-540-273-1708-1364-2011-2088-2009-1968-933-680-1594-2041-1973-2083-1726-2005-250-1775-1713-1850-2031-1914-1521-426-2074-2002-1917-1958-1943-2054-2053-2117-1744-2028-1445-2003-1959-1435-2063-146-2019-1663-2013-1955-2116-1245-1375-1522-1799-1376-1352-1784-2008-1962-1950-1910-1676-2004-2123-1822-1529-1967-1971-1550-2128-1997-1643-1691-1497-1530-795-1987-2097-1533-1923-1379-1421-1557-1480-1833-1841-527-1555-1554-1819-1847-1488-1815-2132-1450-1556-1805-1989-1567-2087-724-869-545-41-60-984-1721-1834-1665-1995-1940-1963-1921-0
