Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p2143.txt;40;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;1.031,7;1.031,73;9;29;31;27;15;15;
2;1.040,91;1.040,93;18;19;25;25;14;16;
3;1.129,89;1.129,91;10;22;27;10;9;19;
4;1.124,38;1.124,46;10;10;28;7;15;2;
5;1.051,54;1.051,57;11;13;36;14;14;19;
6;1.155,69;1.155,88;10;16;42;4;17;19;
7;1.154,76;1.154,78;14;10;23;3;14;8;
8;1.069,89;1.069,97;11;20;27;5;18;6;
9;1.126,33;1.126,47;11;132;26;22;16;51;
10;1.154,92;1.154,97;12;18;17;8;16;21;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;39,987;300,256;2343;2771;0-944-862-1303-895-1074-780-635-640-1360-868-627-419-1948-1669-1821-1513-1581-1894-1746-2089-1367-1358-1498-1378-1021-1968-2009-2088-2011-1364-273-1708-540-755-1688-1730-2076-1961-2022-1613-1817-2018-1403-2084-1519-2079-0
;;2;39,777;319,694;2502;2714;0-944-862-1303-640-780-1074-2079-2084-1403-2018-1817-1613-2022-1961-2076-1730-1688-2038-1669-1821-2029-1021-540-755-1708-2011-2088-2009-1968-273-1364-1498-1378-1358-1367-2089-1422-1746-1581-1894-2086-1726-2083-1513-1948-419-0
;;3;39,73;9,31612;2664;2317;0-419-1948-2038-1688-1730-2076-1961-2022-1817-1613-2018-1403-2084-1519-2079-1303-862-635-780-1522-1799-1889-1784-1352-1376-2123-1476-1595-1676-1910-1950-1962-2004-2008-1967-1529-1822-1971-1550-1997-2128-1643-1691-127-529-450-640-0
;;4;39,947;1.041,06;2424;2759;0-944-862-1303-895-1074-780-640-1360-635-627-419-2079-2084-1403-2018-1613-1817-2022-1961-2076-1730-1688-755-540-1364-273-1708-2011-2088-2009-1968-1021-1367-1358-1422-2089-1746-1581-1894-2086-1726-1513-1821-1669-1948-0
;;5;39,977;1.046,51;2367;2769;0-944-862-1303-895-1074-780-640-868-1360-635-627-419-2079-2084-1403-2018-1613-1817-2022-1961-2076-1730-1688-755-540-1364-273-1708-2011-2088-2009-1968-1021-1358-1367-1422-2089-1746-1894-1581-1726-1513-1821-1669-1948-0
;;6;39,997;1.053,91;2598;2589;0-944-862-1303-2079-1613-2022-1817-2018-1403-2084-2026-1688-1730-2076-1961-2038-1669-1821-2029-1498-1367-1358-1378-1021-755-540-273-1708-1364-2011-2088-2009-1968-933-680-2089-1422-1746-1581-1894-2086-1726-2083-1998-1513-1948-640-0
;;7;39,997;1.055,46;2592;2596;0-944-862-1303-2079-1613-2022-1817-2018-1403-2084-2026-1688-1730-2076-1961-2038-1669-1821-2029-1498-1367-1358-1378-1021-755-540-273-1708-1364-2011-2088-2009-1968-933-680-1594-2089-1422-1746-1894-1581-2086-2083-1726-1513-1948-640-0
;;8;39,93;1.114,52;2672;2285;0-944-862-1303-1948-1688-1730-2038-1961-2076-2026-2022-1613-1817-2018-1403-2084-1519-2079-1522-1514-1889-1799-1376-1352-1784-2004-2123-2008-1962-1950-1910-1676-1595-1476-1967-1529-1822-1971-1550-1997-2128-1691-1643-127-529-450-640-635-0
;;9;39,81;1.115,13;2654;2519;0-944-862-1303-1948-2038-1688-2026-2076-1961-2022-1817-1613-2018-1403-2084-2079-419-895-1074-780-1522-1889-1799-1784-1352-1376-2004-1476-1595-1676-1910-1950-1962-2008-2123-1822-1529-1967-1971-1550-2128-1997-1643-127-529-450-640-635-0
;;10;39,877;1.123,6;2376;2765;0-944-862-1303-895-1074-780-640-868-635-419-2079-2084-1403-2018-1613-1817-2022-2026-2076-1961-2038-1730-1688-755-540-1364-273-1708-2011-2088-2009-1968-1021-1358-1367-1422-2089-1746-1894-1581-2086-1513-1821-1669-1948-0
