Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p2143.txt;115;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;4.660,13;4.660,4;5;17;25;3;9;8;
2;4.666,56;4.666,78;5;174;11;5;5;168;
3;4.654,06;4.654,59;4;115;0;5;4;95;
4;4.689,04;10.602,2;5;20;27;12;9;8;
5;4.656,8;4.656,86;6;30;3;12;6;9;
6;4.738,29;4.738,57;9;12;30;4;4;12;
7;4.663,57;4.663,59;5;16;23;2;5;10;
8;4.710,33;4.710,55;7;20;38;7;8;25;
9;4.752,66;4.752,99;4;66;7;10;6;38;
10;4.774,4;4.774,55;8;10;17;6;8;5;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;114,977;1.526,02;7032;6418;0-944-627-862-1303-419-895-1074-780-640-1360-868-635-390-1245-2079-1519-1403-2018-1817-1400-2022-1613-2084-2026-2076-1961-2038-1730-1688-1948-1669-1821-1513-2029-1994-2089-1422-1746-1726-2083-1998-2086-1581-1894-1498-1378-1367-1358-1021-755-540-1364-273-1708-2011-2088-2009-1968-933-680-1594-2041-1973-2005-426-2074-2002-1958-1917-2117-2028-1744-1943-2053-2054-1445-2003-1959-1435-2063-146-2019-2013-1663-2116-628-1093-651-450-529-127-2128-1997-1550-1971-1967-1529-1822-2008-2004-1962-1910-1676-1595-1476-1950-2123-1784-1352-1376-1375-1522-1514-1799-1889-1502-1497-1530-795-2097-1987-1533-1923-1833-1841-1480-1557-1555-1847-1488-1819-1554-0
;;2;114,837;4.768,12;7029;6493;0-944-627-862-1303-419-895-1074-780-640-1360-868-635-390-1245-2079-1519-1403-2018-1817-1400-2022-1613-2084-2026-2076-1961-2038-1730-1688-1948-1669-1821-1513-2029-1021-755-540-1364-273-1708-2011-2088-2009-1968-933-680-2041-1594-1422-2089-1498-1378-1367-1358-1746-1894-1581-2086-1998-2083-1726-2005-426-2074-2002-1958-1917-1943-2054-2053-1744-2028-1445-2003-1959-1435-2063-146-2019-2013-1663-1955-2116-628-1093-651-450-529-127-2128-1997-1550-1971-1967-1529-1822-2008-2004-1962-1910-1676-1595-1476-1950-2123-1784-1352-1376-1375-1522-1514-1799-1889-1502-1497-1530-795-1987-2097-1533-1923-1379-1421-1480-1557-1555-1847-1488-1819-1554-1841-1833-0
;;3;114,977;4.780,51;7063;6213;0-944-862-1303-627-640-1360-868-635-780-1074-419-2079-1519-2084-1403-2018-1613-1817-2022-2026-2076-1730-1688-2038-1948-1669-1821-2029-1513-1998-2083-1726-2086-1581-1894-1746-1994-1358-1367-1378-1498-1021-755-540-1364-273-1708-2088-1968-933-680-1594-1422-2089-2041-2005-250-1713-1775-2031-1914-426-2074-2002-1917-1958-2053-2054-1943-1744-2028-1445-2003-1959-1435-2063-146-2019-2013-1663-1955-1977-1245-628-1093-1113-127-529-1997-2128-1550-1971-1967-1529-1822-2123-2008-2004-1962-1910-1676-1595-1476-1950-1376-1352-1784-1514-1799-1889-1522-1502-1530-795-1987-2097-1533-1923-1833-1841-1819-1488-1847-1555-1557-1480-0
