Test instance;Tmax;# runs;# ants;iter. aco;alpha;beta;init. pher. val.;evaporation;granularity;iter. VNS;accept frequency;treshold
2_p64_t035.txt;35;10;100;100;1;2;10;0,01;0,5;0;1000;0,95;

Run;CPU ACO;CPU VNS;# Tours ACO;# Tours VNS;# Tours PR ACO;# Tours PR VNS;# Tours Total ACO;# Tours Total VNS
1;8,50014;8,5003;33;31;2;5;33;34;
2;8,5484;8,5485;25;42;2;0;27;42;
3;8,51638;8,51658;27;36;4;0;27;36;
4;8,51243;8,51247;26;36;3;1;28;36;
5;8,46755;8,46761;30;38;5;0;29;38;
6;8,49966;8,49976;30;37;4;0;30;37;
7;8,52956;8,52988;29;49;3;1;28;50;
8;8,51246;8,51249;30;37;3;1;31;37;
9;8,55368;8,5539;32;34;4;1;30;33;
10;8,46375;8,46395;29;36;4;2;29;35;

Run;1
;Tours ACO
;;Index;Length;Time Of Adding;Score 1;Score2;Path
;;1;33,9411;0,084907;312;790;0-1-3-7-4-2-5-8-13-9-14-19-25-32-39-45-51-56-60-62-59-55-58-61-63
;;2;33,9411;2,62743;324;782;0-1-3-6-11-7-4-2-5-8-13-9-14-19-25-32-39-45-51-56-60-62-59-61-63
;;3;33,9411;5,6071;336;780;0-1-3-7-11-17-12-8-4-2-5-9-14-19-13-18-24-32-39-45-51-56-60-62-63
;;4;33,9411;1,18512;348;770;0-1-3-6-11-17-12-8-4-2-5-9-14-19-13-18-25-32-39-45-51-56-60-62-63
;;5;33,9411;3,56377;354;766;0-1-3-6-11-7-4-2-5-8-13-9-14-19-25-32-39-45-51-46-52-57-60-62-63
;;6;33,9411;1,85987;366;762;0-1-3-6-11-17-12-8-4-2-5-9-13-19-26-33-40-32-39-45-51-56-60-62-63
;;7;33,9411;4,15781;372;756;0-1-3-6-11-17-12-8-4-2-5-9-14-19-13-18-24-32-40-47-53-57-60-62-63
;;8;33,9411;0,336615;378;750;0-1-3-7-12-8-4-2-5-9-13-19-14-20-26-33-40-32-39-45-51-56-60-62-63
;;9;33,9411;2,62743;396;749;0-1-3-7-11-17-12-8-13-9-14-19-26-33-40-32-39-45-51-56-52-57-60-62-63
;;10;33,9411;0,168593;402;730;0-1-3-7-12-8-5-9-13-19-14-20-26-33-40-32-39-45-51-56-52-57-60-62-63
;;11;33,9411;3,30892;408;725;0-1-3-6-10-16-23-17-12-8-5-9-13-19-26-33-40-32-39-45-51-56-60-62-63
;;12;33,9411;2,62743;414;716;0-1-3-7-11-17-12-8-5-9-13-19-26-34-41-33-40-32-39-45-51-56-60-62-63
;;13;33,9411;8,50012;414;716;0-1-3-7-12-8-5-9-13-19-14-20-26-33-40-32-39-31-38-45-51-56-60-62-63
;;14;33,9411;0,420919;426;707;0-1-3-6-11-16-23-17-12-8-4-2-5-9-14-19-26-34-42-48-53-57-60-62-63
;;15;33,9411;3,81621;432;704;0-1-4-7-3-6-10-16-11-17-12-8-13-19-26-33-40-47-41-48-53-57-60-62-63
;;16;33,9411;8,07587;456;694;0-1-3-6-10-16-11-17-12-8-13-9-14-19-26-34-41-33-40-47-52-57-60-62-63
